n_faces,face_area,max_conf,face_boxes,id,year
1,0.0285,0.819,"0.2752,0.2773,0.171,0.1665",856639,2022
0,0.0,0.0,,520963,2021
2,0.0088,0.758,"0.2706,0.7858,0.0798,0.0586|0.5366,0.7846,0.0681,0.0603",576938,2019
1,0.3206,0.684,"0.5828,0.1399,0.4397,0.7291",31992,2009
0,0.0,0.0,,29402,1961
1,0.6169,0.785,"-0.0272,0.1082,0.8053,0.766",58789,1997
1,0.7012,0.858,"0.0174,-0.0134,0.9255,0.7576",930791,2022
0,0.0,0.0,,49354,1972
0,0.0,0.0,,37901,1977
2,0.02,0.898,"0.7449,0.568,0.1096,0.095|0.136,0.4124,0.1019,0.0938",72695,2010
0,0.0,0.0,,36960,2006
0,0.0,0.0,,74328,2011
1,0.2126,0.853,"0.2892,0.556,0.4567,0.4655",977398,2022
3,0.0489,0.918,"0.155,0.6899,0.1486,0.1426|0.3312,0.4914,0.1477,0.1307|0.5203,0.0539,0.0958,0.0881",1026202,2022
1,0.0204,0.81,"0.4861,0.1359,0.1454,0.1403",105113,1972
0,0.0,0.0,,588216,2019
1,0.012,0.881,"0.4382,0.3284,0.1137,0.1059",512198,2022
0,0.0,0.0,,72574,1982
9,0.0519,0.873,"0.7141,0.0233,0.1545,0.1074|0.3884,0.1039,0.1414,0.1071|0.1283,0.112,0.0862,0.0747|0.104,0.6819,0.0685,0.0577|0.7665,0.6868,0.0557,0.0486|0.1956,0.6919,0.0491,0.044|0.2066,0.7108,0.0485,0.0434|0.676,0.6832,0.0435,0.037|0.3204,0.6859,0.0375,0.0319",431392,2016
4,0.0441,0.921,"0.129,0.0846,0.1747,0.1344|0.444,0.1464,0.1258,0.1076|0.7261,0.3397,0.0843,0.0662|0.7978,0.4973,0.042,0.0363",362227,2016
0,0.0,0.0,,324930,2015
2,0.0551,0.861,"0.3571,0.1311,0.2053,0.1615|0.5261,0.3432,0.1634,0.1344",86101,2012
0,0.0,0.0,,68347,1989
0,0.0,0.0,,975670,2022
2,0.19,0.864,"0.3359,0.1484,0.3027,0.3471|0.5505,0.1854,0.2837,0.2993",549859,2019
1,0.112,0.918,"0.5248,0.2095,0.3519,0.3181",470528,2017
2,0.2104,0.928,"0.3385,0.0072,0.4148,0.3978|-0.0001,0.4998,0.1985,0.2288",659716,2020
1,0.0826,0.903,"0.3385,0.2283,0.3124,0.2644",1031659,2022
0,0.0,0.0,,26946,1957
0,0.0,0.0,,436369,2017
2,0.0044,0.876,"0.8026,0.6791,0.06,0.0558|0.5347,0.7526,0.0335,0.0304",30579,2007
2,0.327,0.922,"0.0781,0.2349,0.4186,0.446|0.5229,0.2318,0.4151,0.3381",83096,1973
4,0.0573,0.915,"0.3378,0.4445,0.1576,0.1296|0.049,0.362,0.1251,0.1029|0.0626,0.7922,0.1189,0.1073|0.0623,0.5998,0.1131,0.0993",996761,2022
0,0.0,0.0,,286657,2014
2,0.0055,0.886,"0.6378,0.43,0.0578,0.051|0.313,0.2416,0.055,0.0472",17141,2007
1,0.1565,0.913,"0.502,0.2294,0.3996,0.3915",71373,1989
2,0.5995,0.812,"0.3043,0.0308,0.7311,0.7718|0.1704,0.1983,0.1817,0.1941",27535,2001
1,0.004,0.797,"0.4681,0.2533,0.0668,0.0604",436972,2018
2,0.0048,0.904,"0.0609,0.7385,0.0634,0.053|0.7682,0.1305,0.0406,0.0344",31634,1960
0,0.0,0.0,,29342,1978
1,0.1763,0.839,"0.2572,0.1831,0.4026,0.4379",52022,1998
1,0.0371,0.895,"0.3643,0.3041,0.2135,0.1735",718558,2020
3,0.2638,0.896,"0.3638,0.1258,0.5075,0.4804|0.0385,0.5806,0.1105,0.1166|0.178,0.5185,0.0892,0.0803",45102,2007
0,0.0,0.0,,354125,2016
0,0.0,0.0,,45853,2006
2,0.0164,0.927,"0.7068,0.2248,0.1001,0.0868|0.1953,0.2316,0.0934,0.0827",24777,1972
0,0.0,0.0,,805104,2010
0,0.0,0.0,,131887,2012
0,0.0,0.0,,98106,1983
3,0.2259,0.92,"0.1102,0.0826,0.4155,0.3806|0.6811,0.2747,0.1928,0.1827|0.753,0.5865,0.1955,0.1664",181175,2013
0,0.0,0.0,,662903,2020
0,0.0,0.0,,106280,1987
5,0.0827,0.917,"0.5076,0.6531,0.1887,0.1625|0.6797,0.7399,0.1848,0.1639|0.3659,0.6234,0.1048,0.0899|0.1183,0.8282,0.1036,0.0763|0.2898,0.6909,0.07,0.0629",46158,1977
6,0.0493,0.88,"0.7262,0.4555,0.124,0.104|0.4451,0.1385,0.1258,0.0917|0.2015,0.2043,0.1113,0.0881|0.7276,0.5729,0.1081,0.0861|0.4704,0.5673,0.068,0.0566|0.122,0.5167,0.048,0.04",25479,2007
3,0.091,0.912,"0.2078,0.1399,0.3149,0.2625|0.8979,0.7308,0.069,0.0602|0.7649,0.6771,0.0713,0.0581",27664,1988
1,0.0017,0.791,"0.1927,0.5843,0.0443,0.0376",107275,1976
0,0.0,0.0,,450968,2017
1,0.069,0.897,"0.5013,0.1159,0.2977,0.2319",30554,1993
0,0.0,0.0,,5752,1987
2,0.03,0.928,"0.669,0.1441,0.1855,0.1464|0.2949,0.3805,0.0561,0.0502",253205,2013
2,0.1956,0.909,"0.305,0.2989,0.4179,0.4237|0.8229,0.4052,0.1475,0.1259",82466,2011
0,0.0,0.0,,86215,2012
4,0.0493,0.91,"0.3348,0.3407,0.1945,0.1632|0.6641,0.3016,0.0999,0.0707|0.7135,0.3811,0.0907,0.0755|0.0481,0.4569,0.0651,0.0559",252455,2013
3,0.0375,0.846,"0.5235,0.3249,0.1654,0.1489|0.1166,0.5826,0.0848,0.0763|0.2629,0.5851,0.0867,0.074",30767,2004
0,0.0,0.0,,342896,2015
2,0.0412,0.908,"0.2662,0.188,0.1529,0.1435|0.5258,0.4167,0.1453,0.1323",78239,1993
1,0.0012,0.675,"0.714,0.5198,0.0386,0.032",70878,2011
2,0.0367,0.926,"0.4724,0.2829,0.1541,0.1422|0.7238,0.3681,0.1267,0.1168",70247,1990
5,0.0186,0.881,"0.3241,0.3337,0.0792,0.0714|0.4287,0.5107,0.0795,0.0655|0.561,0.4573,0.0704,0.0581|0.8214,0.5333,0.0508,0.0457|0.9158,0.5462,0.0393,0.0336",46522,1982
0,0.0,0.0,,48753,2006
0,0.0,0.0,,97889,2002
0,0.0,0.0,,583755,2019
0,0.0,0.0,,49332,1982
1,0.0042,0.828,"0.4711,0.4678,0.0698,0.0601",121071,2012
1,0.1354,0.933,"0.2867,0.2017,0.389,0.348",950925,2022
4,0.1061,0.909,"0.2251,0.3383,0.2377,0.1759|0.7734,0.419,0.1863,0.1556|0.5818,0.2857,0.1613,0.1304|0.4924,0.5927,0.1287,0.1108",27651,2010
0,0.0,0.0,,1015456,2022
1,0.1079,0.723,"0.6638,0.0934,0.2991,0.3607",77812,2011
0,0.0,0.0,,28419,2004
4,0.1629,0.924,"0.6801,0.2578,0.3051,0.2657|0.0747,0.195,0.217,0.2029|0.3188,0.2348,0.1657,0.1435|0.5243,0.2737,0.1174,0.1194",44259,2001
1,0.0126,0.9,"0.2198,0.6727,0.1233,0.1025",352960,2015
1,0.2598,0.904,"0.124,0.3187,0.5936,0.4376",472717,2017
1,0.0069,0.756,"0.5734,0.1189,0.0938,0.0738",463015,2017
0,0.0,0.0,,101501,2011
14,0.0373,0.906,"0.8096,0.8557,0.0853,0.0755|0.1033,0.3759,0.063,0.0568|0.8062,0.4098,0.0613,0.0507|0.2478,0.4313,0.0579,0.0527|0.2142,0.3502,0.0576,0.0461|0.4705,0.1043,0.0535,0.0454|0.6808,0.4582,0.0532,0.044|0.8217,0.6218,0.052,0.0437|0.9302,0.6157,0.0472,0.0446|0.4053,0.4322,0.0505,0.0415|0.7959,0.3372,0.0478,0.041|0.5668,0.3009,0.0461,0.0419|0.6501,0.2493,0.0457,0.0407|0.4262,0.3183,0.0421,0.0353",37132,2010
1,0.6331,0.736,"0.1194,0.0426,0.8945,0.7078",681243,2019
0,0.0,0.0,,49266,2009
2,0.0239,0.9,"0.5414,0.1656,0.1447,0.1255|0.3023,0.2373,0.082,0.0706",26334,2009
3,0.0539,0.924,"0.3894,0.0614,0.2262,0.1911|0.6817,0.141,0.111,0.0887|0.9181,0.7497,0.0318,0.0259",345287,2015
0,0.0,0.0,,384216,2015
0,0.0,0.0,,73943,2011
5,0.1317,0.901,"0.39,0.0762,0.2822,0.2777|0.8193,0.0778,0.1668,0.1706|0.4027,0.6546,0.11,0.1017|0.2313,0.6595,0.0871,0.093|0.6267,0.6839,0.0798,0.0702",211914,2013
5,0.0158,0.88,"0.5433,0.1921,0.0787,0.0717|0.2824,0.4397,0.0676,0.0604|0.3472,0.226,0.0575,0.0493|0.8287,0.4961,0.0471,0.0403|0.7078,0.5086,0.0403,0.0336",680631,2021
0,0.0,0.0,,27498,1995
2,0.0505,0.766,"0.5104,0.2887,0.2201,0.1707|0.3179,0.6825,0.1197,0.1085",519523,2018
2,0.0503,0.924,"0.2112,0.3,0.1936,0.1435|0.5165,0.2244,0.1682,0.1339",33510,2007
1,0.4717,0.873,"0.0666,0.0645,0.739,0.6383",87895,1979
0,0.0,0.0,,117258,1976
2,0.0083,0.842,"0.447,0.0886,0.0844,0.0713|0.5036,0.2715,0.0508,0.0454",590164,2022
0,0.0,0.0,,31991,2009
1,0.1806,0.93,"0.0876,0.0412,0.4319,0.418",349849,2015
1,0.0254,0.895,"0.405,0.2253,0.1536,0.1656",18556,2007
3,0.045,0.73,"0.4092,-0.0014,0.189,0.1292|0.3196,0.7638,0.1271,0.1026|0.5172,0.6872,0.0945,0.0793",735981,2021
0,0.0,0.0,,407757,2016
1,0.0306,0.825,"0.2794,0.0937,0.1778,0.1723",41547,2007
0,0.0,0.0,,861069,2022
2,0.0213,0.87,"0.2229,0.398,0.0983,0.1134|0.4869,0.311,0.1089,0.0936",82309,1983
1,0.0878,0.904,"0.3513,0.1395,0.2969,0.2956",543126,2018
1,0.0028,0.733,"0.4632,0.0611,0.0583,0.0485",78552,1983
1,0.0018,0.78,"0.6358,0.792,0.0469,0.0379",36220,1983
0,0.0,0.0,,35608,1997
0,0.0,0.0,,980478,2022
0,0.0,0.0,,491488,2017
0,0.0,0.0,,145668,2013
1,0.4791,0.909,"0.0886,0.0018,0.7317,0.6548",456950,2017
1,0.009,0.629,"0.3955,0.5288,0.101,0.0894",336294,2015
0,0.0,0.0,,1024687,2022
1,0.0114,0.901,"0.7915,0.3348,0.1118,0.1023",42717,1966
0,0.0,0.0,,30787,1973
1,0.0187,0.859,"0.4888,0.1771,0.143,0.1308",542781,2018
1,0.0191,0.828,"0.8253,0.3184,0.1451,0.1316",396104,2015
1,0.133,0.903,"0.1443,0.1906,0.3796,0.3503",444689,2016
0,0.0,0.0,,984142,2022
1,0.009,0.654,"0.409,0.6749,0.1066,0.0841",44265,1994
3,0.0356,0.919,"0.4418,0.5485,0.1185,0.1018|0.1409,0.5517,0.1161,0.1028|0.7587,0.5595,0.1162,0.0998",72231,2001
4,0.158,0.856,"0.3499,0.5914,0.2492,0.1872|0.3443,0.135,0.2177,0.1809|0.5897,0.0215,0.2102,0.1744|0.1601,0.0688,0.1842,0.1918",40341,1998
1,0.1693,0.941,"0.2693,0.216,0.4331,0.3909",805209,2022
0,0.0,0.0,,532653,2018
4,0.0215,0.933,"0.5577,0.5578,0.083,0.0703|0.4706,0.8122,0.0806,0.0655|0.2756,0.606,0.0765,0.0687|0.3283,0.7418,0.076,0.0678",4337,1994
1,0.0089,0.885,"0.4235,0.3418,0.1023,0.0871",36896,1992
1,0.0082,0.875,"0.4591,0.1001,0.0976,0.0842",424060,2016
0,0.0,0.0,,802777,2021
5,0.0545,0.932,"0.1265,0.1051,0.1595,0.1341|0.7327,0.1398,0.1554,0.126|0.442,0.1103,0.1145,0.0927|0.1904,0.717,0.0466,0.038|0.0699,0.7064,0.0372,0.032",78362,2011
1,0.798,0.607,"-0.0502,0.1738,1.0203,0.7821",28721,2005
2,0.0398,0.925,"0.5265,0.301,0.1802,0.1771|0.7527,0.0806,0.1004,0.0785",30637,1958
1,0.0428,0.851,"0.3418,0.3071,0.2327,0.1838",74008,2010
0,0.0,0.0,,373929,2011
0,0.0,0.0,,27832,1971
0,0.0,0.0,,356690,2014
1,0.6415,0.688,"0.1326,0.1624,0.8911,0.7199",110588,2011
1,0.0279,0.704,"0.317,0.2157,0.1842,0.1513",343964,2014
0,0.0,0.0,,98640,1995
0,0.0,0.0,,52196,1957
0,0.0,0.0,,28494,1996
0,0.0,0.0,,355499,2015
2,0.0379,0.884,"0.4997,0.2276,0.1763,0.161|0.1934,0.2711,0.1022,0.093",107315,2011
0,0.0,0.0,,53045,1971
4,0.0676,0.909,"0.4146,0.5143,0.1816,0.1383|0.0677,0.4251,0.1622,0.12|0.7698,0.3933,0.1279,0.0933|0.3348,0.2906,0.1108,0.1004",193714,2012
0,0.0,0.0,,37843,1980
0,0.0,0.0,,91817,1981
5,0.0635,0.911,"0.4087,0.2707,0.1629,0.1404|0.126,0.5489,0.1124,0.1179|0.5226,0.6834,0.1084,0.0996|0.7596,0.5674,0.0965,0.0865|0.8107,0.3227,0.1019,0.0807",40241,1980
0,0.0,0.0,,48202,1961
0,0.0,0.0,,18441,2007
2,0.0351,0.911,"0.5857,0.1157,0.1402,0.1348|0.2746,0.2134,0.142,0.1141",75191,2011
0,0.0,0.0,,102443,1971
4,0.0175,0.892,"0.7668,0.7585,0.0796,0.0701|0.1832,0.7745,0.0735,0.0639|0.5876,0.7513,0.0722,0.0605|0.3295,0.7477,0.057,0.0495",911348,2022
2,0.038,0.844,"0.4052,0.0834,0.2014,0.1709|0.4632,0.4351,0.0649,0.0546",29071,1957
0,0.0,0.0,,852696,2022
1,0.0243,0.817,"0.308,0.1112,0.173,0.1403",28681,1970
0,0.0,0.0,,40983,1972
1,0.0784,0.846,"0.4205,0.4068,0.3064,0.2558",40350,1971
1,0.0099,0.741,"0.2995,0.361,0.1141,0.0865",56527,2004
1,0.0753,0.891,"0.3862,0.5041,0.2984,0.2522",832227,2021
0,0.0,0.0,,298026,2014
1,0.0935,0.921,"0.1257,0.0379,0.3217,0.2906",150211,2012
2,0.0628,0.928,"0.5383,0.1863,0.2035,0.1801|0.3195,0.213,0.1644,0.1589",509624,2018
1,0.0341,0.915,"0.3869,0.0345,0.1999,0.1703",55066,1998
4,0.0865,0.873,"0.6173,0.2629,0.2584,0.2183|0.3591,0.6993,0.1375,0.115|0.2342,0.7447,0.1129,0.0989|0.0747,0.7229,0.0607,0.0508",43015,1962
1,0.1038,0.906,"0.1245,0.1343,0.323,0.3213",343112,2015
1,0.0132,0.914,"0.4624,0.6826,0.1087,0.1211",29803,1994
2,0.0374,0.809,"0.7478,-0.0003,0.2144,0.1718|0.1835,0.6532,0.025,0.0226",20029,2009
5,0.0506,0.916,"0.7446,0.4494,0.1537,0.1328|0.3938,0.4303,0.1037,0.0902|0.586,0.4327,0.1043,0.0885|0.1761,0.4481,0.0928,0.0775|0.065,0.4137,0.0709,0.062",48519,2006
1,0.0238,0.893,"0.4608,0.7961,0.1625,0.1464",186351,1971
2,0.034,0.904,"0.7425,0.3564,0.1477,0.1239|0.4726,0.3196,0.1283,0.1227",114789,2012
0,0.0,0.0,,113525,1976
1,0.0475,0.862,"0.1106,0.1136,0.2612,0.1819",29600,1983
0,0.0,0.0,,122804,2012
0,0.0,0.0,,17240,2009
0,0.0,0.0,,360188,2015
1,0.004,0.859,"0.557,0.3084,0.066,0.0608",1019123,2022
0,0.0,0.0,,418808,2016
0,0.0,0.0,,286367,2015
4,0.1158,0.912,"0.3719,0.1886,0.2167,0.1869|0.1212,0.2188,0.2172,0.1844|0.7368,0.182,0.1757,0.1808|0.7957,0.5085,0.0656,0.0527",6174,1986
0,0.0,0.0,,69059,2003
1,0.0438,0.92,"0.2819,0.4076,0.2228,0.1964",18397,2007
0,0.0,0.0,,513224,2018
1,0.0618,0.844,"0.5664,0.5529,0.2442,0.2532",901321,2021
4,0.0425,0.854,"0.6979,0.6366,0.1168,0.0983|0.4711,0.6574,0.1136,0.0991|0.2431,0.7025,0.1185,0.0936|0.0266,0.7337,0.0985,0.0877",537736,2020
1,0.0522,0.617,"0.39,0.197,0.2699,0.1934",39912,2006
1,0.0418,0.631,"0.5725,0.2321,0.2378,0.1759",3208,1957
0,0.0,0.0,,38499,1995
1,0.0537,0.813,"0.1404,0.2306,0.23,0.2335",798434,2002
0,0.0,0.0,,27743,2004
3,0.5042,0.912,"0.6253,0.196,0.3883,0.5207|0.0027,0.1927,0.4087,0.4856|0.3187,0.0615,0.3531,0.2933",179473,2013
5,0.0391,0.91,"0.7842,0.5195,0.1116,0.1159|0.8632,0.3526,0.0982,0.0857|0.0655,0.3881,0.087,0.0796|0.4269,0.2617,0.0872,0.0747|0.0241,0.0065,0.072,0.0594",169644,2013
2,0.0692,0.923,"0.2742,0.0836,0.2075,0.1754|0.6408,0.1433,0.1934,0.1697",83866,1987
1,0.4038,0.795,"0.1182,-0.0073,0.7292,0.5538",328784,2015
1,0.0066,0.92,"0.4685,0.292,0.0872,0.0757",811061,2022
0,0.0,0.0,,288445,2014
1,0.4048,0.783,"0.1274,0.1146,0.7528,0.5377",45663,2009
0,0.0,0.0,,37440,2008
1,0.5557,0.841,"0.0878,0.277,0.8294,0.6699",54099,2010
1,0.123,0.893,"0.2733,0.0495,0.3147,0.3908",27648,1989
1,0.048,0.901,"0.3771,0.1052,0.2314,0.2074",587138,2019
0,0.0,0.0,,511778,2019
2,0.0589,0.793,"0.4003,0.1786,0.1846,0.1708|0.7705,0.0222,0.1585,0.173",199788,2013
2,0.2426,0.93,"0.5971,0.0026,0.3621,0.3708|0.2704,-0.0033,0.3561,0.304",338537,2015
1,0.0052,0.729,"0.6581,0.4227,0.0734,0.0704",489280,2020
0,0.0,0.0,,658397,2019
0,0.0,0.0,,10250,2006
2,0.2919,0.749,"0.2069,0.5116,0.7355,0.3943|0.4958,0.1391,0.0475,0.0401",162336,2003
2,0.207,0.756,"0.5166,0.1041,0.4265,0.4557|0.7993,0.6524,0.1187,0.1068",30934,1972
2,0.0023,0.827,"0.1977,0.1246,0.038,0.0309|0.8349,0.3699,0.0373,0.0314",35919,1955
0,0.0,0.0,,40954,1959
4,0.0518,0.899,"0.3623,0.205,0.1348,0.1139|0.7425,0.3398,0.1214,0.1104|0.433,0.3887,0.1211,0.1033|0.1418,0.3278,0.1148,0.0918",27476,1988
1,0.0307,0.86,"0.3972,0.2035,0.1872,0.164",332312,2015
1,0.0984,0.718,"0.3627,0.1558,0.3559,0.2766",295339,2014
1,0.0011,0.773,"0.4885,0.2426,0.0377,0.0305",678945,2020
0,0.0,0.0,,84253,1987
2,0.5504,0.681,"-0.0313,0.0524,0.5988,0.6924|0.6115,0.0958,0.3633,0.3738",87835,2011
3,0.0424,0.869,"0.3829,0.43,0.1979,0.1671|0.4504,0.7829,0.0905,0.0751|0.1647,0.7624,0.0567,0.0453",3481,1965
1,0.1066,0.75,"0.3042,0.2277,0.3851,0.2767",16846,2008
1,0.3053,0.624,"0.0909,0.5216,0.6534,0.4672",308152,2014
0,0.0,0.0,,27831,1968
1,0.0333,0.636,"0.3685,0.3438,0.2182,0.1524",770992,2020
0,0.0,0.0,,68523,2010
1,0.0272,0.804,"0.4206,0.2135,0.1799,0.1513",516834,2018
0,0.0,0.0,,222264,2013
0,0.0,0.0,,354039,2017
1,0.1406,0.656,"0.1096,0.2491,0.3762,0.3737",57061,2006
1,0.0178,0.667,"0.501,0.245,0.1482,0.1201",537560,2017
0,0.0,0.0,,918356,2022
1,0.0101,0.915,"0.4529,0.07,0.1116,0.0904",28746,1977
0,0.0,0.0,,24874,2007
0,0.0,0.0,,523519,2018
0,0.0,0.0,,28586,1960
0,0.0,0.0,,59936,2001
1,0.0013,0.817,"0.1307,0.5231,0.0397,0.033",60158,1991
0,0.0,0.0,,27643,2009
1,0.0586,0.85,"0.3978,0.01,0.2606,0.2251",15652,2005
2,0.0846,0.901,"0.1324,0.3381,0.2174,0.2036|0.6602,0.3301,0.2134,0.1888",114684,1998
1,0.0932,0.895,"0.2862,0.1408,0.3181,0.2929",38446,1974
1,0.0019,0.673,"0.4636,0.3515,0.0468,0.0403",326415,2015
1,0.0138,0.671,"0.0952,0.3269,0.1336,0.1032",843621,2022
0,0.0,0.0,,35247,2008
3,0.0237,0.892,"0.1338,0.2835,0.1516,0.1269|0.8385,0.343,0.0562,0.0481|0.6352,0.329,0.0453,0.0379",114542,1978
0,0.0,0.0,,48921,1998
0,0.0,0.0,,44385,2007
0,0.0,0.0,,120771,2012
0,0.0,0.0,,125558,2012
2,0.1024,0.931,"0.5677,0.1985,0.2356,0.2197|0.2022,0.1453,0.2368,0.2139",588064,2018
1,0.4868,0.936,"0.1412,0.2668,0.7229,0.6733",382725,2015
0,0.0,0.0,,339992,2014
6,0.0066,0.86,"0.5829,0.5442,0.0452,0.0388|0.7418,0.4823,0.0365,0.033|0.6024,0.4633,0.0354,0.0318|0.8101,0.5834,0.0324,0.0286|0.3751,0.484,0.0316,0.0281|0.2468,0.4987,0.0287,0.0248",67289,2007
0,0.0,0.0,,140166,2012
1,0.2202,0.906,"0.3863,0.1279,0.489,0.4503",68133,1973
0,0.0,0.0,,29865,2006
1,0.0111,0.873,"0.4452,0.2758,0.1117,0.0994",1013982,2022
1,0.0078,0.871,"0.4147,0.1864,0.0937,0.0828",532657,2018
0,0.0,0.0,,35710,2006
1,0.0257,0.805,"0.3398,0.1529,0.1646,0.1563",762921,2020
0,0.0,0.0,,358982,2015
1,0.1185,0.859,"0.2955,0.4624,0.388,0.3054",4242,1991
0,0.0,0.0,,38826,1978
0,0.0,0.0,,15591,2007
1,0.0091,0.9,"0.7926,0.7372,0.104,0.0872",569957,2015
1,0.285,0.704,"0.0554,0.0717,0.4077,0.6991",34574,1994
2,0.0302,0.891,"0.5267,0.2231,0.1365,0.126|0.3488,0.2751,0.1282,0.1011",351868,2015
0,0.0,0.0,,391872,2018
0,0.0,0.0,,1027728,2022
0,0.0,0.0,,115131,1975
0,0.0,0.0,,29611,1984
0,0.0,0.0,,30452,1989
1,0.0016,0.708,"0.5907,0.6164,0.0434,0.0378",214464,2013
0,0.0,0.0,,280923,2014
0,0.0,0.0,,69276,1989
2,0.0175,0.88,"0.3867,0.6061,0.1311,0.1104|0.2059,0.3648,0.0564,0.0534",121401,1969
1,0.0105,0.687,"0.4816,0.0945,0.1148,0.0918",24098,2008
0,0.0,0.0,,457685,2018
2,0.1356,0.91,"0.2422,0.7157,0.4084,0.3062|0.1854,0.5704,0.1075,0.0979",46359,1972
0,0.0,0.0,,763368,2020
7,0.0165,0.917,"0.5214,0.3447,0.0638,0.0545|0.6071,0.3701,0.0602,0.0506|0.3329,0.3638,0.0528,0.0468|0.2097,0.3798,0.0528,0.0424|0.1107,0.4044,0.0479,0.0415|0.7312,0.3854,0.044,0.0375|0.8259,0.4093,0.0425,0.0383",532838,2019
1,1.0257,0.82,"0.0006,-0.0459,1.0102,1.0153",207273,2013
1,0.0088,0.864,"0.8581,0.1923,0.1023,0.0857",43312,1956
0,0.0,0.0,,418691,2016
2,0.0326,0.883,"0.58,0.3429,0.1458,0.131|0.1652,0.4187,0.1282,0.1054",56165,1966
2,0.0119,0.873,"0.2836,0.4053,0.0965,0.0832|0.2676,0.2312,0.0653,0.059",28223,1987
3,0.0628,0.887,"0.5856,0.3184,0.2525,0.1958|0.3064,0.3044,0.0946,0.074|0.4401,0.2963,0.086,0.0743",36911,2003
4,0.1361,0.885,"0.09,0.6082,0.2811,0.2514|0.6821,0.6517,0.2013,0.174|0.3705,0.6549,0.1481,0.1388|0.5718,0.6808,0.1051,0.0934",28933,2001
0,0.0,0.0,,931346,2022
0,0.0,0.0,,339345,2013
3,0.1856,0.927,"0.6067,0.0923,0.3267,0.2927|0.1106,0.1562,0.3217,0.2593|0.456,0.6956,0.089,0.0738",25533,2007
0,0.0,0.0,,6976,1972
1,0.1659,0.731,"0.261,0.3223,0.4528,0.3664",308194,2015
2,0.0162,0.818,"0.4371,0.3307,0.1359,0.1063|0.2032,0.6437,0.0431,0.04",481866,2017
0,0.0,0.0,,200211,2013
1,0.0109,0.756,"0.534,0.1821,0.1106,0.0986",168802,2013
2,0.0335,0.818,"0.7367,0.6335,0.1384,0.1395|0.1183,0.6124,0.1352,0.1048",481061,2017
5,0.0187,0.89,"0.184,0.1688,0.0723,0.0646|0.0938,0.1349,0.0666,0.0625|0.3542,0.1859,0.0682,0.0553|0.2758,0.1613,0.0617,0.0533|0.0037,0.1268,0.0526,0.0536",129524,2012
4,0.033,0.91,"0.4637,0.1583,0.1152,0.1122|0.6627,0.4326,0.109,0.0974|0.3472,0.609,0.0896,0.0771|0.1469,0.5934,0.0557,0.0465",355536,2016
3,0.1103,0.918,"0.0756,0.0113,0.3233,0.2842|0.6536,0.0168,0.1071,0.0955|0.425,0.0484,0.0935,0.0877",1031369,2022
0,0.0,0.0,,526510,2018
3,0.0675,0.918,"0.0882,0.0829,0.1671,0.1472|0.7584,0.0724,0.1603,0.1428|0.4062,0.0927,0.1479,0.1352",29721,2007
1,0.0952,0.894,"0.3128,0.1049,0.2893,0.329",552294,2019
0,0.0,0.0,,769364,2021
5,0.0891,0.915,"0.4185,0.0768,0.1823,0.1709|0.2413,0.4827,0.1439,0.1301|0.2028,0.2119,0.1346,0.1218|0.6949,0.37,0.1175,0.1137|0.4772,0.3179,0.1044,0.09",842891,2022
3,0.0941,0.864,"0.3106,0.0701,0.2491,0.2238|0.6768,0.1656,0.1629,0.1469|0.8852,0.2704,0.1246,0.1163",65214,2009
0,0.0,0.0,,56109,2008
1,0.1446,0.881,"0.2486,0.2376,0.3884,0.3724",168901,2012
3,0.1418,0.923,"0.3983,0.1263,0.2563,0.2198|0.7458,0.1034,0.2234,0.2081|0.0302,0.1054,0.2104,0.1855",178146,2013
2,0.0345,0.903,"0.5324,0.2277,0.1739,0.1465|0.2129,0.3611,0.104,0.0864",119884,1973
1,0.2981,0.952,"0.1881,0.0105,0.6082,0.4901",481849,2018
0,0.0,0.0,,204611,1989
0,0.0,0.0,,195389,2013
0,0.0,0.0,,365083,2016
1,0.0125,0.789,"0.5552,0.2064,0.1248,0.0999",7011,1985
10,0.1444,0.894,"0.3311,0.214,0.3277,0.3007|0.2115,0.4017,0.1151,0.1114|0.4525,0.487,0.106,0.0833|0.1475,0.5064,0.0796,0.068|0.496,0.214,0.0784,0.0686|0.803,0.2707,0.0729,0.0631|0.1594,0.2937,0.0714,0.0629|0.7307,0.5074,0.0557,0.0465|0.8606,0.4379,0.0349,0.0284|0.7811,0.4094,0.0299,0.0247",920419,2022
0,0.0,0.0,,169865,2013
1,0.197,0.885,"0.0814,0.2346,0.4682,0.4207",28770,1959
1,0.0306,0.908,"0.399,0.3736,0.1897,0.1614",40251,1993
0,0.0,0.0,,118424,1992
1,0.1355,0.931,"0.3076,0.3113,0.3744,0.3619",85184,1980
0,0.0,0.0,,78509,2011
3,0.032,0.897,"0.8208,0.6945,0.1384,0.1143|0.15,0.1183,0.1037,0.0845|0.269,0.153,0.0944,0.0788",36779,1991
1,0.0099,0.686,"0.4302,0.4123,0.1113,0.0894",72153,1972
0,0.0,0.0,,30778,2007
1,0.1258,0.896,"0.4911,0.0068,0.361,0.3485",31275,1964
0,0.0,0.0,,19205,2007
0,0.0,0.0,,416530,2017
0,0.0,0.0,,424284,2017
2,0.0744,0.926,"0.755,0.3917,0.2194,0.188|0.5277,0.3769,0.1804,0.184",90840,2005
0,0.0,0.0,,42549,1990
0,0.0,0.0,,577489,2019
1,0.011,0.826,"0.3602,0.0579,0.1058,0.1044",50448,1977
0,0.0,0.0,,216546,2013
