id,title,year,original_language
422252,Angels of Death,1993,es
422262,Vampiro: Warrior of the Night,1993,es
422350,Death Lurks,1993,es
487208,Full Moon,1993,es
494635,"Hades, vida después de la muerte",1993,es
554922,Midnight Killer,1993,es
591536,Actos impuros,1993,es
630508,Nathael,1993,es
738515,Disturbed,1993,es
815315,El calabozo,1993,es
31022,Aftermath,1994,es
126404,The Throne of Hell,1994,es
141124,Forest Of Death,1994,es
161366,Herencia diabólica,1994,es
417941,La leyenda de la doncella,1994,es
423048,The Slaves of Sadism,1994,es
10722,The Day of the Beast,1995,es
739126,Evilio vuelve (El purificador),1995,es
741583,El ángel de la muerte,1995,es
771775,Hasta Que El Sol Se Oculte (Víctimas De La Noche),1995,es
9299,Thesis,1996,es
36271,Killer Tongue,1996,es
136980,El chupacabras,1996,es
149167,Supernatural,1996,es
208916,Lycantropus: The Moonlight Murders,1996,es
290302,Burrp!,1996,es
423029,Asedio criminal,1996,es
642023,The Theater Killer,1996,es
790197,Mala Sangre,1996,es
46653,To the Limit,1997,es
73636,Plaga zombie,1997,es
80448,99.9: The Frequency of Terror,1997,es
166206,Brácula: Condemor II,1997,es
166820,Memorias del ángel caído,1997,es
76461,Angel of Light,1998,es
639803,El Regreso de la Bestia,1998,es
855962,Idle Mist,1998,es
9439,The Nameless,1999,es
642397,La última cena,1999,es
770041,Vendado y frío,1999,es
874671,El aguacate,1999,es
99831,Angel Negro,2000,es
100122,The Art of Dying,2000,es
340975,Nunca asistas a este tipo de fiestas,2000,es
611423,The Accursed Cowboy Hat,2000,es
1433,The Devil's Backbone,2001,es
12587,Arachnid,2001,es
40151,Plaga zombie: zona mutante,2001,es
71786,Fausto 5.0,2001,es
119545,School Killer,2001,es
101604,Eternal Blood,2002,es
114047,13 Curses,2002,es
127443,You Shouldn't Be Here,2002,es
128519,In the Name of the Devil,2002,es
335370,La biblia negra,2002,es
583254,Qarqacha: The Demon of Incest,2002,es
623128,Incesto en los Andes: La maldición de los jarjachas,2002,es
690417,El malentendido,2002,es
841171,Verano sangriento,2002,es
952177,Bridgeblood,2002,es
51774,Una de Zombis,2003,es
57094,Death Karate in Torremolinos,2003,es
91791,Witchery deal,2003,es
107782,Jugar a matar,2003,es
146537,Mucha Sangre,2003,es
166772,Attack of the Killer Hog,2003,es
185859,More Than a Thousand Cameras Are Working for Your Safety,2003,es
225524,The Chosen One,2003,es
258492,Vera,2003,es
366865,El huésped,2003,es
372783,Deadhunter: Sevillian Zombies,2003,es
488448,Blood Bath,2003,es
525491,Bhayaanak Panjaa,2003,es
639783,Pisthaco,2003,es
699284,Saw the moon ... and bought a cemetery,2003,es
48594,The Uninvited Guest,2004,es
376042,"Katanas, yakuzas y cintas de video",2004,es
561334,Encrucijada,2004,es
567577,"Soleado, Exterior",2004,es
736377,Goreinvasión,2004,es
755015,El misterio del Kharisiri,2004,es
952168,Impacto Nupcial,2004,es
39928,H6: Diary of a Serial Killer,2005,es
42968,The Nun,2005,es
89810,Belcebu,2005,es
95098,The Wind,2005,es
126743,Somne,2005,es
134617,The Devils Dagger,2005,es
316710,Andrea,2005,es
422151,Estate of Terror,2005,es
462417,The Henry Smurf Project,2005,es
465083,La trajinera del terror,2005,es
739438,Violencia Gore,2005,es
912293,Banfield Killer,2005,es
12677,The Backwoods,2006,es
15021,The Baby's Room,2006,es
17214,To Let,2006,es
20015,KM 31: Kilometer 31,2006,es
34993,Blame,2006,es
40511,At the End of the Spectra,2006,es
46879,Spectre,2006,es
58432,The Dark Hour,2006,es
71919,A Real Friend,2006,es
116946,The Wailer,2006,es
129074,36 Steps,2006,es
311683,La central,2006,es
328724,"Mónica, más allá de la muerte",2006,es
423061,Pact with the Devil,2006,es
606423,The Tunche,2006,es
607356,The Granny-Killer: Serial Killer,2006,es
6537,The Orphanage,2007,es
8329,[REC],2007,es
53933,Curse of the Weeping Woman: J-ok'el,2007,es
105877,The Wailer 2,2007,es
119267,La Resurrección de Amanda Morales,2007,es
119308,Hasta el viento tiene miedo,2007,es
128546,Mummy Maniac,2007,es
128598,Left for Dead,2007,es
212960,"Cañitas, presencia",2007,es
428863,Snuff 102,2007,es
516830,The True Story of the Weeping Woman,2007,es
522592,Zombie Penetrator,2007,es
755047,"Sin sentimiento, el ultimo amanecer",2007,es
952184,Las Agujas del Diablo,2007,es
952187,El Regresso de Sehdmeled,2007,es
952190,La Rabia del Hombre-Lobo,2007,es
952207,Spooky High School Massacre,2007,es
16092,The Appeared,2008,es
25272,Under the Salt,2008,es
26521,Sexy Killer: You'll Die for Her,2008,es
30026,I'll Never Die Alone,2008,es
30713,Shiver,2008,es
110372,Descendents,2008,es
294723,Visitante de invierno,2008,es
420421,Puppet Pal V,2008,es
433009,El caníbal de la Guerrero,2008,es
439082,El regreso,2008,es
507813,The Owner,2008,es
550406,La raíz del mal,2008,es
550623,Mati,2008,es
627923,Molina's Mofo,2008,es
636559,Dedicado a nadie,2008,es
10664,[REC]²,2009,es
35212,The Beckoning,2009,es
41534,La Hacienda,2009,es
61232,The Goatherd,2009,es
62714,Zombie Farm,2009,es
96626,E.S.O (Entitat Sobrenatural Oculta),2009,es
261403,The Hunched Donkey,2009,es
343584,Limbus,2009,es
414145,Lo siniestro,2009,es
624764,TL-2: La felicidad es una leyenda urbana,2009,es
669558,El caníbal de la Guerrero parte 2,2009,es
904324,Banfield Killer II: The Ballad of Vlad Tepes,2009,es
952195,Maestro Montero,2009,es
999382,La verdad sobre el caso del señor Valdemar,2009,es
28396,The Valdemar Legacy,2010,es
28397,Empusa,2010,es
48393,Kidnapped,2010,es
50272,We Are What We Are,2010,es
52274,Julia's Eyes,2010,es
56180,The Silent House,2010,es
56812,The Last Circus,2010,es
56815,Post Mortem,2010,es
65989,Cold Sweat,2010,es
71622,Atrocious,2010,es
75220,Deus Irae,2010,es
82076,Ferozz: The Wild Red Riding Hood,2010,es
112150,Fearful John,2010,es
140835,La venganza de Ira Vamp,2010,es
140881,Incident,2010,es
203151,The Sanatorium,2010,es
410991,Merry Little Christmas,2010,es
451718,Stay With Me,2010,es
533469,Humanimal,2010,es
566627,Venga Monjas: Malviviendo,2010,es
616146,Nunca más asistas a este tipo de fiestas,2010,es
739960,The Vampire and the Starlet,2010,es
814106,A vampire in the window,2010,es
866728,Psiquiatra último modelo,2010,es
925163,Esquizofrenia,2010,es
1025032,Serial Comic No.1: Obsession,2010,es
63311,The Skin I Live In,2011,es
64113,Baby Shower,2011,es
74560,Toque de Queda,2011,es
74726,Juan of the Dead,2011,es
77495,Sleep Tight,2011,es
80195,Underground,2011,es
80279,Blind Alley,2011,es
83705,The Squad,2011,es
85438,Paranormal Xperience,2011,es
100270,Game of Werewolves,2011,es
114560,Maleficarum,2011,es
127791,Cholos en cuarentena,2011,es
169453,Our Last Weekend,2011,es
269959,Alucardos: Portrait of a Vampire,2011,es
299340,The Valdemar Legacy II: The Forbidden Shadow,2011,es
402341,El aquelarre,2011,es
408391,Legend,2011,es
526291,Bariku Light,2011,es
626510,Ocaso,2011,es
708143,Sabrina,2011,es
863423,Poltergays: The Naked Wolves of the SS,2011,es
903730,"Poltergays 2, Masacre en la Pijamada",2011,es
80280,[REC]³ Genesis,2012,es
82999,Penumbra,2012,es
106634,Zombie Dawn,2012,es
115167,The Path,2012,es
120194,Childish Games,2012,es
123103,Aftershock,2012,es
123359,Here Comes the Devil,2012,es
127843,Hidden in the Woods,2012,es
132705,Morgana,2012,es
144927,Sesión 1.16,2012,es
153853,Halley,2012,es
166214,Plaga zombie: zona mutante: revolución tóxica,2012,es
197255,The Second Death,2012,es
199736,Horizon,2012,es
200172,La cripta de las condenadas,2012,es
200272,La cripta de las condenadas: Parte II,2012,es
204348,The Crack,2012,es
227922,Bluebeard,2012,es
231482,Visceral: Between the Ropes of Madness,2012,es
231833,The Cross,2012,es
235373,The Flaying,2012,es
259586,Caleuche: The Call of the Sea,2012,es
337487,El hoyo del diablo,2012,es
365964,88,2012,es
366799,Exorcismo Documentado,2012,es
368202,Llagas,2012,es
554074,2/11: Day of the Dead,2012,es
564025,No Signal,2012,es
638188,No tiene Gracia,2012,es
644909,Le Marquis de la Croix,2012,es
657782,Animal Within,2012,es
687424,Traficantes de órganos humanos: Los ayudantes de satanás,2012,es
688842,Hotel,2012,es
710736,El ejército de los helechos,2012,es
805739,"Good Night, Said Miss Bird",2012,es
850791,Too Much Water,2012,es
898627,Goretech: Welcome To Planet M*therfucker,2012,es
101725,Memory of the Dead,2013,es
137854,Al Pereira vs. the Alligator Ladies,2013,es
179538,Witching & Bitching,2013,es
191312,For Elise,2013,es
207686,The House at the End of Time,2013,es
214632,Faraday,2013,es
218454,General Cemetery,2013,es
228263,The Innocent,2013,es
232612,Demon Inside,2013,es
252531,Malditos sean!,2013,es
259512,The Devil´s Weed,2013,es
268871,Echoes in the Dark,2013,es
300615,The Lion's Mouth,2013,es
301848,Reversed,2013,es
306077,Dead But Dreaming,2013,es
308419,The Spanish Chainsaw Massacre,2013,es
323214,Alexia,2013,es
329465,El Altar: Demasiado tarde para rezar,2013,es
343929,The Other Side,2013,es
401383,24 Hours with Lucia,2013,es
513182,El misterio de Vera Drudi,2013,es
569552,Assassin Report,2013,es
572440,Female,2013,es
600270,The Friends,2013,es
603963,Apócrifo,2013,es
609564,Tránsito,2013,es
610217,La piedad,2013,es
616486,The Night of the Chihuaua,2013,es
687369,Thanatology,2013,es
699811,Achuras 2: Feto Voodoo,2013,es
708127,Gente Cerca,2013,es
731883,The Torture,2013,es
755071,"La Cuda, la otra cara de la muerte",2013,es
812618,A veces viene,2013,es
885025,Poltergays: Pesadija en lo profundo del recto,2013,es
926318,Vuelven,2013,es
976767,Mito,2013,es
980792,The Night of the Shitty Dogs.,2013,es
998124,Entrañas,2013,es
1008130,El Mate Amargo,2013,es
1017114,A Barter,2013,es
185341,[REC]⁴ Apocalypse,2014,es
199330,Darkness by Day,2014,es
253376,In Darkness We Fall,2014,es
256756,Purgatory,2014,es
256769,The Womb,2014,es
258685,Alerta: recuento de cadáveres,2014,es
264397,The Incident,2014,es
267268,Darker Than Night,2014,es
267792,Barbarous Mexico,2014,es
271146,The Woman Who Speaks With the Dead,2014,es
280016,Asmodexia,2014,es
284305,Shrew's Nest,2014,es
289197,Necrophobia 3D,2014,es
296998,Sexennial Plan,2014,es
297275,Everlasting Love,2014,es
298023,The Forgotten,2014,es
299740,Mr. Dentonn,2014,es
301659,30 Monedas,2014,es
308650,Children of the Night,2014,es
309301,Inquilinos,2014,es
313553,El Gigante,2014,es
315209,Videoclub,2014,es
342847,Interior. Familia,2014,es
344104,Perfidy,2014,es
344612,"Damn You, Love!",2014,es
352803,Whispers of the Forest,2014,es
353555,Face of the Devil,2014,es
357026,Tuning Oscar,2014,es
371514,Tejen,2014,es
415255,The Secret of Evil,2014,es
430342,The Sect,2014,es
449995,Zomboobies!,2014,es
455896,El Alambrista: La Venganza,2014,es
475589,La cosecha,2014,es
492027,(09),2014,es
543286,Zombies,2014,es
553023,Music for the Chosen,2014,es
600059,Marie,2014,es
814112,The collector,2014,es
814242,To kill a vampire,2014,es
814252,Thirsty of blood,2014,es
814326,The collector 2,2014,es
865549,Superstición,2014,es
891961,MegaMuerte,2014,es
939839,La Silla Satánica,2014,es
1020402,Come Play,2014,es
129474,Motel 666,2015,es
263865,Bedlam,2015,es
268105,The Similars,2015,es
285943,Noche del Ratón,2015,es
295466,Honeymoon,2015,es
300906,Atrocious,2015,es
308831,They Returned,2015,es
317903,File 253,2015,es
320678,Vampyres,2015,es
328252,Sweet Home,2015,es
333318,Evil Games,2015,es
341619,Natalie_Net,2015,es
341741,Don't Speak,2015,es
343462,A Tricky Treat,2015,es
347766,The Rotten Link,2015,es
347767,The Entity,2015,es
362579,Anabel,2015,es
362591,Path,2015,es
370121,Cuando tu carne grite basta,2015,es
371303,Amor tóxico,2015,es
374767,Soul Thieves,2015,es
381994,The Innocents,2015,es
388593,Olalla,2015,es
408548,Nasciturus: Which Will Be Born,2015,es
430146,The Santiso Report,2015,es
444831,Hada,2015,es
445893,Kubler Ross,2015,es
451303,Sinister Circle,2015,es
539313,Hiding Places,2015,es
540586,Zerch,2015,es
540746,The Sculptors,2015,es
589635,Cenizas,2015,es
597970,Arachnids,2015,es
600286,Rivero,2015,es
610212,Alien Inside,2015,es
688927,Hotel Infierno,2015,es
756753,Mirlos de Arkansas,2015,es
814095,The Key,2015,es
814103,Vampires,2015,es
814255,Horor night,2015,es
814261,Return of the vampire,2015,es
824367,Blood Short Film,2015,es
928503,Scanners: Dopplegayners,2015,es
1025074,Let Her Go,2015,es
269588,Km 31-2,2016,es
377452,Resurrection,2016,es
378485,We Are the Flesh,2016,es
387801,The Untamed,2016,es
390198,Paternoster,2016,es
398702,La Niña De La Mina,2016,es
399615,White Coffin,2016,es
404713,Downhill,2016,es
408268,We Are Not Alone,2016,es
408612,The Night Watchman,2016,es
408984,"Necropolis, Ashes to Ashes",2016,es
410506,Insane,2016,es
412795,Maligno,2016,es
415416,Thirst,2016,es
415445,The Glass Coffin,2016,es
417030,Terror 5,2016,es
417116,Blood Room,2016,es
419315,Anomalous,2016,es
421375,The Light on the Hill,2016,es
421663,The Night of the Virgin,2016,es
421822,Horror Hotel The Movie,2016,es
421888,Dead Heart,2016,es
422118,Behind,2016,es
423144,Delusion,2016,es
427274,"I Wish, I Wish",2016,es
438463,Mother,2016,es
443352,U.F.O.,2016,es
444102,Dead Man Tells His Own Tale,2016,es
463478,5 A.M. Cinco ante los miedos,2016,es
476609,3 Versos,2016,es
478179,Jules D.,2016,es
478202,Waste,2016,es
484079,Into the Mud,2016,es
489349,The Last Witch,2016,es
519150,The Crimes of All Hallows' Day,2016,es
519754,Relicto: Un Relato Mesopotámico,2016,es
523419,Forward,2016,es
544440,Rewind,2016,es
551058,Cosmética Terror,2016,es
553399,Change,2016,es
575492,Devastación,2016,es
589637,Tierra,2016,es
592872,Kurusu Serapio,2016,es
599258,The game,2016,es
600040,Parasomnia,2016,es
647942,Voices,2016,es
767899,The Supper,2016,es
797891,Ecuación,2016,es
799369,The Bonfire,2016,es
811748,No esta noche,2016,es
814264,Here lives the horror,2016,es
814266,My password is: vampire,2016,es
871156,Void Chair,2016,es
892620,The Last Script,2016,es
955259,Zombi Apocalipsis Sensuale 2: Zombis Nazis en la Yungla,2016,es
975255,You're Gonna Die Tonight,2016,es
267767,Curse of the Mayans,2017,es
268687,Desde el más allá,2017,es
349067,Tigers Are Not Afraid,2017,es
371722,Bad Movie: The Movie,2017,es
375542,Framed,2017,es
408839,Salvation,2017,es
420648,The Bar,2017,es
429460,Muse,2017,es
430223,México Bárbaro II,2017,es
435496,Matlatl,2017,es
441701,Veronica,2017,es
451654,Hypersomnia,2017,es
458784,STAR [Space Traveling Alien Reject],2017,es
461931,The Maus,2017,es
461981,Red Summer,2017,es
462593,What the Waters Left Behind,2017,es
463108,E19 Virus,2017,es
464832,Killing God,2017,es
466191,Night Watch,2017,es
466266,In the Park,2017,es
469722,Trauma,2017,es
475413,Tooth Fairy,2017,es
476565,Una Comedia Macabra,2017,es
480461,Los resucitados,2017,es
480646,Compulsion,2017,es
484310,Los Supervivientes,2017,es
488604,Crystal Eyes,2017,es
489584,Bestia,2017,es
496882,My Demons Never Prayed For Solitude,2017,es
500779,Corpus Christi,2017,es
516768,Resort Paraíso,2017,es
519254,Escape from Zombie City,2017,es
523446,Noctem,2017,es
525087,Evströnger,2017,es
525607,"It's Tight, but hardly chokes",2017,es
537924,Survival Zombie 3,2017,es
549199,What's Wrong with Mom?,2017,es
553024,Virgin,2017,es
558335,The Incredible Metamorphosis of Juan Perez,2017,es
566022,The intruder,2017,es
567079,Tacuaremboense inmortal,2017,es
568316,Fiesta Nibiru,2017,es
578519,Jimmy,2017,es
585829,Innocent Souls,2017,es
629380,La sra Haidi,2017,es
634141,Lady of the Damned Forest,2017,es
636232,Insignis,2017,es
638688,Aj Zombies!,2017,es
661294,The Escape,2017,es
671786,About Family,2017,es
685305,Faith,2017,es
690652,Vertical,2017,es
699620,El Latido Desnudo,2017,es
702840,Malnacidos,2017,es
730974,Run Runner Run,2017,es
773778,Lucy en el infierno,2017,es
823887,Betty,2017,es
824641,Insidias Diaboli,2017,es
927866,La Sombra de Enrique,2017,es
974728,Ivy,2017,es
1020917,Horn of  Bone,2017,es
375791,Tenants,2018,es
387827,Time Share,2018,es
416079,1974: The Possession of Altair,2018,es
477187,The Inhabitant,2018,es
484436,Animas,2018,es
489430,Terrified,2018,es
496212,You Shall Not Sleep,2018,es
500774,Flash,2018,es
508152,Piggy,2018,es
514213,Los habitantes de la casa deshabitada,2018,es
514501,Luciferina,2018,es
516856,The Year of the Plague,2018,es
517154,Embrace Me,2018,es
517320,The Pact,2018,es
519471,Voodoo Apocalypse,2018,es
528882,Darkness Between Us,2018,es
528886,The Lake Vampire,2018,es
535488,Romina,2018,es
536766,Julia,2018,es
537685,Sweet Tooth,2018,es
538306,Doll from Hell,2018,es
545624,Monster Invaders from Space,2018,es
545698,Is That You?,2018,es
545829,Trip,2018,es
548178,The Whistler: Origins,2018,es
550099,Contra el Demonio,2018,es
550212,Stigma,2018,es
553403,9 Steps,2018,es
554570,Compulsion,2018,es
554772,S,2018,es
557035,Mouras,2018,es
563499,Rules of Ruin,2018,es
567691,I Am Toxic,2018,es
578531,Lobisome,2018,es
587039,Conducta animal,2018,es
596532,The Game Behind The Dark,2018,es
611379,"Amancio, vampiro de pueblo",2018,es
621380,Cortando Sangre,2018,es
628142,Night Owls,2018,es
640116,"Yo, Monstruo",2018,es
658700,Carcosa,2018,es
663235,Sobre tus Huellas,2018,es
682052,Offline Valley,2018,es
696978,Angustia,2018,es
706853,"Invasion, three months after.",2018,es
722344,La chica en el estacionamiento,2018,es
724024,Ma Petite Sophie,2018,es
745429,Wicca,2018,es
746389,Bon Appétit,2018,es
746464,Llámame Vampus,2018,es
760576,The Last Rite,2018,es
762812,Nocturne,2018,es
778784,There Is a Light That Always Goes Out,2018,es
798016,Anunnaki: los caídos del cielo,2018,es
813400,Prohibido Fumar,2018,es
813408,Estigma,2018,es
814321,Blood for the vampire,2018,es
814324,Ring of the vampire,2018,es
864947,La Dama Tapada,2018,es
921630,Belén,2018,es
922472,Martinica,2018,es
933340,The Lost Love,2018,es
939655,Promesas del más allá,2018,es
962522,Tomorrow Is Monday,2018,es
321746,The Tormented,2019,es
373226,Belzebuth,2019,es
416147,Prótesis,2019,es
460829,Clementina,2019,es
513776,Poseído,2019,es
519238,"Murder Me, Monster",2019,es
532335,Faust,2019,es
555113,alone,2019,es
567365,The Devil Told Me What To Do,2019,es
571675,Lucero,2019,es
586134,H0us3,2019,es
587424,Infection,2019,es
589683,Darkness,2019,es
590527,Jairo’s Revenge,2019,es
593946,The Banished,2019,es
593963,The White Devil,2019,es
605336,Catharsis,2019,es
605373,The Influence,2019,es
611067,The End of All Things,2019,es
613081,"Rock, Paper and Scissors",2019,es
614429,Bedtime Story,2019,es
617204,La casa en la playa,2019,es
617708,La Llorona,2019,es
620043,Homomaquia,2019,es
623398,Animal,2019,es
624409,Cautivos,2019,es
624413,Apóstata,2019,es
625814,Morgue,2019,es
629248,Blood for Flesh,2019,es
631377,"Wanderer, Wanderer: The Legend of the Huay Chivo",2019,es
633318,Luz: The Flower of Evil,2019,es
635706,Sebastina: The Curse,2019,es
639009,Bad Weed,2019,es
639049,The Intermediate Step,2019,es
639698,Diablo Rojo PTY,2019,es
641376,Una sombra en el brillo del nácar,2019,es
647055,NOM,2019,es
647246,Rocambola,2019,es
648310,The Returned,2019,es
648467,The Silent Party,2019,es
649099,To Kill The Dragon,2019,es
651188,The Impure Ones,2019,es
669600,Metamorphosis,2019,es
674853,Schizophrenic Building,2019,es
686603,Gotas,2019,es
703272,Insania,2019,es
708289,Vortex,2019,es
712464,The History of Monsters,2019,es
723234,Dad,2019,es
724408,Magdalena,2019,es
727501,I Never Left You Alone,2019,es
728062,#pornovenganza,2019,es
728245,Del Otro Lado,2019,es
728259,Behind the Door,2019,es
728282,Smiles,2019,es
733544,Diabla,2019,es
734987,Deaf,2019,es
735782,The Zombie Apocalypse in Apartment 14F,2019,es
736563,Phaenicia,2019,es
736585,Hipersensoria,2019,es
740614,Consume,2019,es
747013,Morirán los niños,2019,es
747015,La Solapa,2019,es
756615,Encuentro Mortal,2019,es
760145,The Car Mechanic,2019,es
762316,Murderart,2019,es
768485,Rito de Paso,2019,es
769700,Cancelled,2019,es
771040,Sexto Aniversario,2019,es
771412,El desvío,2019,es
772306,Dr. Heller,2019,es
772315,When the wind whistles,2019,es
772678,Naturaleza Olivia,2019,es
778346,El Vampiro de Coyoacán,2019,es
782003,The New Freddy,2019,es
800334,Portrait of a captive man in an untitled video,2019,es
801380,Grimoire,2019,es
813406,RadioPesadilla,2019,es
816492,The Blood Field,2019,es
869663,Nadador,2019,es
882185,Infernicus,2019,es
882574,Bruno Díaz,2019,es
896388,El Banquete,2019,es
896933,Retukiri Tukiri,2019,es
904319,Zapatillas asesinas,2019,es
912307,Bajo el agua,2019,es
928811,Sister,2019,es
939555,Sahara Hellen: El Regreso del Vampiro,2019,es
939566,Sombras del demonio,2019,es
982092,Pesadilla en Hackaton,2019,es
1030308,Aifos,2019,es
1032185,New Message,2019,es
554585,Originless,2020,es
562566,Snuff Tapes,2020,es
586265,The Devil's Mark,2020,es
602986,The Tango of the Widower and Its Distorting Mirror,2020,es
613093,Valley of the Dead,2020,es
632251,Prey,2020,es
639798,32 Malasana Street,2020,es
648990,La Casa,2020,es
649294,History of the Occult,2020,es
649918,On the Third Day,2020,es
651187,The Wedding Dress,2020,es
669059,Hunger,2020,es
671997,Macabre chronicle of a daily night,2020,es
675006,Expira,2020,es
676839,Human Animals,2020,es
676844,The Day of the Lord,2020,es
676856,The Furies,2020,es
678579,A Taste of Blood,2020,es
681429,Be Careful What You Wish For,2020,es
684047,La Mamita,2020,es
694096,Rage,2020,es
703732,There Will Be Monsters,2020,es
707926,La terrible bestia sangrienta,2020,es
713924,La casa acecha,2020,es
722022,A Night Tale,2020,es
722893,The Devil´s Shadow,2020,es
725148,Urubú,2020,es
726208,Don't Listen,2020,es
728045,La Condesa,2020,es
728070,El Espiritista,2020,es
728888,El medallón de La Llorona,2020,es
730414,Castillo Vacío,2020,es
732202,Leni,2020,es
732328,Abracitos,2020,es
735110,Dark Forces,2020,es
735771,La Boca Del Diablo,2020,es
736376,Tóxico,2020,es
736547,Intruder,2020,es
736553,Desolación,2020,es
736845,Captain Blackbeard,2020,es
736895,Together Until the End,2020,es
736899,Morok,2020,es
738224,The Last Supper,2020,es
739291,The Last Matinee,2020,es
739443,Mateo,2020,es
740624,Ashes,2020,es
745527,Violent Delights,2020,es
747438,Saving Dad,2020,es
747563,Positive Thinking,2020,es
749051,Embryo,2020,es
750446,State of Fear,2020,es
751496,Baby,2020,es
753941,Well,2020,es
755064,Capgras,2020,es
756634,Nosotros,2020,es
757854,Necrophiliac,2020,es
759397,Godforsaken,2020,es
759422,La desvida,2020,es
759806,Prolepsis,2020,es
760243,Psychophony,2020,es
760918,Dana,2020,es
761115,Chimeras,2020,es
762168,Weeping Lady,2020,es
762230,The Chair-Maker,2020,es
762821,Bronze,2020,es
763278,Llega la noche,2020,es
763563,Unboxing Ibai,2020,es
763676,The shadows,2020,es
764740,Mosquito,2020,es
764747,Queen of the night,2020,es
764750,The nigthmare,2020,es
765723,The Crypt. The Last Secret,2020,es
765804,Influxu,2020,es
766008,The Unburied,2020,es
766017,The Garden,2020,es
766032,Butterfly,2020,es
767949,La Estación,2020,es
770328,Vampus Horror Tales,2020,es
770627,Anansi,2020,es
770663,El sótano de las almas,2020,es
771048,Gänger,2020,es
771190,Embopa,2020,es
771264,Géminis,2020,es
771273,La visitante,2020,es
771298,Hellfie,2020,es
771381,From the forest,2020,es
771397,Hay alguien en la puerta,2020,es
771548,Igual que el silencio,2020,es
771550,Pandemonium,2020,es
772391,Aludel,2020,es
772403,Stalk,2020,es
772549,Blood Freaks,2020,es
778233,Before I Go,2020,es
778877,Cabeza Perdida,2020,es
787796,Fortuna Lake,2020,es
794909,The Reflection of Saturn,2020,es
798761,The boy who speaks to the stars,2020,es
802157,The Inverted Woman,2020,es
802483,Monster,2020,es
805116,Sombras malditas,2020,es
812670,Nocturna - The Great Old Man's Night,2020,es
814331,Vampire's story,2020,es
821388,Nebula,2020,es
821557,Out of the Reach of Light,2020,es
822332,Tongue with Capers,2020,es
824052,Un día con mi madre zombie,2020,es
824062,Atrapado en la cuarentena,2020,es
824070,Mario,2020,es
834511,Unas cuantas bestias,2020,es
845551,Oscuro  Silencio,2020,es
858043,Hostile,2020,es
896386,Hungry,2020,es
896387,Se Escribe Con B,2020,es
905004,Final Exam,2020,es
939813,Los Hermanos Calavera,2020,es
942165,The Box,2020,es
951714,Trauma,2020,es
1025853,Lilith,2020,es
543914,Feral,2021,es
609302,Adriela,2021,es
665779,A Common Crime,2021,es
671269,"Karem, La Posesion",2021,es
675024,The Exorcism of Carmen Farias,2021,es
675054,MexZombies,2021,es
675799,Alone,2021,es
676840,El amarre,2021,es
676845,Come Play With Me,2021,es
679915,The Inevitable,2021,es
708471,The Last Zombie,2021,es
714277,The Funeral Home,2021,es
723936,You Will Never Be Back,2021,es
735563,Exquisite Corpse,2021,es
743040,The Attachment Diaries,2021,es
770899,Apps,2021,es
772148,The House of Snails,2021,es
775943,Tarumama,2021,es
794424,Unwanted Visit,2021,es
796278,Virtual Reality,2021,es
800410,The Wasteland,2021,es
800989,Everyone Will Burn,2021,es
808050,Montevideo Vampiro,2021,es
809049,El desarmadero,2021,es
810960,Betta,2021,es
811072,Two,2021,es
816184,The Shape of the Woods,2021,es
816220,The Son of La Llorona,2021,es
818480,La Bruja,2021,es
824559,Algo que pasó en la cuarentena,2021,es
828784,Coffee,2021,es
829023,Muñecas,2021,es
829026,The Game is Over,2021,es
829028,Caín,2021,es
829726,The Witch,2021,es
830696,60 Minutes,2021,es
831833,Pasalo,2021,es
832167,No Temas,2021,es
832185,El Desprecio,2021,es
833215,No dejes de grabar,2021,es
835159,La Mancha Negra,2021,es
841298,When you are gone,2021,es
846848,Creature,2021,es
847136,Mal viaje,2021,es
848589,Ego,2021,es
848982,El amigo visible,2021,es
850916,Nightmare Simulator,2021,es
850918,Aquí espantan,2021,es
851031,Procrastinar,2021,es
851085,Quien dice patria dice muerte,2021,es
853206,Webidemic,2021,es
853813,Larva Mental,2021,es
856051,Tinder Tango,2021,es
858135,Necro romance,2021,es
859417,"Lo que viví, Lo que vivo, Lo que viviré",2021,es
861717,Finde,2021,es
863839,Tekenchu,2021,es
863851,Look at Me,2021,es
863869,No Sabes Cantar,2021,es
863874,Tercera caída,2021,es
865615,El último cigarro de Jack,2021,es
865630,Vuelven,2021,es
865636,Tenoch,2021,es
865665,Covida,2021,es
866343,Torcidos,2021,es
869128,Fog,2021,es
871832,Visitor,2021,es
871993,No es para el susto,2021,es
874305,Thursday the 12th,2021,es
878032,Future Shock,2021,es
878127,Welcome to Hell,2021,es
879953,Freddy,2021,es
879986,Eros Thanatos,2021,es
880032,The Water Will Regret You,2021,es
880260,The Witches,2021,es
880322,Sucesión,2021,es
880347,Herederas,2021,es
881262,Daughters of Witches,2021,es
882145,The Night of the Duck,2021,es
882405,Génesis,2021,es
883076,"As the River, It Flows",2021,es
886489,Johan,2021,es
887790,Intra,2021,es
892667,La Dama,2021,es
892729,Hambre,2021,es
900054,Luna,2021,es
900057,Pandemonium,2021,es
900272,Ofusco,2021,es
900274,Monastery,2021,es
900281,The Revelation of Isabel,2021,es
900287,Delirium,2021,es
900289,Anular,2021,es
900296,In Luna There Are Spirits,2021,es
900308,The Butcher,2021,es
900747,La última cena,2021,es
900831,Exorcizamus Te,2021,es
