id,title,year,original_language
406490,Die Ontwaking,2016,af
936214,Siryet,2007,am
260491,Ismail Yassine in the House of Ghosts,1951,ar
344459,Have Mercy,1953,ar
329951,The Adventures of Filfila,1966,ar
507547,The Well of Deprivation,1969,ar
513965,The Humans and The Jinns,1985,ar
226252,The Talisman,1987,ar
418819,The Cursed House,1987,ar
443333,The Devil's Friends,1988,ar
667655,Nightmare,1989,ar
1023394,Love and Horror,1991,ar
740627,Love and Revenge... With a Meat Cleaver,1992,ar
514094,Dancing with The Devil,1993,ar
575587,Le silence de la nuit,1996,ar
575439,هواجس بعد منتصف الليل,1999,ar
136849,Real Dreams,2007,ar
71305,Adrenaline,2009,ar
946549,Lockdown: Red Moon Escape,2012,ar
377843,Dead Sands,2013,ar
326071,Warda,2014,ar
391670,الدساس,2014,ar
756106,Folaim - Barrel,2014,ar
632096,Azazel Son of the Devil,2015,ar
724843,Grandmother's Farm Part 2,2015,ar
547630,Restricted Area: Baron Palace,2016,ar
1008466,Aréata,2016,ar
466088,The Traveler's Longing to Pray,2017,ar
754347,Roshdy Building,2017,ar
756114,Folaim - My Friend Satan,2017,ar
724152,Cloven,2018,ar
512959,122,2019,ar
540009,Dachra,2019,ar
629035,Makr,2019,ar
642707,True Story,2019,ar
659677,House of Setnakht,2019,ar
702746,Madayen,2019,ar
734330,The Shadow,2019,ar
632171,Ghost of the Nile,2020,ar
715417,Jabbara,2020,ar
729565,The Tiller,2020,ar
756075,Bloodline,2020,ar
772297,Khan Tiola,2020,ar
774149,Ammar,2020,ar
960208,Rima,2020,ar
799757,The Ghost Resort,2021,ar
853344,Before Forty,2021,ar
869089,Adiala,2021,ar
924985,Angst,2022,ar
937763,Tmout Alih,2022,ar
974169,Day 13,2022,ar
999747,Walls,2022,ar
393495,The River of Fables,2015,as
829613,Daityo (The Demon),2020,as
614959,Aporia,2019,az
215251,"Adio, Rio",1989,bg
291163,Roseville,2014,bg
894774,January,2021,bg
926429,CHERNOBOG,2021,bg
952277,Kankal,1950,bn
320120,Kuheli,1971,bn
612566,Nishi Trishna,1989,bn
936399,Shilpantar - Colours of Hunger,2003,bn
37471,Shadows of Time,2005,bn
609956,Rajmohol,2005,bn
1000322,Mantra,2005,bn
636183,Banglar King Kong,2010,bn
320654,Chayamoy,2013,bn
301113,Golpo Holeo Shotti,2014,bn
349138,Ludo,2015,bn
486672,Monihara,2015,bn
495120,Shob Bhooturey,2017,bn
945345,The Hungry Stones,2017,bn
515159,01:50 AM,2018,bn
589412,Hoyto Manush Noy,2018,bn
606204,Jojo,2018,bn
638475,Shopner Ghor,2018,bn
648738,Flat no 609,2018,bn
988984,Paangkha,2018,bn
603561,Ghost of the Golden Groves,2019,bn
614905,Bhoot Chaturdashi,2019,bn
673471,Atanker Choya,2019,bn
942389,Bhootchakra Pvt. Ltd.,2019,bn
718095,Hobu Chandra Raja Gobu Chandra Mantri,2021,bn
826372,Forestland,2021,bn
840572,Batch 2003,2021,bn
854969,Kaykobad,2021,bn
877324,F.I.R NO. 339/07/06,2021,bn
882535,Shororipu 2: Jotugriho,2021,bn
911912,Chokh - Eye,2021,bn
1016406,U -Turn,2021,bn
914088,UNSIN,2022,bn
921935,Ballabhpurer Roopkotha,2022,bn
921967,Rish,2022,bn
930888,Bhoy Peyo Na,2022,bn
934709,Moshari,2022,bn
966695,Women are not allowed in this Building,2022,bn
966708,Something Sweet,2022,bn
966864,Hearsay,2022,bn
970177,Nishir Daak,2022,bn
984826,Chompa House,2022,bn
999827,Tell Me Your Story,2022,bn
1000724,Draupadi: The Horror Night,2022,bn
1016404,Bhoote Biswas Koren?,2022,bn
1027623,Foreigners Only,2022,bn
1030320,Shon Shon,2022,bn
1031001,Punorjonmo 3,2022,bn
658304,Eleanor,2014,bs
624629,The Pit,2019,bs
126278,"Cuadecuc, Vampir",1972,ca
318378,Morbus,1983,ca
123362,Painless,2012,ca
603222,Time to Kill,2018,ca
910802,Host,2021,ca
855433,Escape Room: La Película,2022,ca
447821,The Supernatural Go-Between,1954,cn
450512,Strange Tale at Midnight,1955,cn
422372,The Haunted Pot,1956,cn
482554,A Beautiful Corpse Comes to Life,1956,cn
483811,Woman Ghost,1958,cn
482556,Corpses at Large,1960,cn
483784,The Ghostly Daughter-in-Law,1960,cn
483788,The Stormy Night,1960,cn
482366,Creepy Nights,1961,cn
450515,The Night the Spirit Returns,1962,cn
482382,999: The Mysterious Body,1962,cn
482548,Vampire Woman,1962,cn
447731,Midnight Werewolf,1963,cn
450518,Midnight Evocation,1964,cn
450523,The Ghostly Murderer,1964,cn
482374,A Deadly Night,1964,cn
482542,The Bride from the Grave,1964,cn
469674,The Bride Who Has Returned From Hell,1965,cn
482377,To Marry a Ghost,1966,cn
387749,Lady Jade Locket,1967,cn
483386,The Witch,1967,cn
261472,"The Criminals, Part 2: Homicides",1976,cn
261478,"The Criminals, Part 5: The Teenager's Nightmare",1977,cn
44914,The Butterfly Murders,1979,cn
15724,Encounter of the Spooky Kind,1980,cn
39865,We're Going to Eat You,1980,cn
124870,Hex,1980,cn
141883,The Beasts,1980,cn
153298,Hex vs. Witchcraft,1980,cn
396520,House of the Lute,1980,cn
64305,Dreadnaught,1981,cn
67339,Kung Fu Zombie,1981,cn
67348,The Phantom Killer,1981,cn
104599,Bewitched,1981,cn
182227,Love Massacre,1981,cn
433243,The Mad Cold-Blooded Murder,1981,cn
447729,Soul Ash,1981,cn
39547,Centipede Horror,1982,cn
39878,Calamity of Snakes,1982,cn
64306,The Fake Ghost Catchers,1982,cn
67347,The Dead and the Deadly,1982,cn
107374,He Lives by Night,1982,cn
112594,To Hell with the Devil,1982,cn
153295,Hex After Hex,1982,cn
186920,Hell Has No Boundary,1982,cn
254250,Till Death Do We Scare,1982,cn
447717,Behind the Storm,1982,cn
40070,Seeding of a Ghost,1983,cn
49239,The Boxer's Omen,1983,cn
93532,Devil Fetus,1983,cn
104595,Portrait in Crystal,1983,cn
104633,Red Spell Spells Red,1983,cn
105010,The Black Magic with Buddha,1983,cn
105917,Possessed,1983,cn
119337,Esprit D'amour,1983,cn
143627,The Red Panther,1983,cn
172711,The Accident,1983,cn
172773,Crazy Blood,1983,cn
173124,Ghosts Galore,1983,cn
303536,The Trail,1983,cn
447755,A Life Full of Evils,1983,cn
498537,I Do!,1983,cn
40253,Possessed II,1984,cn
64309,The Occupant,1984,cn
97812,The Rape After,1984,cn
98156,The Devil’s Box,1984,cn
128387,Pituitary Hunter,1984,cn
154524,The Happy Ghost,1984,cn
163607,The Siamese Twins,1984,cn
181870,Hocus Pocus,1984,cn
303468,Mixed Up,1984,cn
450423,Invitation of Ghost,1984,cn
67342,Mr. Vampire,1985,cn
106708,Dead Curse,1985,cn
109967,Hong Kong Butcher,1985,cn
138448,Night Caller,1985,cn
142050,The Island,1985,cn
154529,Happy Ghost II,1985,cn
172780,Curse,1985,cn
173106,Ghost Festival,1985,cn
308498,Crocodile Evil,1985,cn
360423,Those Merry Souls,1985,cn
476819,Ninja Evil Strike,1985,cn
39900,The Seventh Curse,1986,cn
66206,New Mr. Vampire,1986,cn
67343,Mr. Vampire II,1986,cn
69594,Happy Ghost III,1986,cn
112219,Where's Officer Tuba?,1986,cn
160703,The Ghost Snatchers,1986,cn
173018,The First Vampire in China,1986,cn
181749,The Haunted Madam,1986,cn
200170,Abracadabra,1986,cn
250638,Witch from Nepal,1986,cn
303460,Love Me Vampire,1986,cn
450838,Watch Out,1986,cn
67344,Mr. Vampire III,1987,cn
89992,Curse,1987,cn
98164,Magic Story,1987,cn
104680,Spiritual Love,1987,cn
106661,Return of the Demon,1987,cn
108428,Devil Sorcery,1987,cn
141335,Heartbeat 100,1987,cn
143217,The Haunted Cop Shop,1987,cn
153270,Lady in Black,1987,cn
172969,Evil Cat,1987,cn
198075,"My Cousin, the Ghost",1987,cn
300980,Scared Stiff,1987,cn
303540,Vampire's Breakfast,1987,cn
483469,Reincarnation,1987,cn
25998,Men Behind the Sun,1988,cn
44971,"Spooky, Spooky",1988,cn
67345,Mr Vampire Saga 4,1988,cn
80640,The Peacock King,1988,cn
84235,Thunder of Gigantic Serpent,1988,cn
90965,Her Vengeance,1988,cn
106463,Shy Spirit,1988,cn
106652,Picture of a Nymph,1988,cn
168809,Mr. Possessed,1988,cn
172698,Bless This House,1988,cn
181738,The Haunted Cop Shop II,1988,cn
194209,Crocodile Fury,1988,cn
198690,Miss Magic,1988,cn
450440,Vampire vs. Sorcerer,1988,cn
36238,Laboratory of the Devil,1989,cn
67350,Vampire Vs Vampire,1989,cn
96989,Operation Pink Squad II,1989,cn
106465,Ghost Fever,1989,cn
106517,Jail House Eros,1989,cn
106703,Ghostly Love,1989,cn
141337,In Between Loves,1989,cn
172726,Blood Ritual,1989,cn
172735,Funny Ghost,1989,cn
172744,Burning Sensation,1989,cn
172794,Web of Deception,1989,cn
172968,"Excuse Me, Please!",1989,cn
284017,Vampire Buster,1989,cn
379089,Who Cares,1989,cn
401195,Ghost Busting,1989,cn
57104,Encounters of the Spooky Kind II,1990,cn
60898,Erotic Ghost Story,1990,cn
67346,Magic Cop,1990,cn
104683,The Spooky Family,1990,cn
106470,A Tale from the East,1990,cn
106713,The Figures from Earth,1990,cn
172669,A Bite of Love,1990,cn
172800,Demoness from Thousand Years,1990,cn
172928,Doctor Vampire,1990,cn
173123,Ghostly Vixen,1990,cn
303469,Mortuary Blues,1990,cn
407526,Till Death Shall We Start,1990,cn
78428,Erotic Ghost Story II,1991,cn
102468,The Holy Virgin Versus the Evil Dead,1991,cn
104639,Spiritual Trinity,1991,cn
105826,The Blue Jean Monster,1991,cn
106664,Vampire Kids,1991,cn
108423,Heavenly Spell,1991,cn
190423,Return of the Evil Fox,1991,cn
303496,Red and Black,1991,cn
733677,Ghost Gambler,1991,cn
40105,Dr. Lamb,1992,cn
63032,Ghost Punting,1992,cn
69011,The Wicked City,1992,cn
105825,Erotic Ghost Story III,1992,cn
106656,Mad Mad Ghost,1992,cn
106720,Wizard's Curse,1992,cn
107807,Evil Black Magic,1992,cn
108364,Skin Striperess,1992,cn
117326,The Cat,1992,cn
132169,Mr. Vampire 1992,1992,cn
141365,Ghost Killer,1992,cn
141388,Who's Killer,1992,cn
146312,The Spiritual Love,1992,cn
173027,Forced Nightmare,1992,cn
266163,Beauty Evil Rose,1992,cn
368672,The Musical Vampire,1992,cn
447242,Devil of Rape,1992,cn
447344,Sex and Curse,1992,cn
447872,The Pretty Ghostress Story,1992,cn
451050,Ghost in Me,1992,cn
483462,Ghost Lover,1992,cn
561166,The Story of Lady Sue,1992,cn
578041,Ladies Killer,1992,cn
39857,The Untold Story,1993,cn
64623,Vendetta,1993,cn
80794,Daughter of Darkness,1993,cn
106654,Painted Skin,1993,cn
146368,Love To Kill,1993,cn
169163,Exorcist Master,1993,cn
181902,Insanity,1993,cn
213646,Don't Stop My Crazy Love for You,1993,cn
220885,Ghost Lantern,1993,cn
269736,Fatal Love,1993,cn
286967,Thou Shalt Not Swear,1993,cn
295482,Legal Innocence,1993,cn
297058,Finale in Blood,1993,cn
353636,Kung Fu Vampire,1993,cn
371193,The Spirit of Love,1993,cn
402504,Murder,1993,cn
444325,Obsession,1993,cn
447357,Black Magic,1993,cn
450453,The Final Judgement,1993,cn
478282,Lamb Killer,1993,cn
481415,Devil Sex Love,1993,cn
482259,The Flirting Ghost,1993,cn
483590,Endless Nightmare,1993,cn
569838,My Better Half,1993,cn
32629,A Chinese Torture Chamber Story,1994,cn
39843,Red to Kill,1994,cn
104969,Brother of Darkness,1994,cn
105397,Daughter of Darkness 2,1994,cn
153618,Awakening,1994,cn
278070,The Returning,1994,cn
287783,The Third Full Moon,1994,cn
315151,Hello! Who Is It?,1994,cn
367953,Fatal Obsession,1994,cn
482241,Snake Monster,1994,cn
482242,Stranger from Hell,1994,cn
482257,The Case of the Spirit of Banana,1994,cn
45452,Out of the Dark,1995,cn
83960,The Eternal Evil of Asia,1995,cn
192881,Diary of a Serial Killer,1995,cn
274883,01:00 A.M.,1995,cn
308655,The Day that Doesn't Exist,1995,cn
332393,Ghostly Bus,1995,cn
358618,Midnight Caller,1995,cn
399182,"Ghost House, A True Story",1995,cn
24922,Ebola Syndrome,1996,cn
72408,Satan Returns,1996,cn
105814,The Imp,1996,cn
140378,Trilogy of Lust II,1996,cn
186412,Devil's Woman,1996,cn
256085,Till Death Do Us Laugh,1996,cn
292238,Horrible High Heels,1996,cn
360227,Evil Instinct,1996,cn
566993,Hong Kong Showgirls,1996,cn
714838,Noodle Not for Eat,1996,cn
171704,Troublesome Night,1997,cn
220655,Intruder,1997,cn
273889,Midnight Zone,1997,cn
293976,Troublesome Night 2,1997,cn
704964,"Ghost Story ""Godmother of Mongkok""",1997,cn
24916,Bio Zombie,1998,cn
39390,A Chinese Torture Chamber Story II,1998,cn
75338,Raped by an Angel 2: The Uniform Fan,1998,cn
152041,Step Into the Dark,1998,cn
186391,The Demon's Baby,1998,cn
287779,Troublesome Night 3,1998,cn
293883,Troublesome Night 4,1998,cn
345801,Nightmare Zone,1998,cn
348291,Trust Me U Die,1998,cn
484371,Faces of Horror,1998,cn
26499,Victim,1999,cn
127205,Last Ghost Standing,1999,cn
129123,Erotic Nightmare,1999,cn
160750,A Lamb in Despair,1999,cn
261427,A Wicked Ghost,1999,cn
290281,Believe it or Not,1999,cn
293980,Troublesome Night 5,1999,cn
296483,Devil's Offspring,1999,cn
400820,The Deadly Camp,1999,cn
411450,House of the Damned,1999,cn
412057,The Mirror,1999,cn
475330,Horoscope: The Voice from Hell,1999,cn
482236,Mysterious Story I: Please Come Back,1999,cn
642969,Immortal Spirit,1999,cn
52388,Resort Massacre,2000,cn
56238,Bio-Cops,2000,cn
102547,Prostitute Killers,2000,cn
105904,Naked Poison,2000,cn
333720,Model from Hell,2000,cn
403645,Troublesome Night 7,2000,cn
410735,Dial D for Demons,2000,cn
434673,"Don't Look Back, or You'll Be Sorry",2000,cn
507338,Horoscope II: The Woman From Hell,2000,cn
40371,Human Pork Chop,2001,cn
45480,Visible Secret,2001,cn
56328,2002,2001,cn
67349,Vampire Controller,2001,cn
128800,Nightmares in Precinct 7,2001,cn
142665,Ghost Office,2001,cn
177110,There Is a Secret in My Soup,2001,cn
197167,Horror Hotline... Big Head Monster,2001,cn
341850,Sex Medusa,2001,cn
354560,Crime of a Beast,2001,cn
362126,Troublesome Night 12,2001,cn
403646,Troublesome Night 8,2001,cn
403647,Troublesome Night 9,2001,cn
403648,Troublesome Night 10,2001,cn
403652,Troublesome Night 11,2001,cn
681324,Shadow,2001,cn
10389,The Eye,2002,cn
45397,My Left Eye Sees Ghosts,2002,cn
52391,The Stewardess,2002,cn
72967,New Blood,2002,cn
78195,Inner Senses,2002,cn
85532,Visible Secret 2,2002,cn
163617,Ghosts,2002,cn
182769,Haunted Office,2002,cn
185162,Possessed,2002,cn
271643,Sleeping with the Dead,2002,cn
348312,Snake Charmer,2002,cn
362097,Troublesome Night 14,2002,cn
403654,Troublesome Night 13,2002,cn
403657,Troublesome Night 16,2002,cn
403675,Troublesome Night 17,2002,cn
447813,Face to Face,2002,cn
448651,Twilight Zone Cops: Ghost Driven,2002,cn
462773,Demi-Haunted,2002,cn
482244,Black Nightmare,2002,cn
482354,Ghost Timeless,2002,cn
484325,Twilight Zone Cops: My Spirited Wife,2002,cn
484330,Freaky Story,2002,cn
791909,Going Home,2002,cn
17457,The Twins Effect,2003,cn
40226,The Era of Vampires,2003,cn
82161,The Park,2003,cn
204932,Night Corridor,2003,cn
403678,Troublesome Night 18,2003,cn
403679,Troublesome Night 19,2003,cn
448648,The Legend of Ghost Festival,2003,cn
482352,Holy Terror in the Village,2003,cn
484535,Spirit in a Violent House,2003,cn
9060,Dumplings,2004,cn
10255,Ab-normal Beauty,2004,cn
24674,The Eye 2,2004,cn
546711,Unplugging Nightmare,2004,cn
33723,The Eye 3: Infinity,2005,cn
79322,Set Up,2005,cn
115960,Home Sweet Home,2005,cn
13402,Re-cycle,2006,cn
50342,Diary,2006,cn
97981,Black Night,2006,cn
130532,Shaolin vs. Evil Dead 2: Ultimate Power,2006,cn
271564,Don't Open Your Eyes,2006,cn
450318,Wife from Hell,2006,cn
29148,In Love with the Dead,2007,cn
45501,Forest of Death,2007,cn
52392,The Haunted School,2007,cn
68559,Gong Tau,2007,cn
360609,House of the Invisibles,2007,cn
448680,Dead Air,2007,cn
39278,Missing,2008,cn
51747,"Yes, I Can See Dead People",2008,cn
52389,Rule Number One,2008,cn
507489,Anti-Pervert Manual,2008,cn
38263,Womb Ghosts,2010,cn
49706,Dream Home,2010,cn
56563,Vampire Warriors,2010,cn
356660,The Haunting Lover,2010,cn
85012,Hong Kong Ghost Stories,2011,cn
114038,Twisted,2011,cn
115738,Million Dollar Crocodile,2012,cn
120884,Fairy Tale Killer,2012,cn
134359,The Cases,2012,cn
409489,Singular Cay,2012,cn
208621,Tales From The Dark 1,2013,cn
210911,Rigor Mortis,2013,cn
222832,Tales From The Dark 2,2013,cn
246409,Baby Blues,2013,cn
254672,The Wrath Of Vajra,2013,cn
270913,Hungry Ghost Ritual,2014,cn
299138,The Second Coming,2014,cn
331075,Twilight Online,2014,cn
341405,Sifu vs. Vampire,2014,cn
367224,Big Fortune Hotel,2015,cn
368076,Knock Knock Who's There,2015,cn
371451,Keeper of Darkness,2015,cn
377859,Angel Whispers,2015,cn
380087,Are You Here,2015,cn
380118,Get Outta Here,2015,cn
384766,Daughter,2015,cn
400840,Good Take!,2016,cn
438094,The Girl Shaman,2016,cn
469529,Bite Fight,2016,cn
553563,The Cases II,2016,cn
446830,Vampire Cleanup Department,2017,cn
447952,The Sleep Curse,2017,cn
484290,Always Be with You,2017,cn
492164,Ghost Net,2017,cn
531724,Bio Raiders,2017,cn
531344,Buyer Beware,2018,cn
554476,The Lingering,2018,cn
558442,The Cursed,2018,cn
583872,Girl Dorm,2019,cn
608846,Walk With Me,2019,cn
622890,Binding Souls,2019,cn
640089,Tournament 7,2019,cn
947043,撞·死人,2020,cn
746038,Coffin Homes,2021,cn
843450,Sugar Street Studio,2021,cn
916677,Ghost Wedding,2021,cn
937986,Dreams Of An Empty Street,2021,cn
876728,Tales from the Occult,2022,cn
988703,Social Distancing,2022,cn
991538,Let It Ghost,2022,cn
258311,2012: Curse of the Xtabai,2012,cr
36918,The Emperor and the Golem,1952,cs
18352,The Cremator,1969,cs
344743,Prague Nights,1969,cs
297030,The Great Unknown,1970,cs
53186,Morgiana,1972,cs
70349,Beauty and the Beast,1978,cs
66127,Ferat Vampire,1982,cs
335344,Grandmothers Recharge Well!,1984,cs
123839,Wolf's Hole,1987,cs
113428,The Damned House of Hajn,1989,cs
438451,Flames of Royal Love,1991,cs
25730,The Vampire Wedding,1993,cs
304819,I Was a Teenage Intellectual,1999,cs
45952,Wild Flowers,2000,cs
18939,Little Otik,2001,cs
78384,Choking Hazard,2004,cs
21156,Lunacy,2005,cs
121291,Darkness,2009,cs
147059,Čepel smrti,2009,cs
314287,Someone Down There Likes Me,2009,cs
415233,Total Detox,2011,cs
322647,Poslední výkřik,2012,cs
235853,Isabel,2013,cs
423868,The Greedy Tiffany,2015,cs
634317,Svatý Mikuláš,2015,cs
406427,The Noonday Witch,2016,cs
895500,Leshy,2016,cs
455016,I Am the Doorway,2017,cs
925931,Psychopompos,2019,cs
731663,Shoky & Morthy: Last Big Thing,2021,cs
961601,Waterlogged,2022,cs
290590,Blood on the Stars,1975,cy
872872,From the Old Earth,1981,cy
795615,The Feast,2021,cy
21266,Reptilicus,1961,da
96148,The Man Who Thought Life,1969,da
47270,The Ghost Train,1976,da
76322,Wolf Hour,1981,da
11717,The Parallel Corpses,1982,da
29445,Epidemic,1987,da
297459,Baby Doll,1988,da
6498,Nightwatch,1994,da
22137,The Kingdom,1994,da
33438,Final Hour,1995,da
33424,Backstabbed,1996,da
22140,The Kingdom II,1997,da
169030,Isle of Darkness,1997,da
32947,Angel of the Night,1998,da
22194,Possessed,1999,da
60065,Beyond,2000,da
144630,Flænset,2000,da
76457,Kat,2001,da
850803,Rådden Kærlighed,2002,da
16032,Midsummer,2003,da
15826,Restless Souls,2005,da
16009,Offscreen,2006,da
76310,Glimpse,2006,da
354133,Zombeak,2006,da
12416,The Substitute,2007,da
15831,Cecilie,2007,da
15843,Echo,2007,da
16008,Room 205,2007,da
52669,Bleed With Me,2009,da
69736,A Zombie Exorcism,2010,da
198085,Vilddyr,2010,da
168131,The Headless Lover,2011,da
521136,Ansigtet,2012,da
568885,Sunken Danish,2012,da
646511,Bewilderbeast,2012,da
376872,Grotesk,2013,da
270668,When Animals Dream,2014,da
404439,Zombiehagen,2014,da
302797,Encounters,2015,da
335582,A God Without a Universe,2015,da
356326,What We Become,2015,da
379852,The Sun Has Died,2015,da
422122,Harvest,2015,da
705056,Feberdrømme,2015,da
381767,Shelley,2016,da
389715,The Sunken Convent,2016,da
724597,"Close, Almost & Nearly Free",2017,da
462347,The Ringmaster,2018,da
592140,Venari,2018,da
642646,The Mare,2018,da
706243,Nøcken,2018,da
662310,None Shall Sleep,2019,da
756524,Victim of Love,2019,da
370594,Revenge of the Necromancer,2020,da
652990,The Deer House,2020,da
718135,Breeder,2020,da
741105,Kaboos,2020,da
837751,Inherent,2021,da
851345,Amanda,2021,da
967905,The Beast Will Kill Us All,2021,da
833339,Speak No Evil,2022,da
895735,Vincent,2022,da
938600,Attachment,2022,da
1025175,Natteravnen,2022,da
2971,Alraune,1952,de
291384,Phantom of the Big Tent,1954,de
113128,The Head,1959,de
31392,Horrors of Spider Island,1960,de
67767,The Haunted Castle,1960,de
262181,"Agatha, laß das Morden sein!",1960,de
10444,The Terror of Doctor Mabuse,1962,de
176524,The Carpet of Horror,1962,de
1663,The Squeaker,1963,de
27708,Cave of the Living Dead,1964,de
196035,10/65: Self-Mutilation,1965,de
12602,The Torture Chamber of Dr. Sadism,1967,de
63024,Creature with the Blue Hand,1967,de
27701,Castle of the Creeping Flesh,1968,de
28279,Succubus,1968,de
70538,The Zombie Walks,1968,de
29816,Grimm's Fairy Tales for Adults,1969,de
4567,The Females,1970,de
5620,Count Dracula,1970,de
39931,Mark of the Devil,1970,de
47459,Dorian Gray,1970,de
262187,Jonathan,1970,de
264948,Hansel and Gretel Lost in the Forest,1970,de
340554,Skin to Skin,1970,de
28294,She Killed in Ecstasy,1971,de
76765,The Vampire Happening,1971,de
28835,The Vengeance of Dr. Mabuse,1972,de
81509,Virgin Report,1972,de
574127,Bildabläufe,1972,de
27489,Mark of the Devil Part II,1973,de
90084,The Devil's Plaything,1973,de
127946,Tenderness of the Wolves,1973,de
519561,Die Elixiere des Teufels,1973,de
138521,The Devil's Female,1974,de
4325,Parapsycho: Spectrum of Fear,1975,de
70810,The Ghoul,1975,de
90397,Journey Into the Beyond,1975,de
315921,Maria - Nur die Nacht war ihr Zeuge,1976,de
28656,"Greta, the Mad Butcher",1977,de
81189,Love Letters of a Portuguese Nun,1977,de
102877,Mosquito the Rapist,1977,de
250508,Lady Dracula,1977,de
275039,Around the World in 80 Beds,1977,de
354152,Sanfter Schrecken,1977,de
200377,The Evolution of Snuff,1978,de
6404,Nosferatu the Vampyre,1979,de
64454,The Hamburg Syndrome,1979,de
136018,Dracula Blows His Cool,1979,de
435943,Geburt der Hexe,1980,de
39918,Bloody Moon,1981,de
255991,No Mercy No Future,1981,de
105184,The Fan,1982,de
268580,Second Sight,1982,de
795390,"Sex, Gewalt und gute Laune",1982,de
18912,Angst,1983,de
302749,The Black Spider,1983,de
886122,Graf Dracula Junior,1983,de
886136,Frankenstein 83,1983,de
58970,Horror Heaven,1984,de
90652,Decoder,1984,de
224756,Dorian Gray in the Mirror of the Yellow Press,1984,de
259302,Horror Vacui,1984,de
412123,The Bite,1984,de
105846,Hot Love,1985,de
249469,Loft,1985,de
201325,Menu Total,1986,de
11822,Nekromantik,1987,de
127188,Timesweep,1987,de
228552,The Curse,1988,de
272284,Broken Silence,1988,de
668184,Luzern Viper,1988,de
35192,Black Past,1989,de
36900,Violent Shit,1989,de
114349,Laurin,1989,de
117560,Sukkubus,1989,de
267085,"Liebe, Tod und Eisenbahn",1989,de
528352,SCHMANTZ - Der Untergang der Menschheit,1989,de
685792,Todesvisionen - Geisterstunde,1989,de
978792,Southern Comfort,1989,de
15736,The Death King,1990,de
81611,The German Chainsaw Massacre,1990,de
84951,Witchcraft II: The Temptress,1990,de
181601,Mondo Weirdo,1990,de
697402,Zombie Attack,1990,de
887636,The Hitchhiker Massacre,1990,de
1002146,Zander,1990,de
48636,Nekromantik 2,1991,de
132371,Ostermontag,1991,de
169836,A Demon in My View,1991,de
283075,Babylon,1991,de
527830,Video Mania,1991,de
528330,Das Weststadt Massaker,1991,de
571024,The Butcher,1991,de
887566,Psycho: Das Geheimnis des Phantom-Killers,1991,de
36902,Violent Shit II,1992,de
40058,The Burning Moon,1992,de
115227,Terror 2000,1992,de
287077,The Best of Gesichter des Todes,1992,de
528314,Kraven,1992,de
709901,The Evil Day,1992,de
796412,"Sex, Gewalt und gute Laune Vol. 2",1992,de
1001104,Mutantenterror,1992,de
39883,Schramm,1993,de
400132,Cadaverous,1993,de
573586,Requiem the Devil,1993,de
653401,Das Wiener Kettensägenmassaker,1993,de
861883,Carol,1993,de
1001099,Nekronomikon: Das Buch des Satans,1993,de
1001126,Blutbad,1993,de
1001130,Blutbad 2,1993,de
31538,Amoklauf,1994,de
167025,Maniac Killer,1994,de
469910,Verfolger,1994,de
528329,Der Totenhügel,1994,de
580276,Horror Maniacs: I Want to See Pigblood!,1994,de
237015,Last Gasp,1995,de
361319,The Moor's Head,1995,de
387417,Maniac Killer 2 - Back in Action,1995,de
528331,Hügel der lebenden Toten - Totenhügel 2,1995,de
708516,Bad Dreams,1995,de
1001116,Attentione Congestione!,1995,de
10542,Killer Condom,1996,de
463011,Tanz der Kürbisköpfe,1996,de
730316,Das Letzte Grab,1996,de
1001384,Freax heilt,1996,de
10234,Funny Games,1997,de
10370,Premutos: The Fallen Angel,1997,de
288607,Morella,1997,de
354434,Geisterjäger John Sinclair : Die Dämonenhochzeit,1997,de
586914,Die Rache Des Mark S.,1997,de
607653,Daily Chicken,1997,de
875799,Kori,1997,de
9412,Night Time,1998,de
169615,Angel of Death: Fuck or Die,1998,de
259360,Kiss My Blood,1998,de
528308,Stomach Ulcer - Es kam vom Licht,1998,de
528323,A Bad Day,1998,de
528346,Natural Born Zombie Killers,1998,de
596199,Zombie: The Resurrection,1998,de
684433,Tot - Aber Glücklich,1998,de
36901,Violent Shit 3 - Infantry of Doom,1999,de
36903,Das Komabrutale Duell,1999,de
67382,Anthropophagous 2000,1999,de
80962,Biikenbrennen - Der Fluch des Meeres,1999,de
108871,School's Out,1999,de
110650,Outer Space,1999,de
113991,Mutation,1999,de
286441,Ich piss' auf deinen Kadaver,1999,de
429072,Crossclub – The Legend of the Living Dead,1999,de
528324,Anale Geburt,1999,de
528325,Exhumiert und Beschnitten,1999,de
596070,Kettensägen Zombies,1999,de
853979,Permanentes Diarrhö und Hämorrhoiden,1999,de
887093,Ritual der Verdammnis,1999,de
1698,Anatomy,2000,de
10492,Flashback,2000,de
151782,Psycho Jack,2000,de
222008,Piraten Massaker,2000,de
387419,Exhibitionisten Attacke,2000,de
447618,Bone Forest,2000,de
527818,A Nice Evil Day,2000,de
545148,Kinder der Nacht,2000,de
560463,Geisterjäger John Sinclair: Ich töte jeden Sinclair,2000,de
561612,Night of the Vampire Hunter,2000,de
595381,Midnight's Calling,2000,de
645055,Know Your Foe,2000,de
707134,Züri Metzgete,2000,de
9677,Forklift Driver Klaus: The First Day on the Job,2001,de
36289,Revenge of the Rats,2001,de
79359,Black Serenade,2001,de
87867,Terror Tract,2001,de
88262,Vortex,2001,de
132019,Demonium,2001,de
