n_faces,face_area,max_conf,id,year
0,0.0,0.0,710219,2019
0,0.0,0.0,1009151,2022
0,0.0,0.0,796945,2021
0,0.0,0.0,224007,1983
1,0.0581,0.83,619116,2017
6,0.1895,0.926,416133,1976
1,0.0774,0.929,611153,2019
1,0.1696,0.899,611908,2019
1,0.2206,0.624,501495,2019
1,0.3898,0.949,596422,2019
0,0.0,0.0,800334,2019
2,0.0565,0.819,700686,2019
0,0.0,0.0,113909,2004
0,0.0,0.0,608260,2018
0,0.0,0.0,668200,2021
2,0.0547,0.92,228552,1988
2,0.4284,0.93,587204,2021
0,0.0,0.0,732045,2020
1,0.146,0.883,451613,2007
0,0.0,0.0,759430,2020
1,0.4141,0.834,58801,1989
0,0.0,0.0,104262,1982
0,0.0,0.0,552058,2018
2,0.1396,0.93,301113,2014
1,0.021,0.805,110772,1993
1,0.0151,0.666,322246,2014
2,0.0061,0.806,209966,2013
0,0.0,0.0,550622,2018
1,0.0908,0.64,192186,1991
4,0.009,0.898,721466,2020
0,0.0,0.0,761116,2020
1,0.0153,0.9,821385,2020
0,0.0,0.0,551096,2018
1,0.0358,0.871,782984,2020
1,0.4935,0.905,665779,2021
1,0.4633,0.905,57984,2010
0,0.0,0.0,480268,2017
2,0.0355,0.881,1023748,2020
0,0.0,0.0,468303,2017
1,0.0052,0.867,685305,2017
0,0.0,0.0,715235,2020
0,0.0,0.0,728070,2020
3,0.0371,0.88,557920,2018
0,0.0,0.0,836325,2018
0,0.0,0.0,756634,2020
0,0.0,0.0,811134,2016
0,0.0,0.0,846895,2021
1,0.0013,0.799,890505,2021
1,0.317,0.868,456551,2016
1,0.1183,0.919,535562,2005
0,0.0,0.0,874537,2021
1,0.062,0.816,279032,2003
6,0.0822,0.901,82871,1997
0,0.0,0.0,892132,2021
2,0.0111,0.887,75838,1984
1,0.1341,0.931,128827,1989
4,0.0961,0.919,475330,1999
2,0.1189,0.889,89933,1986
2,0.0419,0.889,190126,1971
1,0.1178,0.898,196139,2000
1,0.0587,0.827,117328,2003
0,0.0,0.0,334839,2014
0,0.0,0.0,216187,1983
7,0.0978,0.911,359254,2015
8,0.1058,0.923,324375,2014
4,0.1467,0.931,785166,2020
0,0.0,0.0,439417,2007
6,0.0306,0.885,421855,1991
5,0.0931,0.908,380118,2015
6,0.0537,0.933,221357,2008
1,0.126,0.683,444831,2015
3,0.0485,0.911,455569,1991
1,0.4008,0.641,321746,2019
1,0.0272,0.909,727325,2019
0,0.0,0.0,498714,1989
0,0.0,0.0,988192,2022
2,0.0109,0.907,788073,2015
0,0.0,0.0,370121,2015
0,0.0,0.0,507109,2015
3,0.0159,0.855,642994,2019
1,0.3586,0.923,840537,2021
5,0.1023,0.912,628959,2019
1,0.2252,0.853,708599,2020
3,0.3704,0.907,141899,2012
0,0.0,0.0,575608,2019
0,0.0,0.0,729935,2019
0,0.0,0.0,314235,1980
0,0.0,0.0,271075,2012
1,0.2053,0.898,386879,2014
0,0.0,0.0,409489,2012
0,0.0,0.0,333465,2015
0,0.0,0.0,915156,2022
1,0.3725,0.765,600938,2019
0,0.0,0.0,780688,2018
2,0.1333,0.914,592101,2012
0,0.0,0.0,793354,2020
0,0.0,0.0,675526,2013
2,0.0389,0.92,57985,2011
0,0.0,0.0,833215,2021
0,0.0,0.0,496244,2006
0,0.0,0.0,224677,1992
0,0.0,0.0,340862,2011
6,0.037,0.9,104377,1996
1,0.0038,0.837,528886,2018
2,0.0257,0.881,249921,2012
0,0.0,0.0,73895,2010
0,0.0,0.0,80390,2011
1,0.2763,0.883,566926,2021
1,0.5341,0.836,815279,2021
6,0.0258,0.899,921451,2020
1,0.0659,0.867,28072,1975
0,0.0,0.0,713582,2020
7,0.1131,0.91,587350,2010
2,0.035,0.92,133918,2008
1,0.0128,0.901,444803,2017
5,0.1687,0.896,209860,2008
7,0.2384,0.924,276129,2008
6,0.0257,0.897,249534,2008
3,0.0038,0.854,50852,2006
0,0.0,0.0,998116,2016
1,0.2776,0.865,938935,2022
0,0.0,0.0,821901,2018
0,0.0,0.0,857403,2021
7,0.1286,0.92,856517,2021
2,0.0951,0.93,28265,2004
1,0.1048,0.894,71059,1998
3,0.0976,0.931,469674,1965
0,0.0,0.0,886871,2021
0,0.0,0.0,152903,2002
0,0.0,0.0,104891,2001
0,0.0,0.0,156252,2002
0,0.0,0.0,106972,2005
3,0.1094,0.907,310451,2004
0,0.0,0.0,269231,2003
3,0.0181,0.876,643760,2019
1,0.0858,0.9,357106,2002
1,0.0012,0.839,541990,1963
2,0.2062,0.936,402504,1993
6,0.1948,0.914,82873,1999
0,0.0,0.0,781418,2018
0,0.0,0.0,755792,2020
0,0.0,0.0,694115,2019
0,0.0,0.0,864407,2021
4,0.0658,0.922,136013,1992
1,0.3393,0.776,222025,1994
1,0.3701,0.88,516833,2017
0,0.0,0.0,876201,2021
1,0.0884,0.851,265465,1989
1,0.1429,0.93,269050,1978
6,0.0495,0.906,309760,2007
1,0.0374,0.83,250352,1991
2,0.0976,0.921,144868,1978
1,0.0703,0.894,1019342,2022
0,0.0,0.0,90982,1988
9,0.2189,0.916,403648,2001
5,0.0759,0.92,28079,1992
0,0.0,0.0,809556,2015
5,0.0638,0.91,846818,2022
0,0.0,0.0,629363,2019
1,0.0552,0.898,158220,2009
1,0.1502,0.795,435496,2017
2,0.034,0.917,428364,2001
2,0.0454,0.88,337530,2014
0,0.0,0.0,718661,2015
3,0.0718,0.918,317176,1982
4,0.165,0.909,462530,2017
5,0.0241,0.905,940128,2014
0,0.0,0.0,731204,2020
0,0.0,0.0,786126,2021
1,0.0923,0.948,685723,1989
0,0.0,0.0,904633,2021
1,0.0027,0.659,521514,1999
1,0.0232,0.907,125659,1989
0,0.0,0.0,516028,2017
1,0.0613,0.867,764619,2019
2,0.1045,0.934,336824,2015
2,0.0441,0.918,969728,2022
1,0.0729,0.663,326071,2014
1,0.0983,0.891,754040,2017
1,0.0187,0.915,441915,2012
2,0.1292,0.9,464619,2017
12,0.1493,0.938,106470,1990
0,0.0,0.0,547146,2018
1,0.0188,0.921,229078,1988
0,0.0,0.0,508773,2009
1,0.3188,0.933,741708,2020
1,0.0243,0.694,745936,2010
0,0.0,0.0,847171,2021
0,0.0,0.0,659356,2019
2,0.1231,0.869,861043,2021
0,0.0,0.0,295711,2015
0,0.0,0.0,880724,2020
0,0.0,0.0,876227,2019
0,0.0,0.0,870186,2021
0,0.0,0.0,169366,2008
2,0.0406,0.924,342732,2015
0,0.0,0.0,423269,2016
5,0.026,0.889,370594,2020
1,0.0398,0.922,439446,2000
6,0.06,0.92,202508,2012
0,0.0,0.0,425576,2009
2,0.0923,0.914,451287,1975
1,0.207,0.866,636519,2019
2,0.0306,0.911,532872,1980
0,0.0,0.0,831480,2021
2,0.0597,0.899,853585,2021
1,0.2939,0.914,1005559,2005
0,0.0,0.0,499924,2018
0,0.0,0.0,41825,2005
0,0.0,0.0,487266,2017
0,0.0,0.0,895862,2022
1,0.0492,0.892,187851,1996
1,0.3369,0.943,308650,2014
0,0.0,0.0,792720,2020
8,0.086,0.927,362233,1998
0,0.0,0.0,940562,2022
3,0.0141,0.935,828691,2021
1,0.0084,0.905,741632,2020
0,0.0,0.0,899810,2021
0,0.0,0.0,853959,2021
2,0.0268,0.929,834578,2020
0,0.0,0.0,738796,2020
1,0.2181,0.875,542620,2014
1,0.0032,0.656,944251,2022
0,0.0,0.0,1030187,2021
2,0.038,0.872,993119,2022
2,0.0527,0.904,86690,1988
1,0.0321,0.85,353950,2012
1,0.0141,0.895,249418,1957
0,0.0,0.0,421708,2016
1,0.0187,0.847,93888,1966
3,0.0141,0.879,470032,1986
10,0.1362,0.915,282432,1981
6,0.0665,0.92,681914,2019
2,0.2563,0.907,773701,2020
1,0.2778,0.677,69686,2006
6,0.063,0.92,891514,2021
0,0.0,0.0,702621,2020
0,0.0,0.0,931894,2022
1,0.3913,0.743,376415,1998
0,0.0,0.0,266825,2002
0,0.0,0.0,855912,2021
9,0.1445,0.917,756545,2020
2,0.0358,0.885,462417,2005
2,0.1474,0.891,422071,1978
3,0.0584,0.923,410645,2017
1,0.0018,0.849,120225,1989
1,0.1488,0.907,550695,1993
3,0.0775,0.916,756820,2020
0,0.0,0.0,804706,1990
0,0.0,0.0,942376,2022
0,0.0,0.0,876949,2021
0,0.0,0.0,97649,2012
0,0.0,0.0,322530,2011
1,0.004,0.868,98219,1972
0,0.0,0.0,552457,2018
2,0.0052,0.885,634894,2019
1,0.0262,0.915,767214,2020
1,0.2349,0.924,888162,2021
4,0.2026,0.916,484575,2017
0,0.0,0.0,332690,2013
2,0.0013,0.667,35984,2000
0,0.0,0.0,780591,2020
1,0.0249,0.881,264574,2002
0,0.0,0.0,639884,2005
2,0.0559,0.908,498939,2013
3,0.0367,0.893,651692,2020
0,0.0,0.0,27739,2002
2,0.1225,0.874,817480,2021
3,0.0256,0.878,57503,2011
5,0.0492,0.828,314977,1980
0,0.0,0.0,84599,1987
3,0.0348,0.849,346196,2010
4,0.0239,0.827,693670,2020
1,0.0332,0.927,771157,2021
8,0.0471,0.91,178239,1965
0,0.0,0.0,695697,2020
0,0.0,0.0,61386,2005
0,0.0,0.0,282399,1980
1,0.0098,0.876,183872,2011
6,0.0773,0.923,352647,2015
1,0.0249,0.721,33910,2006
1,0.0328,0.604,1019517,2022
0,0.0,0.0,935097,2020
3,0.1268,0.924,299428,1953
0,0.0,0.0,253712,2001
0,0.0,0.0,551407,2005
3,0.3496,0.928,641085,2014
0,0.0,0.0,773691,2020
0,0.0,0.0,407301,2014
1,0.1392,0.891,163514,1987
0,0.0,0.0,406164,2014
0,0.0,0.0,699732,2020
4,0.0254,0.926,279256,2009
0,0.0,0.0,1023467,2020
1,0.0111,0.832,220139,2013
1,0.019,0.625,246917,2003
5,0.048,0.907,88352,1989
5,0.1453,0.928,303898,2002
1,0.1252,0.882,387391,2011
0,0.0,0.0,515389,2019
1,0.2738,0.814,367292,2015
0,0.0,0.0,814406,2021
0,0.0,0.0,143021,1996
1,0.0379,0.887,705450,2019
0,0.0,0.0,925219,2020
1,0.0014,0.687,263124,1973
0,0.0,0.0,461981,2017
1,0.0973,0.921,107429,2004
1,0.0162,0.815,480304,2009
0,0.0,0.0,484354,2017
2,0.2639,0.9,301010,2004
0,0.0,0.0,256781,2010
1,0.0814,0.92,68302,2011
1,0.0561,0.805,466302,2017
0,0.0,0.0,521376,2007
0,0.0,0.0,621465,2019
1,0.0232,0.778,632262,2019
3,0.1139,0.81,113409,2008
0,0.0,0.0,777849,2021
1,0.131,0.911,763091,2020
0,0.0,0.0,926723,2022
0,0.0,0.0,944471,2021
0,0.0,0.0,782700,2015
0,0.0,0.0,1031393,2022
0,0.0,0.0,783572,2021
0,0.0,0.0,637180,2011
2,0.0514,0.89,294310,2002
6,0.2209,0.929,482337,1999
1,0.0336,0.818,528346,1998
2,0.0511,0.872,496413,2001
0,0.0,0.0,77483,2012
1,0.012,0.848,844986,2019
0,0.0,0.0,616106,2019
1,0.0758,0.934,901040,2012
1,0.2845,0.895,665116,2020
8,0.1717,0.938,58672,2010
0,0.0,0.0,1014421,2022
1,0.0795,0.621,108423,1991
1,0.1382,0.909,998475,1998
1,0.0088,0.831,673933,2013
8,0.07,0.878,422336,1988
0,0.0,0.0,386973,1992
2,0.0168,0.84,821557,2020
2,0.2254,0.749,400943,1996
1,0.6718,0.914,224223,1998
0,0.0,0.0,998409,2013
0,0.0,0.0,623056,2019
3,0.0972,0.916,378014,1989
0,0.0,0.0,728065,2020
0,0.0,0.0,863423,2011
1,0.0115,0.901,757048,2019
3,0.1559,0.861,358551,1977
0,0.0,0.0,1005388,2022
0,0.0,0.0,735734,2019
1,0.7276,0.868,691212,2015
0,0.0,0.0,169250,1976
2,0.0766,0.933,265700,2014
0,0.0,0.0,67955,1993
2,0.0076,0.859,316233,1981
3,0.0173,0.922,914799,2022
6,0.0094,0.716,586045,2019
0,0.0,0.0,124322,1989
0,0.0,0.0,346560,2016
0,0.0,0.0,932890,2022
0,0.0,0.0,750305,2020
0,0.0,0.0,913772,2022
0,0.0,0.0,1026721,2022
7,0.0577,0.903,403647,2001
0,0.0,0.0,116630,2006
3,0.0767,0.858,90170,2011
7,0.0619,0.908,210791,2007
2,0.1368,0.827,331020,2011
0,0.0,0.0,12272,1976
0,0.0,0.0,565598,2003
0,0.0,0.0,600701,2012
1,0.0485,0.883,140680,1950
1,0.1434,0.668,70075,2003
1,0.1007,0.905,102111,2012
0,0.0,0.0,931455,2022
1,0.0347,0.919,321910,1976
1,0.1095,0.935,760512,2020
1,0.0016,0.615,406208,1972
0,0.0,0.0,778211,2020
0,0.0,0.0,117056,2012
13,0.0608,0.897,97270,2007
0,0.0,0.0,493825,2004
10,0.0444,0.901,828514,2022
0,0.0,0.0,295307,2014
1,0.1164,0.888,553347,2018
2,0.2044,0.752,538698,2018
0,0.0,0.0,536919,2018
3,0.1034,0.909,559426,2018
1,0.1045,0.747,274897,1996
3,0.0048,0.779,564446,2018
1,0.2688,0.883,623670,2018
2,0.0416,0.898,483381,1957
6,0.047,0.914,904140,2018
0,0.0,0.0,395389,2015
1,0.1599,0.894,640440,2018
1,0.0019,0.62,750206,2018
2,0.2269,0.909,20485,2009
0,0.0,0.0,180168,1996
0,0.0,0.0,451271,2013
5,0.0603,0.917,928077,2022
3,0.0118,0.856,350718,2013
1,0.0538,0.798,250991,2008
0,0.0,0.0,208657,2001
0,0.0,0.0,519610,1987
1,0.0161,0.712,543581,2018
0,0.0,0.0,647942,2016
1,0.0306,0.937,752904,2020
5,0.087,0.926,567429,2018
0,0.0,0.0,310331,2003
1,0.003,0.883,529744,2017
0,0.0,0.0,426516,1999
3,0.1007,0.93,295338,2004
2,0.0533,0.899,634527,2014
4,0.0748,0.904,639803,1998
0,0.0,0.0,780980,2021
1,0.0191,0.897,43729,2008
1,0.0238,0.865,290537,2000
2,0.0839,0.928,691476,2017
3,0.3878,0.917,153170,1990
0,0.0,0.0,495870,2017
0,0.0,0.0,456561,2017
0,0.0,0.0,302106,2014
1,0.012,0.918,353964,2015
0,0.0,0.0,514008,2007
3,0.0349,0.89,695312,2020
2,0.0016,0.724,739890,2020
0,0.0,0.0,538614,2017
6,0.0319,0.866,630622,2013
3,0.0065,0.887,708031,2016
3,0.0394,0.891,422172,1990
0,0.0,0.0,485394,2016
1,0.1131,0.891,879165,2021
1,0.4848,0.899,800417,2021
1,0.0196,0.924,883361,2021
0,0.0,0.0,904364,2021
2,0.0059,0.898,301880,2014
4,0.0135,0.865,285943,2015
0,0.0,0.0,456255,2016
0,0.0,0.0,763427,2020
4,0.0498,0.887,1026772,2021
0,0.0,0.0,305862,2014
0,0.0,0.0,609302,2021
1,0.0031,0.658,58674,2009
0,0.0,0.0,615926,2016
0,0.0,0.0,751023,2020
0,0.0,0.0,751298,2020
1,0.0203,0.881,928782,2022
2,0.1155,0.706,821670,2014
1,0.0575,0.88,982883,2014
1,0.4497,0.776,389401,2016
1,0.1156,0.914,1012722,2011
4,0.1714,0.907,473716,1972
0,0.0,0.0,321695,1960
5,0.0624,0.886,105003,1985
1,0.193,0.9,566325,2014
1,0.04,0.904,1006944,2022
4,0.0685,0.913,142537,2009
1,0.0227,0.861,366914,2015
1,0.0041,0.875,192252,1977
5,0.1874,0.916,575187,2019
1,0.0553,0.788,308655,1995
0,0.0,0.0,206139,2008
0,0.0,0.0,805739,2012
6,0.144,0.844,838591,2012
0,0.0,0.0,610212,2015
0,0.0,0.0,725578,2008
1,0.102,0.901,371780,1989
3,0.0056,0.869,278438,2014
0,0.0,0.0,417685,2016
0,0.0,0.0,354326,2006
1,0.0092,0.863,380379,2014
2,0.0161,0.761,424689,2009
0,0.0,0.0,453659,2003
0,0.0,0.0,88353,1989
1,0.3349,0.9,341218,1972
0,0.0,0.0,682779,2007
0,0.0,0.0,459136,2000
1,0.4129,0.864,975451,2005
0,0.0,0.0,732114,2006
4,0.0202,0.893,229850,2013
3,0.0501,0.891,588258,1986
0,0.0,0.0,1032490,2013
0,0.0,0.0,977845,2009
0,0.0,0.0,849815,2002
1,0.0281,0.907,820633,1984
1,0.0063,0.896,993640,2021
1,0.071,0.869,468624,1980
2,0.2336,0.711,227565,1996
0,0.0,0.0,943943,1997
7,0.2031,0.92,541008,2019
1,0.0364,0.881,519016,2009
1,0.0284,0.923,470357,2013
1,0.0599,0.907,521136,2012
3,0.1032,0.922,645240,2017
0,0.0,0.0,715260,2020
1,0.0096,0.739,861303,2020
4,0.0107,0.861,949621,1976
1,0.1339,0.904,638090,2019
0,0.0,0.0,406111,2017
0,0.0,0.0,410122,2017
1,0.0447,0.853,436945,2011
5,0.0401,0.92,65857,2006
2,0.088,0.898,600963,2019
1,0.2796,0.927,689112,2011
0,0.0,0.0,966723,2022
2,0.033,0.908,798106,2021
0,0.0,0.0,913120,2021
1,0.0066,0.819,572485,2018
1,0.1526,0.846,862069,2021
0,0.0,0.0,81325,2008
0,0.0,0.0,62682,2009
0,0.0,0.0,1031963,1986
3,0.0553,0.91,70948,2011
1,0.3163,0.822,962764,2022
1,0.0221,0.771,81521,2008
0,0.0,0.0,295781,2005
1,0.3561,0.9,488813,2007
0,0.0,0.0,434216,2008
0,0.0,0.0,808069,2021
3,0.4255,0.897,232526,2013
0,0.0,0.0,750620,2020
0,0.0,0.0,808810,2017
4,0.0371,0.917,329732,1959
2,0.072,0.897,127247,2007
0,0.0,0.0,350610,2009
3,0.0576,0.921,115216,2004
2,0.0399,0.901,135414,2004
1,0.0179,0.877,601743,2021
2,0.0267,0.872,141128,1966
0,0.0,0.0,330223,2000
3,0.0928,0.891,27691,1999
0,0.0,0.0,300146,2003
10,0.1063,0.92,362097,2002
2,0.3518,0.837,446464,2001
1,0.016,0.915,415061,2004
1,0.0043,0.913,396510,2016
3,0.0739,0.905,954406,2008
0,0.0,0.0,220648,2000
0,0.0,0.0,998445,2018
1,0.03,0.908,750141,2020
6,0.2008,0.856,224681,1996
2,0.0523,0.921,510281,2018
0,0.0,0.0,879303,2001
0,0.0,0.0,768761,2020
1,0.0361,0.915,144739,1995
0,0.0,0.0,269825,1986
2,0.0171,0.906,147758,1993
1,0.0252,0.877,156094,1974
4,0.1255,0.916,609956,2005
6,0.1898,0.929,266063,1989
2,0.6188,0.816,214056,1994
0,0.0,0.0,224566,1972
0,0.0,0.0,206370,1973
0,0.0,0.0,161119,1985
0,0.0,0.0,318611,1983
1,0.011,0.934,134404,1993
1,0.0043,0.609,221007,1979
1,0.0033,0.837,418952,1992
0,0.0,0.0,472254,1987
2,0.0168,0.926,387417,1995
0,0.0,0.0,681416,2020
1,0.0374,0.908,678697,1987
2,0.0552,0.906,134503,1993
1,0.0278,0.891,647638,1990
0,0.0,0.0,730757,2020
2,0.2784,0.945,348052,1996
1,0.0738,0.879,701909,2020
1,0.1779,0.679,460045,2015
0,0.0,0.0,1019917,2022
1,0.3613,0.624,797565,2019
0,0.0,0.0,1018539,2022
1,0.163,0.913,712286,2020
2,0.1458,0.922,745264,2021
1,0.1086,0.906,738540,2019
1,0.0646,0.739,1022329,2022
3,0.0598,0.92,679384,1989
10,0.2549,0.925,73910,2011
1,0.2207,0.711,89885,2010
2,0.0124,0.912,922952,2021
0,0.0,0.0,811652,2021
2,0.0376,0.927,904024,2021
2,0.0095,0.883,851782,2021
0,0.0,0.0,140881,2010
0,0.0,0.0,894206,2021
1,0.0148,0.912,901525,2021
1,0.0113,0.804,273060,2012
0,0.0,0.0,865636,2021
0,0.0,0.0,876235,2021
2,0.0927,0.929,352803,2014
0,0.0,0.0,923869,2021
1,0.0421,0.925,422118,2016
0,0.0,0.0,849736,2021
3,0.023,0.911,892910,2021
2,0.1134,0.863,756167,2020
3,0.044,0.908,412057,1999
1,0.1271,0.868,749464,2020
0,0.0,0.0,742906,2020
0,0.0,0.0,855971,2020
1,0.0132,0.86,750838,2020
0,0.0,0.0,821094,2020
2,0.0118,0.802,114584,1970
1,0.6096,0.824,418949,1988
0,0.0,0.0,834979,2021
0,0.0,0.0,894525,2021
0,0.0,0.0,640462,2020
0,0.0,0.0,878777,2021
0,0.0,0.0,901264,2021
1,0.1811,0.8,423348,2004
2,0.1183,0.879,482374,1964
1,0.7654,0.904,465213,2013
0,0.0,0.0,774146,2020
4,0.0412,0.908,482257,1994
2,0.0084,0.855,715613,2015
3,0.0308,0.908,739174,2014
1,0.0045,0.728,752553,2019
2,0.1193,0.919,571518,2018
1,0.0231,0.915,748282,2020
0,0.0,0.0,455424,2010
0,0.0,0.0,47431,1988
0,0.0,0.0,29761,1992
2,0.1804,0.929,111878,1997
3,0.1082,0.927,793041,2020
0,0.0,0.0,1017324,2022
2,0.0153,0.9,143222,2009
5,0.0341,0.919,233202,2012
0,0.0,0.0,892075,2020
0,0.0,0.0,603138,2019
0,0.0,0.0,703272,2019
3,0.068,0.905,615242,2019
0,0.0,0.0,489126,2017
1,0.4841,0.883,1012279,2022
1,0.0067,0.913,617199,2019
6,0.0203,0.927,159773,2012
9,0.075,0.908,127791,2011
1,0.0948,0.938,173113,1974
1,0.0186,0.912,330498,2010
1,0.0813,0.899,273807,2003
0,0.0,0.0,29434,2002
1,0.0088,0.88,734973,2020
1,0.0239,0.866,438451,1991
0,0.0,0.0,748645,2021
0,0.0,0.0,853085,2021
1,0.2871,0.634,799051,2022
0,0.0,0.0,739706,2020
1,0.0872,0.737,843450,2021
0,0.0,0.0,862031,2021
0,0.0,0.0,707860,2020
3,0.0114,0.882,724843,2015
2,0.0012,0.652,422887,2013
8,0.0904,0.921,482352,2003
0,0.0,0.0,811829,2020
1,0.0007,0.642,875522,2021
1,0.0058,0.878,865615,2021
1,0.0329,0.906,360494,2008
5,0.0913,0.922,181287,2010
0,0.0,0.0,84989,1984
0,0.0,0.0,586992,2019
0,0.0,0.0,585846,2018
3,0.0471,0.915,960522,2021
0,0.0,0.0,361028,2015
1,0.351,0.94,664945,2020
0,0.0,0.0,276168,2000
3,0.0436,0.895,89947,1982
1,0.0081,0.922,791909,2002
0,0.0,0.0,1017797,2022
1,0.1354,0.76,986263,2022
3,0.0048,0.863,874594,2021
0,0.0,0.0,273422,2014
0,0.0,0.0,655874,2020
0,0.0,0.0,718151,2020
1,0.1691,0.88,573521,2013
2,0.0201,0.913,558675,2018
0,0.0,0.0,298400,2014
0,0.0,0.0,725623,2020
5,0.0155,0.884,229828,1995
0,0.0,0.0,854344,2013
1,0.3233,0.843,207733,2004
1,0.019,0.652,532891,2018
0,0.0,0.0,549967,2018
0,0.0,0.0,1024908,2018
1,0.0418,0.901,564092,2017
0,0.0,0.0,364159,1987
1,0.1748,0.629,656039,2019
0,0.0,0.0,568127,2008
0,0.0,0.0,565597,2017
1,0.0194,0.768,133137,2001
0,0.0,0.0,772362,2019
0,0.0,0.0,649078,2019
0,0.0,0.0,644950,2019
0,0.0,0.0,609965,2019
12,0.0526,0.933,646155,2019
1,0.2997,0.691,880347,2021
1,0.0247,0.915,1022013,2022
0,0.0,0.0,114968,2011
1,0.0303,0.874,277552,2014
1,0.0879,0.934,611056,2019
0,0.0,0.0,894400,2021
0,0.0,0.0,331335,2013
0,0.0,0.0,444742,2008
0,0.0,0.0,623615,2019
1,0.0072,0.854,66237,2009
2,0.0593,0.911,131881,2003
1,0.0921,0.877,992279,2022
7,0.2157,0.935,108092,1988
5,0.1397,0.928,320120,1971
0,0.0,0.0,81839,2008
3,0.0873,0.899,114164,2010
2,0.2545,0.875,115258,2000
0,0.0,0.0,1028571,2022
0,0.0,0.0,467834,2016
0,0.0,0.0,787796,2020
0,0.0,0.0,878836,2021
1,0.0247,0.912,601107,2019
0,0.0,0.0,1027631,2019
0,0.0,0.0,835062,2021
2,0.1696,0.912,57956,2009
2,0.3162,0.937,478282,1993
2,0.0464,0.908,469473,2017
1,0.0526,0.791,36289,2001
10,0.1559,0.934,368575,2015
1,0.0511,0.936,64914,1975
0,0.0,0.0,287174,2012
1,0.1036,0.794,121752,2005
1,0.0553,0.898,249344,2004
6,0.0213,0.915,305769,2014
7,0.0474,0.906,448263,2017
1,0.046,0.893,479364,2019
2,0.1126,0.924,493881,2016
0,0.0,0.0,478554,2017
0,0.0,0.0,607281,2019
1,0.0655,0.844,578528,2019
2,0.0096,0.839,588667,2019
0,0.0,0.0,475605,2017
0,0.0,0.0,630952,2019
1,0.2747,0.884,657657,2019
1,0.1512,0.934,519988,2018
2,0.0139,0.911,856051,2021
0,0.0,0.0,811853,2007
19,0.2201,0.917,498326,1999
0,0.0,0.0,971152,2015
0,0.0,0.0,740257,2020
0,0.0,0.0,173321,2008
0,0.0,0.0,27778,1998
1,0.1422,0.904,773647,2011
2,0.0194,0.923,892259,2000
0,0.0,0.0,858463,2021
4,0.1216,0.924,131212,2007
0,0.0,0.0,409259,2014
1,0.1054,0.852,85167,1988
1,0.0491,0.67,411450,1999
0,0.0,0.0,468003,2017
0,0.0,0.0,510552,2016
3,0.0477,0.918,564281,2018
0,0.0,0.0,485743,1972
1,0.1535,0.716,987801,2022
1,0.0238,0.863,566578,2018
0,0.0,0.0,576989,2018
8,0.069,0.918,629228,2018
2,0.0168,0.722,367204,2014
1,0.0306,0.836,627533,2018
1,0.0471,0.813,711641,2018
0,0.0,0.0,665209,2015
0,0.0,0.0,749086,2017
5,0.0677,0.911,507547,1969
5,0.0373,0.915,112417,2005
1,0.5167,0.895,785869,2021
11,0.1387,0.926,181749,1986
0,0.0,0.0,789351,2018
1,0.002,0.872,209956,2013
7,0.085,0.905,802066,2020
2,0.0205,0.905,418804,2016
1,0.0055,0.884,241308,1976
1,0.473,0.936,707116,2013
0,0.0,0.0,775566,2018
0,0.0,0.0,422692,1976
1,0.1601,0.748,871440,2021
10,0.0272,0.92,1001042,2022
7,0.0422,0.911,516713,2018
1,0.2293,0.822,252496,2005
1,0.0412,0.828,264718,2005
3,0.1469,0.923,198690,1988
2,0.434,0.831,836833,2021
0,0.0,0.0,347529,1981
1,0.0058,0.689,517098,2018
1,0.4339,0.794,423870,1989
4,0.222,0.931,299435,1954
1,0.1461,0.93,709907,2018
0,0.0,0.0,841935,2018
2,0.339,0.913,501968,2018
0,0.0,0.0,846072,1998
0,0.0,0.0,880565,2021
0,0.0,0.0,1020042,2022
3,0.293,0.895,33876,2006
1,0.0564,0.81,276483,2003
2,0.0477,0.911,27695,1995
4,0.0535,0.92,160998,2013
2,0.0357,0.881,109074,1984
0,0.0,0.0,289197,2014
0,0.0,0.0,421888,2016
0,0.0,0.0,352650,2014
0,0.0,0.0,451617,2010
2,0.0235,0.87,87624,2011
0,0.0,0.0,29214,1982
0,0.0,0.0,483538,2017
0,0.0,0.0,477408,2017
0,0.0,0.0,328688,2007
1,0.0246,0.83,332290,1971
0,0.0,0.0,633196,2017
1,0.062,0.873,490799,2017
1,0.4696,0.91,797742,2013
0,0.0,0.0,846311,2021
0,0.0,0.0,645499,2011
0,0.0,0.0,1018063,2022
2,0.0087,0.849,124413,2003
1,0.0339,0.912,789113,2017
1,0.0085,0.886,668616,2010
3,0.0092,0.797,187689,1975
1,0.0387,0.781,458013,2006
0,0.0,0.0,945981,2017
1,0.0154,0.663,459614,2017
0,0.0,0.0,857429,2021
0,0.0,0.0,739399,2017
2,0.0478,0.893,809872,2021
2,0.0061,0.818,67349,2001
2,0.0894,0.933,814904,2021
1,0.071,0.893,556889,2016
1,0.2567,0.838,263865,2015
4,0.0267,0.913,910703,2021
2,0.057,0.891,145650,2005
2,0.053,0.856,97982,2004
3,0.0179,0.92,373190,2008
2,0.0027,0.757,108811,2000
1,0.1325,0.75,341069,2010
0,0.0,0.0,449897,2003
1,0.0039,0.831,115845,2003
1,0.0361,0.846,260100,2011
2,0.2119,0.928,464261,1999
0,0.0,0.0,419391,2016
0,0.0,0.0,319034,1996
