n_faces,face_area,max_conf,id,year
1,0.011,0.866,27425,1969
0,0.0,0.0,32595,1987
0,0.0,0.0,18274,1972
10,0.0528,0.935,34592,2010
0,0.0,0.0,21930,1965
1,0.017,0.72,1006437,2022
2,0.0174,0.901,515908,2019
0,0.0,0.0,457491,2017
3,0.0081,0.929,391975,2016
0,0.0,0.0,522438,2018
2,0.0085,0.838,129743,2012
1,0.4739,0.787,27303,1995
2,0.2977,0.932,86759,2011
4,0.0077,0.821,42466,1973
1,0.1634,0.917,10824,1995
1,0.0205,0.607,639247,2020
1,0.2228,0.628,24922,1996
1,0.1558,0.806,37526,1998
1,0.0064,0.87,10263,2005
8,0.1002,0.924,992277,2022
2,0.0112,0.887,734353,2020
0,0.0,0.0,436494,2018
2,0.009,0.896,10900,2008
0,0.0,0.0,42149,1981
3,0.0942,0.911,24116,2009
1,0.1351,0.716,32146,1991
4,0.0139,0.87,420950,2017
1,0.1489,0.777,26690,1968
0,0.0,0.0,119517,2012
3,0.0025,0.717,23382,2009
0,0.0,0.0,28319,1980
0,0.0,0.0,15021,2006
1,0.0094,0.843,513208,2019
2,0.0419,0.906,44247,1981
0,0.0,0.0,2182,1978
1,0.021,0.847,425384,1957
0,0.0,0.0,14255,2008
0,0.0,0.0,952813,2022
1,0.0022,0.685,44811,2010
3,0.2152,0.915,16146,1998
1,0.1414,0.89,573106,2019
2,0.0849,0.917,139933,2012
0,0.0,0.0,62132,1987
0,0.0,0.0,101981,2009
2,0.0794,0.904,81189,1977
0,0.0,0.0,718416,2020
1,0.4075,0.791,87321,1992
2,0.5622,0.904,29748,1970
0,0.0,0.0,614199,2019
0,0.0,0.0,57313,2010
1,0.894,0.808,46342,2004
0,0.0,0.0,533991,2018
2,0.0447,0.886,29425,1973
2,0.0335,0.857,397278,2016
1,0.6101,0.623,14228,2005
0,0.0,0.0,27361,1975
0,0.0,0.0,228358,2014
1,0.1067,0.8,19237,2009
0,0.0,0.0,39681,2010
1,0.2579,0.889,3511,2008
1,0.0392,0.605,73262,2011
1,0.0186,0.918,39868,1981
0,0.0,0.0,9814,2005
1,0.021,0.806,257444,2015
2,0.2528,0.904,585830,2019
0,0.0,0.0,69270,2010
1,0.0251,0.904,27813,1982
0,0.0,0.0,96648,2012
1,0.1187,0.93,86597,2012
1,0.2932,0.898,220471,2014
0,0.0,0.0,997708,2022
0,0.0,0.0,31915,1980
0,0.0,0.0,279968,2014
0,0.0,0.0,28605,1987
0,0.0,0.0,628446,2019
3,0.1812,0.919,32051,1975
0,0.0,0.0,11607,1989
3,0.0288,0.885,30924,1980
0,0.0,0.0,35073,1953
3,0.0724,0.892,38783,1975
2,0.0703,0.894,410876,2016
1,0.0006,0.61,47892,1983
1,0.0342,0.896,795853,2021
3,0.0195,0.903,680734,2020
0,0.0,0.0,69872,1972
1,0.0093,0.91,39885,1974
3,0.0183,0.891,400605,2016
0,0.0,0.0,40952,1982
2,0.0263,0.763,337719,2015
0,0.0,0.0,42307,2010
0,0.0,0.0,21168,1990
1,0.0025,0.789,387801,2016
0,0.0,0.0,347762,2015
2,0.0186,0.866,449535,2017
5,0.0531,0.917,24868,2009
1,0.2929,0.886,540291,2019
4,0.0694,0.888,34223,1986
1,0.0867,0.94,712123,2020
9,0.1586,0.919,392058,2016
1,0.448,0.795,10359,1999
0,0.0,0.0,15069,2007
0,0.0,0.0,16440,2009
0,0.0,0.0,506482,1967
0,0.0,0.0,32043,1990
2,0.242,0.9,59797,1988
0,0.0,0.0,18217,2007
0,0.0,0.0,55377,1989
0,0.0,0.0,636891,2019
0,0.0,0.0,48669,2010
4,0.1082,0.916,30694,1991
0,0.0,0.0,68559,2007
3,0.1851,0.923,98568,2011
0,0.0,0.0,587424,2019
1,0.0114,0.924,404516,2016
0,0.0,0.0,413100,2015
0,0.0,0.0,35978,2010
0,0.0,0.0,72595,2010
1,0.2467,0.878,301325,2015
1,0.0077,0.89,20850,1975
1,0.0692,0.87,648408,2019
0,0.0,0.0,551994,2019
4,0.0536,0.9,47090,1991
0,0.0,0.0,11417,1983
1,0.0119,0.937,715370,2022
1,0.279,0.932,5956,2007
0,0.0,0.0,951546,2022
4,0.0602,0.913,362409,2016
0,0.0,0.0,26693,2009
1,0.0958,0.893,16191,1991
0,0.0,0.0,464737,2017
0,0.0,0.0,29778,1968
1,0.0278,0.916,560014,2018
1,0.0029,0.825,67087,1983
0,0.0,0.0,575361,2019
3,0.0524,0.895,400649,2016
1,0.371,0.713,13559,1995
1,0.4459,0.793,44935,2005
0,0.0,0.0,40069,2004
2,0.0394,0.917,340197,2016
1,0.015,0.9,621707,2020
1,0.1994,0.625,16764,2004
1,0.1042,0.879,39890,1960
1,0.0152,0.804,17965,1971
1,0.0064,0.744,15135,2009
3,0.0424,0.897,337029,2015
2,0.0106,0.914,40095,1988
5,0.0652,0.922,55563,1994
1,0.0029,0.841,62131,1986
0,0.0,0.0,810271,2021
1,0.1403,0.866,18352,1969
0,0.0,0.0,404461,2016
1,0.2055,0.757,37924,2006
3,0.1065,0.93,331392,2017
0,0.0,0.0,255384,2014
6,0.0984,0.908,14745,2008
1,0.0249,0.915,264532,2014
2,0.0449,0.912,116636,1997
8,0.0293,0.945,19025,2007
0,0.0,0.0,44932,1980
1,0.0337,0.91,32998,1993
1,0.0089,0.905,375742,2015
0,0.0,0.0,46368,2010
5,0.0549,0.914,53986,2000
1,0.2507,0.776,752721,2020
0,0.0,0.0,397981,2016
0,0.0,0.0,18196,1977
2,0.2092,0.881,49745,1999
0,0.0,0.0,91908,2005
0,0.0,0.0,396321,2018
1,0.1206,0.674,17796,1993
2,0.1213,0.816,9782,2006
4,0.0201,0.885,32076,1987
4,0.0493,0.886,9707,2002
1,0.0117,0.902,18979,1974
0,0.0,0.0,53245,2008
1,0.1391,0.896,26517,1976
0,0.0,0.0,401065,2017
4,0.1278,0.916,484436,2018
6,0.0326,0.928,139715,2012
1,0.2176,0.911,470390,2017
2,0.0825,0.934,277688,2014
1,0.3452,0.942,398588,2017
0,0.0,0.0,628866,2020
2,0.3328,0.885,676839,2020
0,0.0,0.0,41419,2006
1,0.0543,0.879,28504,1967
0,0.0,0.0,21922,2008
1,0.044,0.925,25834,1982
0,0.0,0.0,612515,2019
0,0.0,0.0,26215,1997
0,0.0,0.0,38084,1989
1,0.4057,0.842,27816,1992
1,0.0066,0.817,28055,1964
0,0.0,0.0,41848,1990
3,0.466,0.92,49597,2005
1,0.0173,0.908,55890,2010
1,0.14,0.906,44470,1995
1,0.0069,0.869,16154,1971
4,0.0166,0.891,37529,2005
2,0.1611,0.91,464757,2017
3,0.1648,0.901,17027,2008
1,0.1702,0.797,436549,2018
1,0.0943,0.938,19002,1996
3,0.1991,0.952,1007205,2022
3,0.0242,0.818,40649,1992
1,0.0013,0.622,205891,2013
0,0.0,0.0,408185,2017
0,0.0,0.0,304613,2014
0,0.0,0.0,387399,2016
0,0.0,0.0,26503,1981
2,0.0409,0.88,10513,1959
1,0.1987,0.909,14217,2005
1,0.0658,0.899,14021,2005
0,0.0,0.0,116463,2012
0,0.0,0.0,33516,1986
4,0.1585,0.849,12617,1960
0,0.0,0.0,40222,1988
0,0.0,0.0,412758,2017
0,0.0,0.0,610201,2020
2,0.0342,0.872,50438,1975
0,0.0,0.0,30137,1963
1,0.0779,0.89,13570,1979
0,0.0,0.0,43089,1981
0,0.0,0.0,10542,1996
0,0.0,0.0,24409,2006
0,0.0,0.0,507498,2018
1,0.1042,0.798,27770,1996
5,0.0756,0.905,39164,1983
1,0.0216,0.647,67822,1977
1,0.0048,0.609,397514,2016
0,0.0,0.0,582049,2019
0,0.0,0.0,15482,1988
0,0.0,0.0,91256,1978
9,0.0453,0.873,27601,2001
2,0.0041,0.737,843338,2021
5,0.1263,0.929,740903,2020
2,0.0176,0.839,574284,2019
3,0.03,0.89,9017,2008
0,0.0,0.0,40760,1986
0,0.0,0.0,30315,1977
1,0.0429,0.911,46837,2010
1,0.0829,0.92,28968,1986
0,0.0,0.0,595801,2018
0,0.0,0.0,412762,2017
0,0.0,0.0,53501,2001
1,0.0986,0.937,931954,2022
1,0.4326,0.921,738370,2020
1,0.0615,0.785,449498,2017
1,0.0165,0.916,56812,2010
0,0.0,0.0,61789,2006
0,0.0,0.0,16200,2008
3,0.1763,0.914,4627,2008
1,0.0275,0.858,572151,2019
0,0.0,0.0,15158,1988
1,0.2328,0.869,25319,1964
0,0.0,0.0,38126,1959
1,0.0044,0.862,293572,2014
2,0.4471,0.911,91549,2011
1,0.6057,0.914,928015,2022
1,0.0026,0.81,24789,1991
2,0.0159,0.788,11791,1959
4,0.1722,0.935,294976,2007
1,0.0051,0.872,445710,2018
0,0.0,0.0,144204,2012
0,0.0,0.0,605133,2020
0,0.0,0.0,133369,2012
4,0.022,0.898,32272,2008
1,0.1394,0.864,24038,1988
0,0.0,0.0,35945,1989
1,0.2896,0.931,480007,2017
0,0.0,0.0,140965,2012
1,0.0878,0.79,530157,2019
0,0.0,0.0,17153,2007
0,0.0,0.0,74471,2010
2,0.1319,0.886,785759,2022
1,0.0043,0.901,434080,2017
1,0.0085,0.896,404961,2016
0,0.0,0.0,28452,1988
0,0.0,0.0,463800,2017
4,0.0399,0.891,119255,2012
0,0.0,0.0,10725,1981
3,0.1665,0.874,429725,2017
0,0.0,0.0,193726,2014
0,0.0,0.0,76681,1982
1,0.1072,0.711,767499,2021
0,0.0,0.0,407389,2016
1,0.1244,0.819,614722,2019
2,0.0355,0.916,1448,1998
1,0.0328,0.922,424649,2016
1,0.0358,0.839,423246,2016
3,0.0483,0.761,26680,1977
0,0.0,0.0,18096,2007
2,0.0046,0.827,64854,2011
0,0.0,0.0,3043,1973
3,0.003,0.84,46788,2009
1,0.45,0.896,13849,2008
0,0.0,0.0,35626,2008
1,0.0046,0.734,42476,1972
1,0.0871,0.687,466565,2018
0,0.0,0.0,40029,1973
2,0.1199,0.893,497269,2018
1,0.0284,0.793,662844,2020
2,0.4719,0.803,27791,1998
0,0.0,0.0,402515,2014
1,0.128,0.734,254126,2014
0,0.0,0.0,40364,1989
1,0.0135,0.885,31150,1989
6,0.0483,0.915,720407,2021
2,0.2512,0.929,26301,2005
4,0.0734,0.908,24649,2002
1,0.2574,0.882,15422,2006
0,0.0,0.0,21515,1981
1,0.1075,0.92,680829,2022
1,0.1127,0.825,18912,1983
5,0.107,0.929,660175,2022
0,0.0,0.0,539064,2017
0,0.0,0.0,43585,2007
0,0.0,0.0,47955,1982
0,0.0,0.0,40469,1981
0,0.0,0.0,42250,2002
0,0.0,0.0,15495,2006
0,0.0,0.0,416079,2018
1,0.0105,0.782,16159,1989
1,0.721,0.914,50838,2010
1,0.1298,0.862,57230,1967
0,0.0,0.0,661930,2020
0,0.0,0.0,15667,2006
1,0.2022,0.88,14977,2009
4,0.2106,0.931,467,2001
0,0.0,0.0,40804,1961
2,0.0412,0.789,49126,1977
5,0.0674,0.904,739643,2022
0,0.0,0.0,232612,2013
1,0.0979,0.837,846094,2022
1,0.1467,0.802,339342,2015
1,0.1831,0.858,356326,2015
1,0.2253,0.842,981361,2022
0,0.0,0.0,29343,1980
1,0.0113,0.919,37696,2003
1,0.0217,0.819,285840,2014
3,0.0193,0.859,137528,2012
0,0.0,0.0,248781,2016
6,0.0311,0.873,39891,1968
0,0.0,0.0,632309,2020
0,0.0,0.0,323370,2015
0,0.0,0.0,20215,2005
1,0.043,0.916,14125,2007
1,0.0291,0.923,70386,2011
0,0.0,0.0,463708,2007
0,0.0,0.0,47957,1981
3,0.0635,0.927,591634,2021
1,0.0757,0.916,571430,2019
0,0.0,0.0,32250,2000
0,0.0,0.0,461931,2017
0,0.0,0.0,472746,2017
5,0.0183,0.855,39111,2008
1,0.1897,0.719,11910,2007
0,0.0,0.0,27370,2009
0,0.0,0.0,35813,1959
2,0.0215,0.892,13561,2007
1,0.0134,0.896,39043,1971
3,0.2951,0.894,29074,1962
1,0.0065,0.889,37973,2007
1,0.0735,0.873,649294,2020
1,0.5249,0.821,1005772,2022
4,0.0082,0.835,48309,1988
1,0.2841,0.776,27814,1988
5,0.0072,0.799,43751,1976
0,0.0,0.0,48311,1982
0,0.0,0.0,24452,1960
4,0.1057,0.876,458673,2020
4,0.1219,0.914,77067,2011
1,0.0006,0.701,335409,2015
1,0.0819,0.727,50162,1991
2,0.0181,0.919,15440,2008
1,0.2096,0.895,27588,2009
5,0.0158,0.86,53868,1973
1,0.6167,0.688,1248,2007
0,0.0,0.0,37035,2005
2,0.0158,0.897,26774,1971
2,0.0134,0.905,22476,2009
0,0.0,0.0,829726,2021
5,0.0093,0.863,10177,2006
2,0.0538,0.876,554311,2019
2,0.0644,0.925,40064,1976
0,0.0,0.0,165567,2012
10,0.0227,0.861,1029465,2022
0,0.0,0.0,44588,2007
0,0.0,0.0,191619,2013
0,0.0,0.0,48014,1974
6,0.0492,0.912,21627,1985
4,0.0115,0.895,739146,2021
1,0.471,0.93,29143,1978
1,0.0013,0.738,19116,2008
0,0.0,0.0,273467,2014
1,0.1002,0.895,451964,2016
0,0.0,0.0,347751,2015
1,0.0154,0.93,480405,2017
0,0.0,0.0,26958,1994
0,0.0,0.0,22451,2003
1,0.0843,0.823,586586,2019
1,0.1559,0.697,10432,2007
1,0.0239,0.872,577028,2019
0,0.0,0.0,40800,1991
1,0.1536,0.716,86003,1999
0,0.0,0.0,45964,1979
1,0.0278,0.871,618352,2020
0,0.0,0.0,1836,2002
0,0.0,0.0,419548,2016
2,0.022,0.901,549214,2018
0,0.0,0.0,283749,2014
2,0.1781,0.795,26679,1986
1,0.0933,0.887,40761,1955
1,0.4613,0.758,41775,1991
2,0.1278,0.848,40353,1989
3,0.0413,0.917,70772,1999
0,0.0,0.0,543412,2019
3,0.0272,0.923,33555,2010
0,0.0,0.0,29030,1964
0,0.0,0.0,744742,2021
2,0.021,0.896,76216,2010
0,0.0,0.0,89691,2012
4,0.1097,0.916,20424,1953
5,0.152,0.931,31579,1976
3,0.025,0.862,796256,2022
5,0.09,0.941,142591,2012
2,0.0061,0.888,861035,2022
0,0.0,0.0,28169,1989
0,0.0,0.0,675568,2018
0,0.0,0.0,40127,2004
0,0.0,0.0,174678,2013
0,0.0,0.0,36917,2009
1,0.2656,0.905,39434,1996
0,0.0,0.0,31428,1978
2,0.0695,0.88,421601,2016
1,0.0497,0.677,403642,2016
0,0.0,0.0,11366,2000
0,0.0,0.0,641668,2021
1,0.2292,0.913,885121,2022
1,0.0064,0.632,24417,2007
0,0.0,0.0,52263,1996
1,0.1351,0.892,10929,2003
0,0.0,0.0,14878,2008
0,0.0,0.0,25035,2006
0,0.0,0.0,16233,1996
7,0.1177,0.939,401313,2020
1,0.02,0.894,37534,2009
1,0.09,0.836,46175,1971
5,0.0237,0.905,95547,2010
0,0.0,0.0,29449,1972
1,0.2624,0.637,319188,2015
1,0.2535,0.635,5620,1970
2,0.1546,0.926,399747,2016
1,0.0513,0.892,42002,1987
5,0.0417,0.925,135579,2012
0,0.0,0.0,999677,2022
0,0.0,0.0,84520,2011
0,0.0,0.0,21623,2007
0,0.0,0.0,408949,2016
1,0.3158,0.886,18773,1993
3,0.2493,0.796,34479,1970
0,0.0,0.0,16973,2003
2,0.0801,0.936,1027950,2022
5,0.2465,0.937,184219,2013
9,0.0709,0.915,438982,2017
4,0.2033,0.913,16315,1997
1,0.0316,0.804,25073,2009
4,0.0126,0.828,29235,1962
0,0.0,0.0,478528,2018
1,0.0395,0.744,437583,2017
2,0.0811,0.927,33475,1951
1,0.2354,0.843,167960,2013
1,0.0162,0.89,10943,2001
0,0.0,0.0,17245,2006
1,0.0079,0.824,30997,1988
6,0.1298,0.909,30202,1964
1,0.0191,0.912,760919,2021
0,0.0,0.0,126323,2012
1,0.0041,0.887,40220,1980
3,0.037,0.912,27475,1982
0,0.0,0.0,17991,1992
1,0.0143,0.727,13828,2007
1,0.2268,0.928,41959,1988
7,0.0312,0.903,363889,2015
0,0.0,0.0,279972,2015
3,0.096,0.806,296503,2015
3,0.0079,0.81,39899,1982
3,0.0779,0.88,369202,2016
1,0.2471,0.924,135368,2012
1,0.0427,0.745,26962,2004
4,0.0744,0.908,298096,2018
0,0.0,0.0,21266,1961
1,0.2919,0.905,10251,2006
0,0.0,0.0,15056,2006
3,0.0718,0.932,82628,2010
1,0.1713,0.752,3127,1958
1,0.2341,0.897,404713,2016
0,0.0,0.0,463364,2019
1,0.0161,0.906,71679,2012
1,0.0105,0.752,35429,2008
0,0.0,0.0,59480,1996
0,0.0,0.0,734796,2021
4,0.0307,0.887,27764,1987
1,0.5363,0.943,354220,2015
1,0.0171,0.853,34312,1989
3,0.0732,0.922,21799,1989
1,0.0372,0.911,24421,2008
1,0.0809,0.862,17005,2008
0,0.0,0.0,128311,2012
0,0.0,0.0,942890,2022
0,0.0,0.0,5842,2000
1,0.0906,0.883,855228,2021
2,0.018,0.905,831,1955
2,0.0092,0.898,136585,2013
0,0.0,0.0,274899,2014
2,0.0405,0.917,517320,2018
4,0.0261,0.887,55538,1981
0,0.0,0.0,3104,1967
1,0.0486,0.873,39844,1974
1,1.0409,0.84,854188,2021
4,0.0496,0.874,122369,2013
1,0.0028,0.748,57100,2002
0,0.0,0.0,16182,1989
0,0.0,0.0,40039,2000
0,0.0,0.0,271665,2014
0,0.0,0.0,12171,2007
2,0.2385,0.926,22135,2009
2,0.0509,0.897,290789,2013
1,0.0053,0.847,15711,2006
0,0.0,0.0,20321,2002
0,0.0,0.0,496212,2018
1,0.0703,0.608,30689,1971
1,0.0019,0.7,42076,1983
2,0.1029,0.918,28498,1973
0,0.0,0.0,684684,2020
1,0.1774,0.856,310137,2015
0,0.0,0.0,39867,1979
5,0.0565,0.922,15724,1980
3,0.0186,0.924,580632,2019
0,0.0,0.0,643791,2020
1,0.0103,0.849,78093,2011
0,0.0,0.0,67302,1977
1,0.0473,0.858,459667,2017
0,0.0,0.0,48197,1976
0,0.0,0.0,42218,1977
0,0.0,0.0,28522,2005
1,0.4736,0.609,24499,2007
0,0.0,0.0,28264,1987
1,0.0136,0.696,28389,1990
6,0.0487,0.918,74461,2013
0,0.0,0.0,25967,2005
1,0.1674,0.901,127548,2012
1,0.2378,0.917,849369,2021
0,0.0,0.0,36421,1991
1,0.0246,0.894,119478,2012
1,0.0097,0.914,15527,2008
0,0.0,0.0,47894,1984
0,0.0,0.0,28153,1974
0,0.0,0.0,39991,1983
3,0.2919,0.78,268725,2015
0,0.0,0.0,45009,2008
1,0.0169,0.895,399897,2010
1,0.0097,0.908,32612,2010
1,0.0978,0.914,254712,2013
4,0.0536,0.918,19483,1953
0,0.0,0.0,403368,2016
3,0.0578,0.924,709621,2020
0,0.0,0.0,52728,1967
0,0.0,0.0,326446,2015
3,0.057,0.923,326441,2015
0,0.0,0.0,590593,2019
0,0.0,0.0,41434,2009
4,0.0313,0.9,2199,1989
1,0.0867,0.9,40074,1977
0,0.0,0.0,9680,1996
3,0.1172,0.753,1018518,2022
0,0.0,0.0,49958,2010
2,0.0079,0.863,27390,1988
1,0.007,0.625,24702,2005
0,0.0,0.0,16077,2002
0,0.0,0.0,1022103,2022
0,0.0,0.0,516784,2018
2,0.0109,0.902,79896,2009
1,0.0325,0.871,56937,2010
3,0.0162,0.908,362180,2015
0,0.0,0.0,41827,2010
0,0.0,0.0,44510,1970
1,0.0254,0.85,39436,2001
2,0.0207,0.879,14212,2008
1,0.0037,0.773,19095,1973
1,0.0174,0.919,30872,1986
1,0.0142,0.722,13511,1986
1,0.0615,0.827,707408,2020
1,0.0287,0.872,12653,2004
0,0.0,0.0,605802,2020
0,0.0,0.0,21838,2004
1,0.0244,0.707,29559,2004
2,0.2954,0.886,17168,1993
0,0.0,0.0,466129,2017
1,0.0575,0.872,20465,1987
0,0.0,0.0,79550,2012
1,0.0215,0.662,28327,1987
3,0.1117,0.933,14549,2009
0,0.0,0.0,22293,1966
0,0.0,0.0,17100,2000
0,0.0,0.0,36096,1974
1,0.0369,0.82,228676,2013
4,0.0472,0.911,26661,1955
4,0.0553,0.932,23691,2006
2,0.0284,0.87,262840,2014
1,0.0781,0.832,42709,1989
4,0.0774,0.932,347392,2018
0,0.0,0.0,43117,1958
1,0.4053,0.74,27815,1990
0,0.0,0.0,854932,2014
2,0.0755,0.91,514743,2019
0,0.0,0.0,637312,2022
3,0.0273,0.911,18966,1979
0,0.0,0.0,146243,2013
4,0.0606,0.923,601643,2020
0,0.0,0.0,40219,1982
4,0.0867,0.906,14862,2008
0,0.0,0.0,176570,2013
0,0.0,0.0,12237,1978
2,0.123,0.802,44796,1989
1,0.0119,0.85,36879,1977
1,0.0644,0.809,434389,2017
1,0.007,0.88,42230,1977
6,0.0871,0.92,375509,2015
1,0.1241,0.831,49706,2010
1,0.9204,0.877,48787,1995
2,0.2162,0.928,17110,2004
4,0.1017,0.922,78294,2011
0,0.0,0.0,45756,2010
9,0.047,0.921,287318,2014
6,0.0088,0.852,100089,2012
0,0.0,0.0,28509,2005
0,0.0,0.0,20357,2004
0,0.0,0.0,599777,2019
1,0.6401,0.925,418930,2016
0,0.0,0.0,334028,2015
3,0.0396,0.912,521113,2018
2,0.1386,0.831,291866,2015
1,0.0039,0.652,291151,2014
2,0.0933,0.936,51442,1987
2,0.0267,0.779,991814,2022
0,0.0,0.0,57749,2010
1,0.0093,0.605,498716,2010
5,0.0691,0.918,535849,2018
0,0.0,0.0,24634,1981
0,0.0,0.0,543915,2019
0,0.0,0.0,86962,1989
3,0.1284,0.884,29691,2006
2,0.0384,0.908,1961,2007
1,0.0288,0.906,39875,1991
1,0.009,0.733,37929,1985
0,0.0,0.0,320413,2016
0,0.0,0.0,22450,2003
2,0.0545,0.916,25133,1985
0,0.0,0.0,610743,2019
1,0.5939,0.85,49676,2009
3,0.0029,0.841,1028944,2022
0,0.0,0.0,12602,1967
1,0.0103,0.682,27230,1980
0,0.0,0.0,31655,1963
0,0.0,0.0,9706,1998
1,0.0034,0.86,40149,1968
0,0.0,0.0,52398,2004
0,0.0,0.0,555249,2018
0,0.0,0.0,14235,2007
0,0.0,0.0,39276,1967
0,0.0,0.0,75903,1977
2,0.0097,0.846,84449,2011
0,0.0,0.0,18443,2007
1,0.2302,0.904,27703,1977
1,0.0076,0.71,64568,1961
4,0.0194,0.915,61238,2005
1,0.0038,0.793,207475,2011
5,0.0209,0.911,408490,2017
1,0.0117,0.92,710717,2020
0,0.0,0.0,462036,2017
0,0.0,0.0,464111,2017
0,0.0,0.0,409056,2018
3,0.114,0.923,24103,1986
1,0.001,0.781,542787,2018
0,0.0,0.0,29565,1980
4,0.0357,0.94,343284,2015
1,0.0036,0.654,16313,2008
0,0.0,0.0,1028243,2022
0,0.0,0.0,400329,2016
0,0.0,0.0,54075,2011
1,0.4999,0.828,87874,1997
1,0.0079,0.703,129213,1994
1,0.0021,0.661,599724,2019
0,0.0,0.0,438734,2017
2,0.1257,0.915,41374,1990
0,0.0,0.0,436973,2018
0,0.0,0.0,408268,2016
0,0.0,0.0,361043,2015
1,0.0064,0.841,32170,2005
1,0.0589,0.901,19963,1996
2,0.024,0.877,444193,2017
1,0.0105,0.911,31624,1973
2,0.0087,0.896,35826,1989
0,0.0,0.0,45746,2006
2,0.2989,0.943,829410,2022
1,0.0283,0.711,25088,1990
0,0.0,0.0,383535,2016
4,0.0246,0.921,50382,1986
24,0.0528,0.865,411549,2017
0,0.0,0.0,56705,1986
1,0.0329,0.902,269588,2016
3,0.1566,0.9,18250,1972
2,0.1273,0.69,441647,2017
1,0.0295,0.871,228496,2013
0,0.0,0.0,71853,1990
0,0.0,0.0,57447,1976
0,0.0,0.0,64622,2011
1,0.0081,0.758,38761,1972
1,0.157,0.928,27150,1982
2,0.0668,0.85,44909,1991
0,0.0,0.0,344593,2015
2,0.0346,0.905,37601,1972
2,0.0767,0.894,436387,2018
0,0.0,0.0,54111,1999
4,0.0565,0.924,567220,2018
2,0.0023,0.812,785664,2022
0,0.0,0.0,521531,2020
1,0.0227,0.901,10593,1998
3,0.088,0.928,55689,1973
1,0.0145,0.899,21766,2006
1,0.0018,0.826,283127,2015
4,0.2256,0.905,117978,2012
0,0.0,0.0,800597,2012
0,0.0,0.0,602518,2019
0,0.0,0.0,274626,2014
3,0.01,0.904,7392,1976
7,0.1971,0.906,26042,1999
7,0.0223,0.92,55784,1976
1,0.0351,0.859,63025,1971
1,0.1199,0.745,27296,2005
1,0.0034,0.852,35908,2009
3,0.0139,0.916,220447,2014
1,0.4616,0.904,9533,2002
0,0.0,0.0,67737,1980
0,0.0,0.0,298093,2014
4,0.0116,0.882,188489,2013
0,0.0,0.0,38701,1975
0,0.0,0.0,14686,2008
1,0.1547,0.846,30870,1990
0,0.0,0.0,36224,2001
0,0.0,0.0,552504,2019
1,0.0801,0.798,21784,2007
1,0.0158,0.899,105623,1978
1,0.0566,0.903,945840,2022
0,0.0,0.0,49096,1978
0,0.0,0.0,46078,1986
2,0.0473,0.901,31965,1968
0,0.0,0.0,10094,2006
2,0.0398,0.913,30876,1977
2,0.0016,0.725,26480,1974
1,0.0972,0.856,731740,2021
0,0.0,0.0,12587,2001
0,0.0,0.0,244852,2014
0,0.0,0.0,39982,1981
0,0.0,0.0,96235,2005
0,0.0,0.0,46885,1982
7,0.0792,0.908,26521,2008
5,0.0845,0.906,138372,2012
1,0.4459,0.827,728874,2020
0,0.0,0.0,14192,2008
0,0.0,0.0,62761,1974
3,0.1788,0.917,51215,2001
1,0.241,0.704,3117,1974
2,0.0622,0.917,713924,2020
0,0.0,0.0,21619,2003
3,0.0746,0.903,371193,1993
0,0.0,0.0,254188,2014
0,0.0,0.0,5421,1981
0,0.0,0.0,347944,2015
3,0.0447,0.909,53335,2006
0,0.0,0.0,74860,2011
5,0.015,0.892,267268,2014
1,0.9923,0.654,14795,2008
0,0.0,0.0,440397,2017
0,0.0,0.0,40729,1990
3,0.0578,0.923,190899,2012
6,0.0331,0.911,90118,2012
3,0.0424,0.844,421848,2016
2,0.1202,0.895,323694,2015
0,0.0,0.0,29797,2007
0,0.0,0.0,42251,1982
1,0.2731,0.93,3037,2007
0,0.0,0.0,40969,1980
7,0.0766,0.9,11376,2001
1,0.2924,0.775,48131,1978
2,0.2809,0.915,37938,1979
2,0.0587,0.902,362434,2015
0,0.0,0.0,387501,2016
1,0.1619,0.638,44340,2001
1,0.1281,0.742,211065,2013
2,0.0172,0.907,716819,2020
1,0.0222,0.719,12532,2004
0,0.0,0.0,345875,2015
5,0.0457,0.914,404947,2016
1,0.0252,0.82,319314,2006
1,0.2165,0.696,660335,2021
2,0.1294,0.916,299939,2014
0,0.0,0.0,524789,2018
0,0.0,0.0,35074,2010
0,0.0,0.0,26954,1990
0,0.0,0.0,1027899,2022
2,0.0199,0.911,41759,1993
0,0.0,0.0,42594,1970
9,0.0504,0.917,16209,2001
0,0.0,0.0,217665,2011
1,0.5476,0.703,71622,2010
1,0.1374,0.857,39303,2009
0,0.0,0.0,1022128,2022
0,0.0,0.0,416724,2018
2,0.0259,0.918,28691,1976
1,0.1325,0.903,39857,1993
0,0.0,0.0,35280,1972
0,0.0,0.0,553456,2019
0,0.0,0.0,345931,2015
0,0.0,0.0,47340,1986
2,0.0445,0.897,601099,2019
4,0.0811,0.903,10205,2000
1,0.047,0.922,300906,2015
2,0.2045,0.942,22105,2006
0,0.0,0.0,492414,2020
2,0.0732,0.717,52001,2012
0,0.0,0.0,323792,2015
1,0.0327,0.831,208284,2013
0,0.0,0.0,40231,1977
1,0.2299,0.626,41401,2006
0,0.0,0.0,268105,2015
1,0.0359,0.619,651696,2019
0,0.0,0.0,1699,2003
1,0.0077,0.843,39855,2007
1,0.1919,0.682,560981,2021
1,0.0329,0.861,61964,1992
0,0.0,0.0,78402,1989
3,0.2048,0.921,78461,2012
