id,year,title,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,rek_mod,rek_violence,rek_mod_weapons,rek_gore,rek_n_faces,rek_emotion,rek_gender,rek_age_lo,rek_age_hi
238636,2014,The Purge: Anarchy,City:1.00|Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Street:1.00|Urban:1.00|Adult:0.99|Female:0.99|Person:0.99,City,0.9978,0.0,0.0,0.9935,0.0,0.7426,0.0,18,16.76,82.49,81.85,#000000:75.9|#2f4f4f:7.2|#c0c0c0:5.0|#a0522d:3.7|#556b2f:3.3,,0.0,0.0,0.0,2,CALM:0.96,Male,21,27
474764,2020,The Lodge,Nature:1.00|Outdoors:1.00|Snow:0.98|Chandelier:0.97|Lamp:0.97|Snowflake:0.95|Night:0.56|Ice:0.53|Winter:0.52|Weather:0.51,Nature,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.31,49.03,55.59,#000000:91.1|#2f4f4f:6.1|#808080:2.5|#c0c0c0:0.2,,0.0,0.0,0.0,0,,,-1,-1
346364,2017,It,Clothing:1.00|Coat:1.00|Boy:0.97|Child:0.97|Male:0.97|Person:0.97|Balloon:0.96|Raincoat:0.91|Face:0.54|Head:0.54,Clothing,1.0,0.0,0.0,0.9681,0.0,0.0,0.0,6,16.22,44.05,77.19,#000000:84.1|#2f4f4f:6.7|#696969:2.9|#a9a9a9:2.7|#daa520:2.2,,0.0,0.0,0.0,0,,,-1,-1
124470,2014,Exists,Advertisement:1.00|Poster:1.00|Nature:0.92|Outdoors:0.92|Book:0.87|Publication:0.87|Adult:0.81|Bride:0.81|Female:0.81|Person:0.81,Advertisement,0.9993,0.0,0.0,0.8073,0.5585,0.0,0.0,5,35.86,32.03,84.75,#000000:51.8|#2f4f4f:34.9|#a9a9a9:8.1|#dcdcdc:3.6|#b8860b:1.1,,0.0,0.0,0.0,0,,,-1,-1
9042,2005,The Cave,Lighting:1.00|Book:1.00|Publication:1.00|Advertisement:0.96|Poster:0.96|Person:0.95|Outdoors:0.68|Furniture:0.65|Cross:0.59|Nature:0.58,Lighting,1.0,0.0,0.5197,0.9523,0.5202,0.0,0.0,5,15.68,75.8,80.66,#000000:65.5|#556b2f:16.3|#2f4f4f:13.4|#8fbc8f:3.6|#008b8b:1.1,,0.0,0.0,0.0,2,CALM:0.94,Female,23,29
528985,2019,Assimilate,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Adult:0.99,Face,0.9997,0.0,0.0,0.9997,0.0,0.0,0.0,12,12.77,35.69,77.48,#000000:74.4|#2f4f4f:12.9|#808080:6.4|#a0522d:4.9|#b22222:0.9,,0.0,0.0,0.0,3,CONFUSED:0.45,Female,23,29
659986,2020,The Owners,Book:1.00|Publication:1.00|Face:0.99|Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Advertisement:0.95|Poster:0.88|Adult:0.88,Book,1.0,0.0,0.0,0.9915,0.0,0.0,0.0,9,7.35,67.85,77.19,#000000:82.1|#696969:6.1|#2f4f4f:5.9|#808080:3.1|#a0522d:1.2,,0.0,0.0,0.0,2,CALM:0.48,Male,27,35
36685,1975,The Rocky Horror Picture Show,Water:0.99|Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Male:0.93|Man:0.93|Advertisement:0.86|Tubing:0.58|Poster:0.54,Water,0.9905,0.0,0.0,0.9849,0.9905,0.0,0.0,24,8.03,82.22,81.74,#000000:64.0|#b22222:15.0|#2f4f4f:10.3|#e9967a:5.4|#800000:3.7,,0.0,0.0,0.0,6,CALM:0.98,Female,23,29
10577,2000,Dracula 2000,Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Advertisement:0.99|Book:0.99|Publication:0.99|Poster:0.99|Bride:0.82|Female:0.82,Adult,0.993,0.5424,0.5425,0.993,0.0,0.0,0.0,22,7.26,76.76,82.58,#000000:60.0|#a52a2a:15.9|#800000:11.7|#e9967a:6.2|#ffb6c1:3.4,Non-Explicit Nudity of Intimate parts and Kissing:0.52|Non-Explicit Nudity:0.52|Partially Exposed Female Breast:0.52,0.0,0.0,0.0,6,CALM:0.94,Male,25,33
13207,2009,Friday the 13th,Glove:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Book:0.99|Publication:0.99|Advertisement:0.98|Poster:0.98|Coat:0.68,Glove,0.9984,0.5559,0.0,0.994,0.0,0.0,0.5532,6,1.41,23.17,68.19,#000000:83.0|#2f4f4f:13.2|#5f9ea0:2.9|#800000:0.5|#a52a2a:0.4,,0.0,0.0,0.0,0,,,-1,-1
13515,2008,Mirrors,Book:1.00|Publication:1.00|Coat:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Pants:0.99|Advertisement:0.98|Poster:0.97,Book,0.9999,0.0,0.0,0.9869,0.0,0.0,0.0,6,40.24,77.58,82.66,#000000:51.7|#2f4f4f:22.6|#696969:14.4|#a9a9a9:9.4|#dc143c:1.2,,0.0,0.0,0.0,1,CALM:0.97,Male,39,47
442249,2018,The First Purge,Advertisement:1.00|Poster:0.99|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Moon:0.72|Light:0.68|Book:0.57|Publication:0.57,Advertisement,0.9984,0.0,0.0,0.9767,0.0,0.0,0.0,5,21.24,83.82,86.61,#000000:59.6|#2f4f4f:23.9|#dcdcdc:7.1|#696969:6.0|#808080:2.9,,0.0,0.0,0.0,1,CALM:0.86,Male,34,42
57876,2015,Area 51,Silhouette:1.00|Smoke Pipe:0.64|Text:0.57|Book:0.57|Publication:0.57|Logo:0.57|Stencil:0.57|Long Sleeve:0.56|Sleeve:0.56|Plot:0.56,Silhouette,0.9999,0.0,0.0,0.0,0.0,0.0,0.9999,1,100.0,2.99,77.31,#ffffff:91.5|#dcdcdc:2.7|#000000:2.4|#808080:1.9|#c0c0c0:1.6,,0.0,0.0,0.0,0,,,-1,-1
326,2006,Snakes on a Plane,Accessories:0.76|Shark:0.76|Aircraft:0.70|Vehicle:0.70|Weapon:0.67|Dagger:0.66|Symbol:0.58|Logo:0.57|Spider:0.57|Book:0.56,Accessories,0.7637,0.6657,0.7622,0.0,0.0,0.0,0.0,2,0.0,77.07,79.59,#000000:81.3|#696969:4.9|#dc143c:4.3|#2f4f4f:3.8|#808080:2.5,,0.0,0.0,0.0,0,,,-1,-1
12142,2005,Alone in the Dark,Book:0.96|Publication:0.96|Blackboard:0.88|Head:0.56|Person:0.56|X-Ray:0.55|Invertebrate:0.55|Spider:0.55|Alien:0.54|Face:0.54,Book,0.9601,0.0,0.545,0.5593,0.0,0.0,0.0,1,31.76,43.92,57.08,#000000:55.6|#2f4f4f:38.9|#696969:4.6|#c0c0c0:0.9,,0.0,0.0,0.0,0,,,-1,-1
22804,2009,Saw VI,Device:0.90|Lawn Mower:0.90|Robot:0.88|Electronics:0.58|Advertisement:0.58|Poster:0.58|Hardware:0.57|Book:0.55|Publication:0.55|Construction:0.53,Device,0.8973,0.5284,0.0,0.0,0.0,0.0,0.0,1,59.1,87.08,100.0,#000000:42.2|#dcdcdc:25.8|#c0c0c0:14.8|#2f4f4f:10.0|#808080:4.0,,0.0,0.0,0.0,0,,,-1,-1
13009,2008,Zombie Strippers!,Advertisement:1.00|Poster:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Publication:0.99|Blonde:0.98|Hair:0.98|Male:0.97,Advertisement,0.998,0.0,0.0,0.9936,0.0,0.0,0.0,22,73.89,82.79,83.98,#556b2f:22.6|#cd853f:18.4|#2f4f4f:16.3|#ffebcd:16.0|#d2b48c:7.0,Swimwear or Underwear:0.90|Female Swimwear or Underwear:0.90|Non-Explicit Nudity of Intimate parts and Kissing:0.69|Non-Explicit Nudity:0.69|Partially Exposed Buttocks:0.69,0.0,0.0,0.0,10,CALM:0.97,Male,57,63
11284,1991,Freddy's Dead: The Final Nightmare,Advertisement:0.99|Poster:0.98|Book:0.97|Publication:0.97|Adult:0.85|Female:0.85|Person:0.85|Woman:0.85|Blade:0.76|Dagger:0.76,Advertisement,0.9918,0.758,0.5589,0.8521,0.0,0.0,0.0,5,33.28,35.31,54.44,#000000:48.3|#191970:34.8|#483d8b:6.7|#800000:4.8|#708090:3.0,,0.0,0.0,0.0,0,,,-1,-1
17609,2009,Antichrist,Finger:0.99|Hand:0.99|Person:0.99|Photography:0.95|Text:0.91|Blackboard:0.87|Adult:0.86|Female:0.86|Woman:0.86|Bicycle:0.60,Finger,0.9948,0.0,0.0,0.9948,0.0,0.0,0.0,6,4.03,11.8,46.89,#000000:87.2|#696969:7.5|#2f4f4f:5.1|#808080:0.1,,0.0,0.0,0.0,0,,,-1,-1
139038,2013,A Haunted House,Advertisement:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Poster:0.99|Face:0.98|Head:0.98|Photography:0.98|Portrait:0.98,Advertisement,0.9894,0.554,0.0,0.9887,0.0,0.0,0.0,17,0.0,76.72,79.57,#000000:79.6|#2f4f4f:6.0|#a0522d:4.9|#696969:3.8|#808080:3.7,,0.0,0.0,0.0,6,FEAR:0.94,Male,26,34
996727,2022,The Price We Pay,Book:1.00|Publication:1.00|Novel:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Advertisement:0.93|Poster:0.93|T-Shirt:0.84,Book,1.0,0.0,0.0,0.9854,0.0,0.529,0.0,10,34.32,80.46,83.57,#000000:60.3|#800000:14.5|#a52a2a:6.4|#c0c0c0:5.7|#e9967a:5.6,,0.0,0.0,0.0,2,CALM:0.96,Male,43,51
473165,2017,Dead Again in Tombstone,Firearm:1.00|Weapon:1.00|Advertisement:1.00|Poster:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Hat:0.99|Adult:0.99|Male:0.99,Firearm,0.9997,0.9997,0.0,0.9883,0.0,0.0,0.0,6,75.32,94.26,100.0,#000000:31.0|#dcdcdc:28.8|#696969:8.4|#2f4f4f:8.3|#a9a9a9:6.5,Weapons:0.99|Violence:0.99|Weapon Violence:0.43|Graphic Violence:0.43,0.989,0.989,0.0,1,CALM:0.91,Male,59,65
628,1994,Interview with the Vampire,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Advertisement:0.98|Male:0.95|Man:0.95|Poster:0.94,Book,0.9997,0.0,0.0,0.989,0.0,0.5259,0.0,11,27.46,76.04,89.3,#000000:56.6|#bc8f8f:12.5|#800000:11.2|#e9967a:10.4|#a0522d:8.4,,0.0,0.0,0.0,1,ANGRY:0.84,Male,21,27
610394,2019,The Haunting of La Llorona,Book:1.00|Publication:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.97|Female:0.97|Woman:0.97|Novel:0.97|Male:0.95,Book,1.0,0.0,0.5286,0.9987,0.0,0.0,0.0,8,38.07,81.86,84.2,#000000:62.8|#696969:15.1|#808080:10.2|#2f4f4f:7.6|#c0c0c0:4.3,Blood & Gore:0.83|Graphic Violence:0.83|Violence:0.83,0.8315,0.0,0.8315,1,CALM:0.45,Female,22,28
429417,2018,Ghost Stories,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Book:0.97|Publication:0.97|Coat:0.93|Jacket:0.93,Advertisement,1.0,0.0,0.0,0.991,0.0,0.0,0.5412,20,35.61,83.94,96.28,#000000:55.1|#a9a9a9:15.9|#dcdcdc:12.3|#696969:7.2|#2f4f4f:5.4,,0.0,0.0,0.0,4,CALM:0.96,Male,42,50
793002,2021,Dreamcatcher,Book:0.96|Publication:0.96|Adult:0.95|Bride:0.95|Female:0.95|Person:0.95|Woman:0.95|Comics:0.57|Advertisement:0.55|Poster:0.55,Book,0.9638,0.5474,0.0,0.9484,0.0,0.0,0.0,5,41.08,86.29,89.99,#000000:50.1|#800000:22.3|#c0c0c0:11.5|#cd853f:8.0|#8b4513:3.3,,0.0,0.0,0.0,1,FEAR:0.87,Female,20,26
409582,2018,7 Guardians of the Tomb,Advertisement:1.00|Poster:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Photography:0.98|Portrait:0.98|Boy:0.96|Child:0.96,Advertisement,1.0,0.0,0.8653,0.9789,0.0,0.0,0.0,14,52.93,86.17,85.84,#191970:22.4|#000000:20.2|#deb887:14.4|#2f4f4f:11.9|#bc8f8f:10.8,,0.0,0.0,0.0,3,ANGRY:0.83,Male,57,65
10585,1988,Child's Play,Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Baby:0.99|Book:0.98|Publication:0.98|Advertisement:0.96|Poster:0.89|Comics:0.82,Head,0.9928,0.5336,0.5297,0.9928,0.0,0.0,0.0,3,15.23,83.78,96.75,#000000:58.9|#c0c0c0:18.0|#696969:5.5|#fa8072:5.4|#800000:4.4,,0.0,0.0,0.0,1,SURPRISED:0.84,Female,6,12
24001,2009,The Hills Run Red,Book:1.00|Publication:1.00|Adult:0.98|Bride:0.98|Female:0.98|Person:0.98|Woman:0.98|Novel:0.95|Male:0.94|Man:0.94,Book,1.0,0.0,0.0,0.9795,0.0,0.0,0.0,22,50.56,83.62,89.04,#000000:34.6|#800000:22.0|#deb887:12.9|#8b4513:10.3|#a0522d:7.9,,0.0,0.0,0.0,3,ANGRY:0.43,Female,24,32
132137,2012,Werewolf: The Beast Among Us,Nature:0.99|Night:0.99|Outdoors:0.99|Animal:0.92|Bear:0.92|Mammal:0.92|Wildlife:0.92|Astronomy:0.86|Moon:0.86|Ape:0.78,Nature,0.9896,0.0,0.9185,0.0,0.0,0.0,0.0,1,20.16,80.92,99.53,#000000:56.8|#dcdcdc:19.2|#2f4f4f:12.0|#708090:4.0|#778899:3.2,,0.0,0.0,0.0,0,,,-1,-1
36599,1980,Prom Night,Smoke Pipe:0.77|Shark:0.71|Ninja:0.58|Book:0.58|Publication:0.58|Weapon:0.57|Advertisement:0.57|Poster:0.57|Alien:0.55|Hoodie:0.54,Smoke Pipe,0.7681,0.5732,0.7091,0.0,0.0,0.0,0.0,2,0.33,72.49,79.44,#000000:77.1|#2f4f4f:11.5|#800000:4.6|#c0c0c0:2.8|#696969:2.3,,0.0,0.0,0.0,0,,,-1,-1
16235,1982,Amityville II: The Possession,Advertisement:1.00|Poster:1.00|Architecture:0.56|Building:0.56|Observatory:0.56|Planetarium:0.55|Nature:0.53|Night:0.53|Outdoors:0.53|Dome:0.53,Advertisement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.38,90.13,92.05,#000000:51.2|#191970:17.4|#483d8b:11.3|#dcdcdc:11.2|#696969:4.8,,0.0,0.0,0.0,0,,,-1,-1
565028,2021,Candyman,Coat:1.00|Jacket:0.98|Overcoat:0.97|Axe:0.58|Fleece:0.57|Sweater:0.57|Fur:0.57|Hoodie:0.57|Sweatshirt:0.57|Bag:0.56,Coat,1.0,0.577,0.0,0.0,0.0,0.0,0.0,2,8.59,75.81,100.0,#000000:64.2|#ffffff:28.9|#2f4f4f:3.1|#c0c0c0:2.0|#696969:1.0,,0.0,0.0,0.0,0,,,-1,-1
5237,1992,Dust Devil,Book:1.00|Publication:1.00|Coat:1.00|Fashion:0.96|Adult:0.90|Male:0.90|Man:0.90|Person:0.90|Hat:0.80|Advertisement:0.63,Book,0.9999,0.0,0.0,0.8977,0.0,0.0,0.0,5,54.17,78.02,89.3,#000000:26.6|#800000:21.4|#b22222:15.8|#8b0000:14.7|#ffebcd:10.7,,0.0,0.0,0.0,0,,,-1,-1
49017,2014,Dracula Untold,Adult:0.96|Male:0.96|Man:0.96|Person:0.96|Book:0.80|Publication:0.80|Batman:0.73|Glove:0.71|Advertisement:0.58|Poster:0.57,Adult,0.9583,0.0,0.5673,0.9583,0.0,0.0,0.0,8,34.42,78.88,83.11,#000000:53.5|#2f4f4f:18.8|#708090:12.8|#696969:7.7|#a9a9a9:5.2,,0.0,0.0,0.0,1,CALM:0.47,Male,26,34
9616,2003,The Order,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99,Face,0.9998,0.5185,0.0,0.9998,0.0,0.0,0.0,8,52.38,77.4,100.0,#000000:43.2|#dcdcdc:13.9|#ffffff:13.5|#2f4f4f:8.6|#808080:6.9,,0.0,0.0,0.0,1,CALM:0.82,Male,30,38
50719,1987,"Silent Night, Deadly Night Part 2",Firearm:1.00|Weapon:1.00|Gun:1.00|Handgun:1.00|Book:0.96|Publication:0.96|Accessories:0.90|Smoke Pipe:0.72|Advertisement:0.58|Poster:0.56,Firearm,0.9994,0.9994,0.0,0.0,0.0,0.0,0.0,3,6.56,84.36,84.5,#000000:69.5|#a9a9a9:7.6|#2f4f4f:6.1|#ff4500:4.7|#800000:4.4,Weapon Violence:0.69|Graphic Violence:0.69|Violence:0.69,0.6884,0.0,0.0,0,,,-1,-1
787752,2022,Fresh,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Advertisement:1.00|Poster:1.00|Adult:0.88|Female:0.88|Woman:0.88,Face,1.0,0.0,0.0,1.0,0.0,0.0,0.5367,4,31.65,76.1,86.48,#000000:56.6|#800000:22.3|#ffb6c1:8.8|#bc8f8f:5.1|#e9967a:3.9,,0.0,0.0,0.0,2,CALM:0.91,Female,19,25
78383,2013,Nurse 3-D,Costume:1.00|Latex Clothing:0.81|Smoke Pipe:0.79|Shoe:0.57|Sword:0.56|Weapon:0.56|Corset:0.55|Lipstick:0.55|High Heel:0.55|Lady:0.54,Costume,0.9991,0.5591,0.0,0.0,0.0,0.0,0.0,1,95.78,57.8,78.79,#dcdcdc:43.9|#ffffff:27.2|#c0c0c0:19.5|#a52a2a:3.7|#a9a9a9:1.6,,0.0,0.0,0.0,1,CALM:0.86,Female,20,26
295011,2018,Patient Zero,Advertisement:1.00|Poster:1.00|Adult:0.93|Male:0.93|Man:0.93|Person:0.93|Kangaroo:0.63|Bonfire:0.62|Book:0.57|Publication:0.57,Advertisement,1.0,0.0,0.0,0.9335,0.0,0.0,0.0,16,86.86,83.1,96.18,#c0c0c0:44.5|#000000:25.9|#808080:9.6|#800000:6.3|#a0522d:5.5,Blood & Gore:0.56|Graphic Violence:0.56|Violence:0.56,0.5645,0.0,0.5645,0,,,-1,-1
9792,2006,The Hills Have Eyes,Book:1.00|Publication:1.00|Novel:0.98|Baby:0.94|Person:0.94|Portrait:0.64|Art:0.55|Painting:0.55|Advertisement:0.55|Poster:0.54,Book,1.0,0.0,0.0,0.9389,0.0,0.0,0.0,4,62.08,79.29,98.21,#000000:37.2|#deb887:17.9|#cd853f:14.5|#ffdead:11.6|#800000:7.5,,0.0,0.0,0.0,1,FEAR:0.83,Female,25,33
12590,2002,Below,Advertisement:1.00|Book:0.95|Publication:0.95|Adult:0.91|Female:0.91|Person:0.91|Woman:0.91|Poster:0.90|Weapon:0.75|Lighting:0.61,Advertisement,0.9968,0.751,0.0,0.9075,0.5544,0.0,0.0,4,2.78,40.25,84.16,#000000:67.6|#483d8b:10.1|#87ceeb:9.2|#4682b4:7.9|#191970:4.1,,0.0,0.0,0.0,1,FEAR:0.97,Female,15,21
9529,1992,Candyman,Animal:1.00|Bee:1.00|Honey Bee:1.00|Invertebrate:1.00|Wasp:0.99|Apidae:0.96|Adult:0.93|Male:0.93|Man:0.93|Person:0.93,Animal,0.9984,0.0,0.9984,0.9327,0.0,0.0,0.0,6,93.36,80.75,98.98,#ffffff:45.9|#000000:22.3|#dda0dd:8.0|#808080:5.9|#d8bfd8:5.3,,0.0,0.0,0.0,0,,,-1,-1
663712,2022,Terrifier 2,Adult:0.97|Female:0.97|Person:0.97|Woman:0.97|Book:0.82|Publication:0.82|Advertisement:0.78|Festival:0.78|Comics:0.66|Halloween:0.61,Adult,0.9693,0.0,0.5343,0.9693,0.0,0.0,0.0,4,41.38,82.62,82.7,#000000:55.4|#800000:23.7|#a9a9a9:7.2|#a52a2a:5.3|#696969:3.7,,0.0,0.0,0.0,0,,,-1,-1
244566,2014,Life After Beth,Head:1.00|Person:1.00|Face:1.00|Photography:1.00|Portrait:1.00|Adult:0.99|Female:0.99|Woman:0.99|Happy:0.99|Smile:0.99,Head,0.9999,0.0,0.0,0.9999,0.0,0.0,0.0,5,47.18,84.88,92.01,#000000:37.4|#2f4f4f:21.1|#c0c0c0:14.7|#808080:7.0|#87ceeb:6.4,,0.0,0.0,0.0,1,HAPPY:1.00,Female,29,37
864873,2021,Hypnotic,Microphone:1.00|Lighting:1.00|Person:0.98|Furniture:0.98|Table:0.98|Crib:0.96|Silhouette:0.95|Electronics:0.87|Screen:0.87|Lamp:0.83,Microphone,0.9985,0.0,0.0,0.9812,0.0,0.0,0.9497,3,92.84,83.57,100.0,#ffffff:38.4|#000000:21.4|#a9a9a9:18.1|#dcdcdc:11.4|#2f4f4f:7.0,,0.0,0.0,0.0,0,,,-1,-1
8869,2002,Eight Legged Freaks,Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.99|Male:0.99|Man:0.99|Female:0.98|Woman:0.98|Animal:0.97,Head,0.9963,0.0,0.968,0.9963,0.0,0.0,0.0,17,77.57,85.69,90.36,#dcdcdc:19.0|#000000:15.6|#4682b4:12.1|#ff0000:10.8|#bc8f8f:10.3,,0.0,0.0,0.0,3,HAPPY:0.28,Male,36,44
22894,2010,Legion,Book:1.00|Publication:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Gun:0.75|Angel:0.58|Skin:0.58|Tattoo:0.58,Book,0.9955,0.7489,0.0,0.9841,0.0,0.0,0.0,9,30.62,78.25,90.01,#000000:53.5|#d2b48c:17.8|#696969:9.6|#2f4f4f:8.4|#8b4513:4.0,Non-Explicit Nudity of Intimate parts and Kissing:0.98|Non-Explicit Nudity:0.98|Bare Back:0.98|Exposed Male Nipple:0.82,0.0,0.0,0.0,1,CALM:0.98,Male,33,41
477462,2022,The Twin,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Adult:0.98|Female:0.98|Woman:0.98,Face,0.9999,0.0,0.0,0.9999,0.0,0.0,0.0,11,35.88,75.18,84.16,#000000:69.6|#2f4f4f:13.4|#87ceeb:6.3|#696969:5.8|#dcdcdc:4.3,,0.0,0.0,0.0,3,SAD:0.66,Female,33,41
10576,1983,Psycho II,Book:1.00|Publication:1.00|Person:1.00|Novel:0.98|Silhouette:0.97|Photography:0.95|Outdoors:0.78|Nature:0.77|Housing:0.65|Night:0.65,Book,0.9999,0.0,0.0,0.9959,0.0,0.0,0.9655,1,4.65,76.31,77.62,#000000:71.7|#4682b4:11.0|#b22222:8.3|#2f4f4f:5.5|#800000:2.5,,0.0,0.0,0.0,0,,,-1,-1
10160,1989,A Nightmare on Elm Street: The Dream Child,Advertisement:1.00|Poster:1.00|Book:0.92|Publication:0.92|Shark:0.80|Ceiling Fan:0.65|Art:0.57|Graphics:0.57|Bee:0.55|Wasp:0.55,Advertisement,0.9999,0.0,0.7969,0.0,0.0,0.0,0.0,1,60.2,76.93,85.46,#191970:26.4|#483d8b:17.6|#000000:17.1|#a9a9a9:16.7|#4682b4:11.3,,0.0,0.0,0.0,0,,,-1,-1
406052,2016,Mostly Ghostly 3: One Night in Doom House,Book:1.00|Publication:1.00|Person:0.99|Photography:0.99|Portrait:0.99|Advertisement:0.95|Poster:0.91|Adult:0.88|Female:0.88|Woman:0.88,Book,0.9999,0.0,0.0,0.9858,0.0,0.0,0.0,12,23.93,86.04,83.74,#000000:67.0|#556b2f:15.1|#2f4f4f:9.1|#d2b48c:5.0|#ffebcd:2.6,,0.0,0.0,0.0,4,CALM:0.85,Male,13,21
8913,1989,Pet Sematary,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Adult:0.95|Male:0.95|Man:0.95|Person:0.95|Face:0.89|Photography:0.89,Advertisement,0.9996,0.0,0.5454,0.9544,0.0,0.0,0.0,4,2.63,81.61,85.01,#000000:70.0|#778899:11.8|#696969:4.9|#800000:4.4|#ffffff:3.2,,0.0,0.0,0.0,2,FEAR:0.90,Female,24,32
12122,1995,Village of the Damned,Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Person:0.96|Photography:0.96|Portrait:0.96|Adult:0.89|Male:0.89|Man:0.89,Book,1.0,0.0,0.557,0.9611,0.0,0.0,0.0,5,3.89,82.13,88.54,#000000:63.5|#2f4f4f:15.4|#808080:12.7|#c0c0c0:7.5|#800000:0.9,,0.0,0.0,0.0,1,FEAR:0.45,Male,4,10
397243,2016,The Autopsy of Jane Doe,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.95|Female:0.95|Woman:0.95|Piercing:0.76|Black Hair:0.76,Face,0.9999,0.0,0.0,0.9999,0.0,0.0,0.0,4,81.8,77.18,100.0,#000000:31.0|#ffffff:31.0|#808080:14.3|#a9a9a9:9.5|#c0c0c0:7.1,,0.0,0.0,0.0,1,SAD:0.98,Female,20,26
282813,2014,The Pyramid,Animal:0.69|Panther:0.69|Shark:0.66|Outdoors:0.63|Nature:0.60|Pyramid:0.57|Night:0.56|Advertisement:0.56|Poster:0.55|Astronomy:0.54,Animal,0.6874,0.0,0.6874,0.0,0.0,0.0,0.0,2,4.35,77.55,77.51,#000000:87.4|#a0522d:5.2|#2f4f4f:3.2|#d2b48c:3.2|#ffebcd:0.8,,0.0,0.0,0.0,0,,,-1,-1
774021,2021,Demonic,Cross:1.00|Symbol:1.00|Purple:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Lighting:0.99|Sword:0.85|Indoors:0.82,Cross,1.0,0.849,0.0,0.9975,0.0,0.0,0.5393,4,42.11,77.14,82.62,#000000:36.0|#191970:29.9|#483d8b:13.1|#6495ed:6.5|#00bfff:5.9,,0.0,0.0,0.0,0,,,-1,-1
401561,2018,Mom and Dad,Accessories:1.00|Formal Wear:1.00|Tie:1.00|Pants:0.99|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Female:0.96|Woman:0.96,Accessories,0.9988,0.0,0.0,0.9887,0.0,0.0,0.0,12,73.06,90.97,89.78,#808080:27.6|#000000:19.9|#c0c0c0:14.8|#b22222:11.8|#dcdcdc:9.7,Blood & Gore:0.94|Graphic Violence:0.94|Violence:0.94,0.9359,0.0,0.9359,2,CALM:0.92,Male,45,53
41402,2010,Let Me In,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Advertisement:0.99|Book:0.99|Publication:0.99|Adult:0.99|Female:0.99,Face,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,83.71,79.61,97.81,#dcdcdc:23.7|#2f4f4f:16.1|#000000:14.5|#ffffff:13.7|#800000:8.8,,0.0,0.0,0.0,1,SAD:0.58,Female,15,21
11377,1999,House on Haunted Hill,Advertisement:1.00|Poster:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Male:0.98|Man:0.98|Necklace:0.95|Bride:0.94,Advertisement,0.999,0.0,0.8116,0.99,0.0,0.0,0.0,20,0.51,86.01,88.42,#000000:67.4|#a52a2a:15.8|#dcdcdc:6.1|#800000:5.9|#fa8072:2.6,,0.0,0.0,0.0,5,CALM:0.99,Male,24,32
10066,2005,House of Wax,Ice:1.00|Nature:1.00|Outdoors:1.00|Winter:0.99|Advertisement:0.99|Poster:0.95|Snow:0.89|Bear:0.89|Mammal:0.89|Wildlife:0.89,Ice,1.0,0.0,0.89,0.0,0.558,0.0,0.0,1,0.0,41.81,75.49,#000000:89.0|#2f4f4f:6.2|#5f9ea0:3.6|#deb887:0.6|#556b2f:0.5,,0.0,0.0,0.0,0,,,-1,-1
