brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
43.38,0.4872,0.0,0.0,"[""#131313"", ""#fcfcfc"", ""#3f3f3f"", ""#757575"", ""#b9b9b9""]","[0.469, 0.289, 0.091, 0.088, 0.062]",26901,"Otto; or, Up with Dead People",2008
16.86,0.685,0.5365,0.123,"[""#0a0101"", ""#451108"", ""#803b0f"", ""#d47222"", ""#c9a440""]","[0.422, 0.18, 0.175, 0.16, 0.062]",355775,Sanib,2003
27.37,0.6239,0.4148,0.0235,"[""#0b1116"", ""#273842"", ""#bdd3da"", ""#5f8088"", ""#772a26""]","[0.653, 0.132, 0.11, 0.069, 0.036]",10185,The Midnight Meat Train,2008
30.23,0.3727,0.3389,0.0417,"[""#44387d"", ""#1e1b22"", ""#424c5b"", ""#9798b9"", ""#95483d""]","[0.321, 0.292, 0.147, 0.138, 0.102]",714825,Unbelievable Terror,2005
34.47,0.4793,0.4008,0.1187,"[""#18140e"", ""#652411"", ""#d33512"", ""#787070"", ""#e1dfdc""]","[0.568, 0.15, 0.102, 0.092, 0.087]",554833,Unsettled,2005
26.17,0.5157,0.0892,0.0354,"[""#201f20"", ""#494b43"", ""#bb1824"", ""#c9c9c8"", ""#791d23""]","[0.481, 0.348, 0.075, 0.063, 0.033]",940620,Tales of the Bizarre: 2004 Fall Special,2004
26.11,0.4994,0.4654,0.0216,"[""#200a1c"", ""#3e2632"", ""#544c56"", ""#79dbe7"", ""#6b8c96""]","[0.477, 0.245, 0.126, 0.078, 0.075]",258492,Vera,2003
61.66,0.2335,0.119,0.0093,"[""#110907"", ""#f0f2f5"", ""#786e7b"", ""#bcb9c1"", ""#3d312b""]","[0.318, 0.304, 0.137, 0.125, 0.117]",36586,Blade II,2002
52.46,0.2089,0.1491,0.038,"[""#171814"", ""#656564"", ""#e2dee0"", ""#ca0f16"", ""#660b10""]","[0.356, 0.282, 0.256, 0.058, 0.048]",13546,American Nightmare,2002
16.89,0.7193,0.4501,0.167,"[""#0b0202"", ""#52100b"", ""#a5290e"", ""#e8710f"", ""#f3c25f""]","[0.475, 0.16, 0.147, 0.126, 0.092]",10226,High Tension,2003
21.94,0.5681,0.4228,0.0,"[""#0d0e07"", ""#2c2b17"", ""#4a4826"", ""#6f703b"", ""#a2a467""]","[0.382, 0.234, 0.184, 0.106, 0.094]",34072,A Haunting In Connecticut,2002
47.68,0.3034,0.2533,0.0,"[""#191a20"", ""#cdcfb1"", ""#6e705c"", ""#1e2959"", ""#c9c936""]","[0.275, 0.272, 0.23, 0.192, 0.032]",157125,Scayrecrow,2008
29.16,0.5571,0.2383,0.0,"[""#141316"", ""#4b4b44"", ""#cfbd70"", ""#dad7cb"", ""#796937""]","[0.566, 0.168, 0.102, 0.083, 0.08]",319327,Incident On and Off a Mountain Road,2005
21.32,0.5909,0.7365,0.1319,"[""#130604"", ""#451a0d"", ""#664c1c"", ""#c49f3c"", ""#923f15""]","[0.474, 0.184, 0.134, 0.105, 0.103]",290623,The Adventures Of Young Van Helsing - Quest For The Lost Scepter,2004
24.99,0.571,0.488,0.0989,"[""#100c17"", ""#111c8c"", ""#663021"", ""#c55d29"", ""#c3a996""]","[0.462, 0.155, 0.145, 0.134, 0.104]",34596,The Darkroom,2006
16.63,0.7468,0.3819,0.0007,"[""#040904"", ""#0d2612"", ""#1e4b24"", ""#618a54"", ""#b3c1a9""]","[0.52, 0.23, 0.122, 0.069, 0.059]",13812,Quarantine,2008
24.41,0.6572,0.2288,0.0417,"[""#1f1a18"", ""#513d2e"", ""#a9855d"", ""#d8caaf"", ""#98483c""]","[0.55, 0.216, 0.112, 0.089, 0.034]",167665,The Commitment,2004
13.13,0.7618,0.1027,0.0097,"[""#070708"", ""#292e2f"", ""#61665e"", ""#afab8d"", ""#863f39""]","[0.584, 0.226, 0.113, 0.056, 0.022]",361061,Jelangkung,2001
12.76,0.7638,0.5316,0.1366,"[""#0c0905"", ""#512014"", ""#292b1b"", ""#b62d2b"", ""#9d7552""]","[0.583, 0.16, 0.139, 0.065, 0.053]",157958,Sa Ilalim ng Cogon,2005
39.55,0.3229,0.399,0.1224,"[""#31221f"", ""#974620"", ""#d49742"", ""#c5b4a1"", ""#5c7490""]","[0.415, 0.215, 0.146, 0.114, 0.11]",442680,Shaitani Dracula,2006
38.62,0.4381,0.1929,0.0,"[""#080b09"", ""#252f29"", ""#d9e1d5"", ""#4c5f52"", ""#8ca590""]","[0.377, 0.2, 0.177, 0.128, 0.118]",16092,The Appeared,2008
29.84,0.3432,0.1714,0.0909,"[""#26201e"", ""#484847"", ""#793625"", ""#c85c25"", ""#918884""]","[0.346, 0.258, 0.155, 0.127, 0.114]",72754,Decadent Evil,2005
28.63,0.5184,0.6741,0.4488,"[""#170504"", ""#3e100b"", ""#792b17"", ""#ab6552"", ""#d6a89a""]","[0.313, 0.31, 0.176, 0.116, 0.086]",97850,Marcus,2007
39.21,0.2864,0.459,0.0608,"[""#21252c"", ""#5386a7"", ""#cf8430"", ""#9b4931"", ""#b28f66""]","[0.319, 0.24, 0.202, 0.148, 0.091]",187591,666 (Beware the End Is at Hand),2007
30.94,0.4174,0.3422,0.0558,"[""#16181e"", ""#36485d"", ""#74829d"", ""#952830"", ""#bec5d6""]","[0.414, 0.299, 0.124, 0.086, 0.077]",267913,Vampire Assassin,2005
9.65,0.8072,0.3592,0.0326,"[""#07070c"", ""#122952"", ""#306ba1"", ""#572921"", ""#696461""]","[0.66, 0.152, 0.093, 0.059, 0.035]",328688,Orang Minyak,2007
41.12,0.3291,0.4466,0.2507,"[""#241d1e"", ""#853044"", ""#c82628"", ""#d0bbbf"", ""#c57e43""]","[0.358, 0.208, 0.202, 0.154, 0.078]",659376,V-MONSTER: Ghost Boxer,2000
42.12,0.369,0.4239,0.1221,"[""#0c0404"", ""#d4c9bb"", ""#ae8047"", ""#a61108"", ""#622a13""]","[0.368, 0.183, 0.182, 0.141, 0.126]",64717,Late Fee,2009
29.69,0.5017,0.4498,0.2161,"[""#0e0706"", ""#612219"", ""#9f3528"", ""#dacdc2"", ""#84665c""]","[0.54, 0.16, 0.112, 0.102, 0.086]",23173,Tormented,2009
31.77,0.3027,0.3279,0.3085,"[""#322b31"", ""#653537"", ""#d22228"", ""#a84b49"", ""#d5ae9c""]","[0.404, 0.21, 0.184, 0.131, 0.071]",55691,Tomboys,2009
32.23,0.3487,0.4206,0.0008,"[""#35624e"", ""#223b30"", ""#111916"", ""#4e9478"", ""#96af76""]","[0.276, 0.252, 0.242, 0.154, 0.076]",32583,Zombie Town,2007
70.85,0.1386,0.1869,0.0134,"[""#eeedee"", ""#1d1612"", ""#a9a2d2"", ""#b48f71"", ""#693b23""]","[0.35, 0.22, 0.171, 0.14, 0.12]",583102,Harami: White Fear,2005
35.17,0.3487,0.4888,0.0312,"[""#12141f"", ""#30466d"", ""#6685aa"", ""#c5aaa1"", ""#693031""]","[0.372, 0.244, 0.234, 0.076, 0.074]",413324,Vampire Resurrection,2001
33.43,0.5071,0.3037,0.0153,"[""#18141e"", ""#7d644b"", ""#cbc5bd"", ""#4b3d3a"", ""#b69a6d""]","[0.536, 0.127, 0.126, 0.12, 0.09]",14795,Baby Blues,2008
31.13,0.4934,0.4668,0.0152,"[""#080208"", ""#1d1836"", ""#a6b6b5"", ""#404c62"", ""#613915""]","[0.347, 0.295, 0.141, 0.137, 0.08]",19222,Parasomnia,2008
25.56,0.5993,0.5329,0.2303,"[""#150506"", ""#3d1b1b"", ""#bccbe6"", ""#986d6c"", ""#546a96""]","[0.503, 0.292, 0.078, 0.074, 0.053]",842707,Portrait: The Making of Henry,2005
30.42,0.4377,0.4396,0.0184,"[""#25345b"", ""#1a1924"", ""#4d6faf"", ""#b8bbbe"", ""#6e1e1d""]","[0.419, 0.305, 0.171, 0.083, 0.022]",61698,Tail Sting,2001
31.06,0.3966,0.2499,0.0012,"[""#323841"", ""#1e1718"", ""#4a5e73"", ""#7f8d9d"", ""#c3c7ce""]","[0.327, 0.312, 0.21, 0.09, 0.06]",89376,The Curse of El Charro,2005
67.26,0.0095,0.3315,0.0028,"[""#e0d4bf"", ""#5a3011"", ""#b58e70"", ""#667db4"", ""#8da6d3""]","[0.336, 0.31, 0.134, 0.11, 0.108]",5759,Baghead,2008
22.6,0.5212,0.5367,0.0854,"[""#130b16"", ""#2c1b53"", ""#713a80"", ""#882134"", ""#a78faf""]","[0.383, 0.215, 0.205, 0.136, 0.061]",55173,The Last,2007
19.73,0.5823,0.5499,0.0007,"[""#060904"", ""#277233"", ""#192812"", ""#0d4212"", ""#7d7d59""]","[0.371, 0.224, 0.177, 0.168, 0.06]",58674,T2,2009
13.0,0.8211,0.4018,0.1603,"[""#100806"", ""#291815"", ""#551d19"", ""#911e1c"", ""#d6d6d6""]","[0.564, 0.24, 0.122, 0.05, 0.024]",568290,Michael Got His Gun,2008
39.93,0.2084,0.4612,0.0569,"[""#382d21"", ""#6e4e35"", ""#a4824c"", ""#dec476"", ""#ba2a20""]","[0.366, 0.226, 0.188, 0.153, 0.066]",78203,The Echo Game,2009
52.51,0.14,0.4472,0.083,"[""#cd5174"", ""#232b2b"", ""#b61851"", ""#da8c9b"", ""#f4e3e5""]","[0.468, 0.172, 0.156, 0.138, 0.066]",51122,Make-Out with Violence,2008
15.35,0.7887,0.1656,0.0043,"[""#100f10"", ""#40383e"", ""#e4dd13"", ""#a78e93"", ""#7c6b19""]","[0.634, 0.126, 0.103, 0.078, 0.06]",97814,Skinned Deep,2004
81.01,0.0146,0.0,0.0,"[""#d3d3d3"", ""#eaeaea"", ""#b3b3b3"", ""#7a7a7a"", ""#3a3a3a""]","[0.378, 0.364, 0.14, 0.063, 0.056]",797937,Children of the Shadows,2006
39.66,0.4656,0.1466,0.0407,"[""#111313"", ""#d8e0dd"", ""#304342"", ""#809397"", ""#893d39""]","[0.413, 0.219, 0.16, 0.128, 0.08]",24104,The Apostate,2000
39.38,0.1871,0.1955,0.003,"[""#31343a"", ""#4d6072"", ""#739dab"", ""#bed5d6"", ""#b58a78""]","[0.424, 0.288, 0.169, 0.086, 0.034]",12416,The Substitute,2007
28.12,0.5066,0.4923,0.3503,"[""#110b0a"", ""#4d0e0e"", ""#b13422"", ""#7b5a53"", ""#e2bba4""]","[0.352, 0.25, 0.206, 0.109, 0.083]",1450,Blood: The Last Vampire,2009
15.46,0.7695,0.5597,0.0197,"[""#060c12"", ""#1c3744"", ""#613322"", ""#babfbc"", ""#e48e56""]","[0.737, 0.171, 0.043, 0.03, 0.019]",65322,Sensored,2009
25.25,0.5713,0.3108,0.0843,"[""#130e13"", ""#645c63"", ""#c0b9c0"", ""#651b1f"", ""#b21b1b""]","[0.635, 0.147, 0.095, 0.062, 0.06]",54608,Nightstalker,2009
28.32,0.5723,0.4822,0.0039,"[""#07161f"", ""#293031"", ""#615346"", ""#eedec3"", ""#a88a6e""]","[0.668, 0.119, 0.077, 0.074, 0.062]",638988,Cut,2004
5.41,0.904,0.122,0.0748,"[""#020101"", ""#f42134"", ""#9d222f"", ""#45181f"", ""#b4b6c3""]","[0.748, 0.118, 0.058, 0.054, 0.022]",276168,Harpy,2000
35.91,0.3603,0.3019,0.0004,"[""#0a0b0e"", ""#3b4234"", ""#707958"", ""#b9b06d"", ""#d4d9c7""]","[0.37, 0.228, 0.2, 0.142, 0.06]",18676,The Lost Treasure of the Grand Canyon,2008
18.22,0.6971,0.3187,0.0896,"[""#0b0605"", ""#622d1b"", ""#e32b36"", ""#a9a19d"", ""#ddb141""]","[0.642, 0.134, 0.11, 0.064, 0.049]",452386,Hell House,2009
35.7,0.3653,0.5488,0.3461,"[""#b62f1b"", ""#19100d"", ""#64281a"", ""#caa794"", ""#c9a042""]","[0.293, 0.283, 0.213, 0.12, 0.09]",79322,Set Up,2005
35.23,0.4162,0.3028,0.1331,"[""#150f0d"", ""#ac4419"", ""#4f0a07"", ""#d5c5b8"", ""#5a5752""]","[0.344, 0.24, 0.152, 0.135, 0.129]",80634,Room 33,2009
26.33,0.5335,0.2671,0.1092,"[""#100e0f"", ""#946c64"", ""#46302d"", ""#af312b"", ""#dcadac""]","[0.424, 0.231, 0.171, 0.095, 0.079]",250100,Jangan Tegur,2009
93.7,0.0007,0.0567,0.0618,"[""#fcfcfc"", ""#8d1819"", ""#913d3c"", ""#d7c3c1"", ""#b27b79""]","[0.718, 0.148, 0.046, 0.046, 0.042]",855983,5 grøss fra Vestlandet,2007
20.99,0.6649,0.325,0.0,"[""#020603"", ""#152a1a"", ""#3e563c"", ""#84927b"", ""#e8ead8""]","[0.596, 0.174, 0.112, 0.068, 0.05]",69368,Static,2008
19.94,0.6539,0.514,0.1001,"[""#0d0402"", ""#3e1909"", ""#853d10"", ""#af8d27"", ""#c8c0a7""]","[0.38, 0.255, 0.203, 0.125, 0.038]",173761,Curandero,2005
44.39,0.0649,0.3164,0.1052,"[""#507095"", ""#363d46"", ""#bda7a6"", ""#b35a4f"", ""#7c5a50""]","[0.346, 0.284, 0.139, 0.121, 0.11]",768603,Chiyohime Senki II,2004
21.36,0.5346,0.718,0.7296,"[""#400f0e"", ""#69241a"", ""#291213"", ""#9e221c"", ""#9b5e5e""]","[0.355, 0.242, 0.219, 0.116, 0.069]",257430,Night of the Hell Hamsters,2006
18.47,0.7686,0.1712,0.0,"[""#25242c"", ""#35343b"", ""#474b5e"", ""#666976"", ""#bfb6b7""]","[0.757, 0.142, 0.068, 0.028, 0.006]",998100,Morella,2008
29.54,0.2595,0.5584,0.4719,"[""#482419"", ""#623829"", ""#945e44"", ""#755449"", ""#bea294""]","[0.498, 0.275, 0.137, 0.065, 0.024]",141590,Binding Silence,2006
58.79,0.2463,0.3127,0.0918,"[""#190d09"", ""#d2e3d4"", ""#afeaab"", ""#a4331c"", ""#457624""]","[0.252, 0.224, 0.188, 0.184, 0.152]",82995,Sins of the Father,2004
53.38,0.1727,0.3022,0.0765,"[""#5b5c40"", ""#1f232a"", ""#b19662"", ""#e3e2d4"", ""#c65c49""]","[0.283, 0.226, 0.19, 0.174, 0.128]",253103,Scare Zone,2009
39.02,0.3775,0.3247,0.1277,"[""#0a0404"", ""#633f39"", ""#c89f79"", ""#e3d2b4"", ""#a96047""]","[0.316, 0.228, 0.192, 0.14, 0.123]",32166,Chasing Sleep,2001
24.31,0.5781,0.0041,0.0044,"[""#212121"", ""#424242"", ""#6d6d6d"", ""#a9a9a9"", ""#732225""]","[0.581, 0.191, 0.162, 0.054, 0.012]",32250,Ju-on: The Curse,2000
24.58,0.5974,0.2662,0.0632,"[""#13120f"", ""#3a3628"", ""#7e755a"", ""#68191b"", ""#c8cdb1""]","[0.438, 0.22, 0.142, 0.109, 0.091]",547024,Ura Horror,2008
33.32,0.3992,0.5538,0.0448,"[""#120e18"", ""#19376e"", ""#4180b5"", ""#bab3b9"", ""#c13517""]","[0.337, 0.267, 0.265, 0.08, 0.05]",48519,Dracula's Curse,2006
33.79,0.3403,0.3555,0.0022,"[""#060710"", ""#6f709b"", ""#383a74"", ""#46475b"", ""#b3bccb""]","[0.346, 0.3, 0.185, 0.106, 0.063]",4231,The Erotic Ghost,2001
52.78,0.1544,0.6181,0.1578,"[""#dfcb75"", ""#ba893f"", ""#704022"", ""#311b10"", ""#cf5a36""]","[0.235, 0.234, 0.212, 0.168, 0.15]",390213,Zombthology,2008
34.57,0.3717,0.5432,0.4547,"[""#7e1f17"", ""#470e0b"", ""#1f1a16"", ""#bbb1a1"", ""#be3926""]","[0.288, 0.227, 0.218, 0.135, 0.132]",561,Constantine,2005
61.88,0.0636,0.5351,0.3076,"[""#d42d3b"", ""#a5e361"", ""#3e2242"", ""#e3d9b7"", ""#3a7b5f""]","[0.49, 0.142, 0.135, 0.134, 0.099]",427040,Happy Tree Friends Winter Break,2005
24.23,0.5833,0.8262,0.3503,"[""#150500"", ""#3f1002"", ""#771e06"", ""#c04307"", ""#f1bf52""]","[0.336, 0.237, 0.192, 0.157, 0.079]",20034,Hush,2008
32.06,0.4344,0.611,0.0394,"[""#171a0e"", ""#374a1a"", ""#b1460c"", ""#4ea933"", ""#d6cb6a""]","[0.362, 0.343, 0.114, 0.103, 0.078]",27941,Lockjaw: Rise of the Kulev Serpent,2008
13.85,0.7397,0.658,0.007,"[""#04050f"", ""#1e638a"", ""#121f37"", ""#474839"", ""#9cbc84""]","[0.715, 0.1, 0.094, 0.06, 0.031]",10177,Evil Aliens,2006
29.1,0.5039,0.2447,0.0179,"[""#06060a"", ""#b6a7b9"", ""#2d2c35"", ""#5f6375"", ""#7b4750""]","[0.526, 0.186, 0.125, 0.114, 0.05]",27733,Death Factory,2002
65.83,0.2344,0.1115,0.0065,"[""#f8f7f6"", ""#121014"", ""#483837"", ""#c0b6ad"", ""#83726b""]","[0.372, 0.336, 0.111, 0.092, 0.089]",12171,The Deaths of Ian Stone,2007
12.63,0.7588,0.2322,0.0234,"[""#080807"", ""#373536"", ""#6b696b"", ""#5d1e23"", ""#cfd0cf""]","[0.784, 0.112, 0.044, 0.041, 0.019]",715181,Bloodlust,2004
7.4,0.8671,0.3941,0.0616,"[""#050605"", ""#2f3b35"", ""#c10d0f"", ""#520e10"", ""#718579""]","[0.821, 0.056, 0.052, 0.048, 0.023]",772614,怪談新耳袋 第1シリーズ,2003
49.91,0.127,0.4399,0.122,"[""#a96736"", ""#bdbf8c"", ""#26251b"", ""#707559"", ""#d13218""]","[0.289, 0.19, 0.176, 0.175, 0.169]",271744,Goregasm,2007
60.76,0.1792,0.2102,0.0349,"[""#131513"", ""#946856"", ""#dcbca7"", ""#eef0f1"", ""#695d5c""]","[0.258, 0.256, 0.206, 0.169, 0.112]",24098,O.C. Babes and the Slasher of Zombietown,2008
39.45,0.2683,0.3889,0.0315,"[""#2d2517"", ""#66553d"", ""#a9b4b2"", ""#b7b340"", ""#c95e3c""]","[0.469, 0.268, 0.12, 0.082, 0.062]",29638,Werewolf in a Women's Prison,2006
27.01,0.5714,0.1735,0.0012,"[""#22251f"", ""#384131"", ""#64624d"", ""#898868"", ""#b6b48b""]","[0.515, 0.169, 0.134, 0.114, 0.068]",521375,Terowongan Rumah Sakit,2009
56.5,0.2131,0.6142,0.0857,"[""#242612"", ""#d95c20"", ""#fae033"", ""#e0d4b2"", ""#4893a3""]","[0.318, 0.306, 0.192, 0.114, 0.07]",92720,"Mirror, Mirror IV: Reflection",2000
5.45,0.889,0.2407,0.0,"[""#030103"", ""#1b1a1c"", ""#3e3e3e"", ""#656565"", ""#989899""]","[0.89, 0.043, 0.039, 0.024, 0.004]",580260,Il messaggio,2003
24.42,0.544,0.5163,0.2284,"[""#170d0b"", ""#5e261b"", ""#bc522e"", ""#9f7450"", ""#e9b15a""]","[0.414, 0.243, 0.153, 0.114, 0.076]",28767,Darkness Surrounds Roberta,2008
23.62,0.5563,0.6932,0.0,"[""#040411"", ""#0b1735"", ""#223e69"", ""#2b6da2"", ""#83a9cc""]","[0.342, 0.254, 0.176, 0.131, 0.097]",22066,The Marsh,2006
27.67,0.5479,0.643,0.0677,"[""#140504"", ""#925120"", ""#e2a041"", ""#4c2310"", ""#e4ca77""]","[0.456, 0.18, 0.152, 0.144, 0.067]",58668,Patient X,2009
21.85,0.5809,0.4346,0.0012,"[""#0a0b06"", ""#242816"", ""#4b4924"", ""#7f6f37"", ""#beab5f""]","[0.343, 0.248, 0.18, 0.146, 0.083]",173454,Vengeance,2006
30.86,0.4591,0.5501,0.0009,"[""#201912"", ""#463113"", ""#705317"", ""#a38528"", ""#d6c97e""]","[0.305, 0.232, 0.226, 0.154, 0.083]",34784,Grim Reaper,2007
23.0,0.629,0.4366,0.2186,"[""#0c0305"", ""#943423"", ""#491c17"", ""#edce9f"", ""#de6c30""]","[0.46, 0.183, 0.156, 0.101, 0.1]",107937,Bhoot,2003
40.29,0.3858,0.6926,0.3683,"[""#681a10"", ""#220401"", ""#d16027"", ""#efae3b"", ""#f0eaa7""]","[0.284, 0.271, 0.216, 0.162, 0.066]",40631,Dracula,2006
20.94,0.6192,0.4472,0.0,"[""#010105"", ""#0b517a"", ""#1082ae"", ""#6bc5e2"", ""#081f3c""]","[0.327, 0.229, 0.176, 0.142, 0.126]",11804,White Noise,2005
38.87,0.3308,0.394,0.1364,"[""#1d1314"", ""#b4a693"", ""#854338"", ""#4d5a65"", ""#e9d27c""]","[0.422, 0.185, 0.171, 0.167, 0.056]",364675,The Fearmakers Collection,2007
36.93,0.2552,0.3837,0.0633,"[""#291b18"", ""#3e513b"", ""#966c47"", ""#839e93"", ""#912447""]","[0.335, 0.251, 0.176, 0.15, 0.088]",606423,The Tunche,2006
23.6,0.5851,0.6449,0.1102,"[""#1d0407"", ""#4c1020"", ""#4c2f23"", ""#bb9967"", ""#403b6d""]","[0.349, 0.342, 0.159, 0.078, 0.073]",101361,The Spine,2009
25.26,0.4927,0.5192,0.0537,"[""#101010"", ""#2a4b53"", ""#a17237"", ""#592512"", ""#9da694""]","[0.415, 0.23, 0.158, 0.15, 0.046]",483969,Cold Ones,2007
37.94,0.3324,0.4039,0.0838,"[""#231f36"", ""#405087"", ""#a4a9b4"", ""#b61f2b"", ""#682233""]","[0.357, 0.296, 0.16, 0.103, 0.084]",42317,Die Zombiejäger,2005
56.15,0.1411,0.3003,0.0025,"[""#2d5038"", ""#719d93"", ""#c3d0c3"", ""#0d160d"", ""#a39064""]","[0.266, 0.256, 0.21, 0.193, 0.074]",725578,Killer Car,2008
19.93,0.695,0.442,0.054,"[""#090b0f"", ""#132e35"", ""#5d2520"", ""#6c7572"", ""#e3dedb""]","[0.538, 0.288, 0.076, 0.062, 0.035]",625423,L.A.'s Most Haunted,2019
44.07,0.2086,0.2965,0.0961,"[""#859d87"", ""#577365"", ""#16110f"", ""#4d1212"", ""#8d0f0e""]","[0.356, 0.245, 0.229, 0.099, 0.07]",52410,Unholy Women,2006
69.15,0.1939,0.0924,0.0,"[""#eee9d4"", ""#d8ccb4"", ""#212120"", ""#464644"", ""#959288""]","[0.514, 0.235, 0.161, 0.05, 0.04]",258193,Alien Abduction,2014
14.14,0.777,0.5462,0.0619,"[""#08040c"", ""#0e1a36"", ""#6e2a26"", ""#326493"", ""#acb0b7""]","[0.581, 0.226, 0.077, 0.072, 0.044]",851636,Really! Cursed Video – The Movie 2,2003
22.47,0.5315,0.5815,0.3966,"[""#180606"", ""#3a1210"", ""#573d30"", ""#783028"", ""#af8e77""]","[0.314, 0.278, 0.21, 0.13, 0.066]",451697,3 Hours till Dead,2017
28.52,0.4643,0.005,0.0,"[""#030303"", ""#8d8d8c"", ""#363636"", ""#626261"", ""#adadad""]","[0.393, 0.178, 0.156, 0.138, 0.134]",77483,Dunderland,2012
26.48,0.514,0.538,0.0604,"[""#120e06"", ""#4f2b13"", ""#456429"", ""#95501b"", ""#c2bc76""]","[0.419, 0.179, 0.16, 0.13, 0.113]",181425,Alien 51,2004
31.03,0.4203,0.2727,0.0454,"[""#22191d"", ""#4d3c42"", ""#83725e"", ""#c7bfa1"", ""#753121""]","[0.397, 0.294, 0.149, 0.096, 0.064]",336833,A Haunting in Cawdor,2015
7.39,0.9105,0.0,0.0,"[""#000000"", ""#e9e9e9"", ""#383838"", ""#6c6c6c"", ""#ababab""]","[0.902, 0.064, 0.013, 0.011, 0.01]",515618,Pinky,2012
88.35,0.0729,0.1213,0.0569,"[""#fefefe"", ""#481c08"", ""#8b1d12"", ""#a7665b"", ""#d2bfbb""]","[0.556, 0.238, 0.116, 0.047, 0.043]",690652,Vertical,2017
30.04,0.4326,0.0742,0.0792,"[""#1a1919"", ""#919191"", ""#4b4949"", ""#ec0808"", ""#8f211f""]","[0.34, 0.197, 0.193, 0.187, 0.084]",500774,Flash,2018
38.95,0.3343,0.3225,0.0558,"[""#130a0d"", ""#a37599"", ""#58384a"", ""#cbbedf"", ""#b63635""]","[0.323, 0.285, 0.226, 0.131, 0.035]",342818,Volumes of Blood,2015
20.11,0.5653,0.3878,0.2512,"[""#140c0a"", ""#451416"", ""#504840"", ""#882b27"", ""#b7998e""]","[0.449, 0.176, 0.171, 0.154, 0.05]",374922,Live TV,2014
54.93,0.0929,0.2559,0.0161,"[""#614434"", ""#c49f96"", ""#8c6a5b"", ""#231f18"", ""#f5f3f2""]","[0.367, 0.225, 0.198, 0.109, 0.101]",611153,Deep Tissue,2019
35.08,0.3676,0.7084,0.0,"[""#09190e"", ""#0c732d"", ""#07a03e"", ""#0a451c"", ""#d8ddd9""]","[0.382, 0.21, 0.192, 0.177, 0.039]",343511,Seven Hells,2014
12.61,0.7908,0.742,0.4267,"[""#0e0203"", ""#350708"", ""#5f090c"", ""#bd120d"", ""#a79184""]","[0.459, 0.262, 0.144, 0.116, 0.019]",728453,Alisa,2018
13.88,0.7991,0.0,0.0,"[""#070707"", ""#343434"", ""#6e6e6e"", ""#a6a6a6"", ""#eaeaea""]","[0.757, 0.08, 0.06, 0.057, 0.046]",416079,1974: The Possession of Altair,2018
38.19,0.0169,0.4033,0.003,"[""#484d86"", ""#483d64"", ""#666a9a"", ""#9094b6"", ""#3c2431""]","[0.529, 0.222, 0.156, 0.07, 0.024]",632017,Behind,2018
11.69,0.8388,0.0047,0.0,"[""#010101"", ""#eeefee"", ""#3b3c3b"", ""#707070"", ""#a8a8a8""]","[0.825, 0.069, 0.042, 0.034, 0.03]",528407,Unaware of the Nightmare,2018
17.52,0.6116,0.0727,0.0041,"[""#080808"", ""#393a3c"", ""#222223"", ""#53575b"", ""#9c8d83""]","[0.332, 0.218, 0.213, 0.189, 0.049]",365432,The Sublet,2015
43.07,0.1414,0.6301,0.7875,"[""#8e2739"", ""#581220"", ""#d64e5a"", ""#ec9491"", ""#efcbc0""]","[0.35, 0.334, 0.174, 0.088, 0.054]",138944,Blood for Irina,2012
23.56,0.4701,0.545,0.2057,"[""#160c0a"", ""#4a3021"", ""#7e6c65"", ""#832816"", ""#977122""]","[0.392, 0.274, 0.126, 0.12, 0.089]",359252,The Chickening,2015
15.37,0.6846,0.6744,0.4654,"[""#110304"", ""#351010"", ""#61221a"", ""#a03820"", ""#9d6b51""]","[0.378, 0.255, 0.197, 0.107, 0.063]",622890,Binding Souls,2019
25.01,0.5677,0.6355,0.3315,"[""#1a0807"", ""#471314"", ""#b42f20"", ""#768d91"", ""#ecb555""]","[0.491, 0.242, 0.142, 0.098, 0.026]",99328,BIOPHAGE,2010
42.46,0.3726,0.2698,0.0939,"[""#0f110c"", ""#cbd8c0"", ""#647862"", ""#a5160f"", ""#56120f""]","[0.388, 0.229, 0.182, 0.142, 0.058]",485811,Redcon-1,2018
25.24,0.5365,0.4651,0.0158,"[""#1a1411"", ""#432c1c"", ""#73441f"", ""#b97f3c"", ""#bba695""]","[0.338, 0.316, 0.197, 0.099, 0.05]",544761,Anthaku Minchi,2018
39.49,0.231,0.6185,0.0681,"[""#262a5c"", ""#ce3171"", ""#7a2f65"", ""#964036"", ""#d1a9ae""]","[0.369, 0.309, 0.16, 0.083, 0.079]",634816,Dead Birds,2019
49.22,0.207,0.2077,0.0726,"[""#222126"", ""#bcbdc5"", ""#686a70"", ""#d90606"", ""#af4341""]","[0.358, 0.275, 0.222, 0.102, 0.042]",393345,Cult of Chucky,2017
39.65,0.1021,0.3609,0.0216,"[""#7a644d"", ""#8d7867"", ""#654f3e"", ""#463327"", ""#211710""]","[0.376, 0.211, 0.192, 0.125, 0.097]",919363,Bear Hugs,2017
48.18,0.2788,0.1193,0.0556,"[""#1f1a19"", ""#dad6d3"", ""#746f6b"", ""#620f0f"", ""#c51111""]","[0.362, 0.258, 0.246, 0.081, 0.053]",447617,House of Afflictions,2017
