id,label,score,title,year,is_animal,is_creature
35073,giant_monster,0.641,"The Beast from 20,000 Fathoms",1953,False,True
347762,skeleton,0.617,Most Likely to Die,2015,False,True
24868,witch,0.643,Offspring,2009,False,True
400605,zombie,0.722,Dead Rising: Endgame,2016,False,True
42307,skeleton,0.86,Road Train,2010,False,True
392058,zombie,0.622,"Fear, Inc.",2016,False,True
279968,none,0.599,White Settlers,2014,False,False
59797,uncertain,0.173,Bad Dreams,1988,False,False
449535,zombie,0.664,Dead Shack,2017,False,True
680734,uncertain,0.226,Crawlers,2020,False,False
21168,none,0.591,The Reflecting Skin,1990,False,False
55377,uncertain,0.457,Amityville: The Evil Escapes,1989,False,False
30694,skeleton,0.617,The Resurrected,1991,False,True
10359,uncertain,0.425,Resurrection,1999,False,False
540291,uncertain,0.328,Isabelle,2019,False,False
32043,ghost,0.711,The Guardian,1990,False,True
35978,uncertain,0.273,Pumpkinhead: Ashes to Ashes,2010,False,False
18217,zombie,0.677,Buried Alive,2007,False,True
636891,uncertain,0.245,Scare Package,2019,False,False
413100,uncertain,0.384,Ouija: Summoning,2015,False,False
47090,uncertain,0.285,The Pit and the Pendulum,1991,False,False
72595,uncertain,0.397,Jack in the Box,2010,False,False
404516,uncertain,0.364,Let Her Out,2016,False,False
15069,uncertain,0.259,WΔZ,2007,False,False
34223,vampire,0.909,Vamp,1986,False,True
551994,uncertain,0.326,The Shed,2019,False,False
301325,uncertain,0.313,#Horror,2015,False,False
648408,uncertain,0.433,Abigail,2019,False,False
48669,uncertain,0.407,Terror Trap,2010,False,False
362409,uncertain,0.303,Trash Fire,2016,False,False
16191,uncertain,0.48,Highway to Hell,1991,False,False
951546,masked_killer,0.8,Reign of Chaos,2022,False,True
5956,uncertain,0.394,Joshua,2007,False,False
715370,skeleton,0.572,Burial,2022,False,True
400649,uncertain,0.393,Attack of the Killer Donuts,2016,False,False
29778,vampire,0.722,Dracula Has Risen from the Grave,1968,False,True
98568,uncertain,0.486,Enter Nowhere,2011,False,False
560014,ghost,0.811,The Black String,2018,False,True
13559,uncertain,0.425,The Mangler,1995,False,False
40095,uncertain,0.407,Dead Heat,1988,False,False
20850,werewolf,0.508,Ilsa: She Wolf of the SS,1975,False,True
67087,doll,0.966,Curtains,1983,False,True
17965,uncertain,0.228,The Abominable Dr. Phibes,1971,False,False
15135,uncertain,0.316,Feast III: The Happy Finish,2009,False,False
16764,masked_killer,0.92,Toolbox Murders,2004,False,True
55563,uncertain,0.347,Tammy and the T-Rex,1994,False,False
340197,zombie,0.758,All I Need,2016,False,True
621707,demon,0.507,The Vigil,2020,False,True
810271,uncertain,0.224,The Resort,2021,False,False
62131,masked_killer,0.691,Link,1986,False,True
39890,uncertain,0.32,The City of the Dead,1960,False,False
17796,uncertain,0.418,Freaked,1993,False,False
337029,skeleton,0.528,Frankenstein,2015,False,True
404461,doll,0.844,The Curse of Robert the Doll,2016,False,True
331392,uncertain,0.342,Eloise,2017,False,False
264532,uncertain,0.269,Visitors,2014,False,False
14745,ghost,0.731,The Haunting of Molly Hartley,2008,False,True
44932,uncertain,0.191,Without Warning,1980,False,False
32998,uncertain,0.444,Necronomicon,1993,False,False
18979,vampire,0.661,Captain Kronos: Vampire Hunter,1974,False,True
397981,zombie,0.651,Beyond the Gates,2016,False,True
9707,uncertain,0.431,Bubba Ho-tep,2002,False,False
139715,zombie,0.55,Detention of the Dead,2012,False,True
9782,ghost,0.626,The Night Listener,2006,False,True
396321,doll,0.54,Puppet Master: The Littlest Reich,2018,False,True
26517,masked_killer,0.604,Martin,1976,False,True
18196,uncertain,0.349,The Sentinel,1977,False,False
32076,uncertain,0.368,The Believers,1987,False,False
46368,uncertain,0.393,The Rig,2010,False,False
277688,uncertain,0.219,Suburban Gothic,2014,False,False
49745,uncertain,0.498,The 4th Floor,1999,False,False
398588,uncertain,0.36,Dismissed,2017,False,False
628866,uncertain,0.355,The Return,2020,False,False
53245,werewolf,0.691,Yeti: Curse of the Snow Demon,2008,False,True
470390,uncertain,0.477,The Atoning,2017,False,False
28504,uncertain,0.313,Spider Baby,1967,False,False
612515,ghost,0.682,Dark Encounter,2019,False,True
401065,uncertain,0.2,The Axe Murders of Villisca,2017,False,False
38084,uncertain,0.237,The Horror Show,1989,False,False
25834,alien,0.601,Xtro,1982,False,True
41419,giant_monster,0.59,Mammoth,2006,False,True
91908,uncertain,0.376,Rings,2005,False,False
26215,uncertain,0.237,Quicksilver Highway,1997,False,False
49597,uncertain,0.434,Vampires: The Turning,2005,False,False
21922,uncertain,0.406,Sea Beast,2008,False,False
16154,uncertain,0.422,Let's Scare Jessica to Death,1971,False,False
19002,masked_killer,0.809,Darkman III: Die Darkman Die,1996,False,True
17027,uncertain,0.334,Shuttle,2008,False,False
205891,zombie,0.692,The Demented,2013,False,True
40649,clown,0.515,Demonic Toys,1992,False,True
55890,demon,0.663,Bereavement,2010,False,True
464757,uncertain,0.255,Nightworld,2017,False,False
37529,demon,0.772,The Prophecy V: Forsaken,2005,False,True
27816,uncertain,0.23,Basket Case 3: The Progeny,1992,False,False
10513,uncertain,0.344,Plan 9 from Outer Space,1959,False,False
1007205,uncertain,0.379,York Witches Society,2022,False,False
304613,uncertain,0.495,Charlie's Farm,2014,False,False
41848,uncertain,0.455,The Amityville Curse,1990,False,False
116463,giant_monster,0.962,Arachnoquake,2012,False,True
408185,uncertain,0.193,Nails,2017,False,False
40222,uncertain,0.438,The Brain,1988,False,False
13570,uncertain,0.319,Tourist Trap,1979,False,False
412758,uncertain,0.311,Eat Locals,2017,False,False
43089,masked_killer,0.506,Roadgames,1981,False,True
436549,demon,0.557,The Field Guide to Evil,2018,False,True
12617,uncertain,0.425,Midnight Lace,1960,False,False
27770,uncertain,0.36,Sometimes They Come Back... Again,1996,False,False
30137,uncertain,0.471,The Haunted Palace,1963,False,False
44470,uncertain,0.349,Ice Cream Man,1995,False,False
67822,skeleton,0.522,Rituals,1977,False,True
33516,uncertain,0.352,Gothic,1986,False,False
27601,uncertain,0.372,Citizen Toxie: The Toxic Avenger IV,2001,False,False
387399,uncertain,0.366,We Go On,2016,False,False
610201,uncertain,0.366,The Pale Door,2020,False,False
507498,uncertain,0.485,Seeds,2018,False,False
595801,ghost,0.76,Other Side of the Box,2018,False,True
40760,uncertain,0.354,Sorority House Massacre,1986,False,False
582049,uncertain,0.193,Random Acts of Violence,2019,False,False
15482,uncertain,0.287,Return of the Killer Tomatoes!,1988,False,False
24409,uncertain,0.257,Nightmare Man,2006,False,False
397514,uncertain,0.339,The Windmill Massacre,2016,False,False
39164,uncertain,0.193,House of the Long Shadows,1983,False,False
46837,uncertain,0.27,Kaboom,2010,False,False
740903,uncertain,0.371,The Unhealer,2020,False,False
53501,shark,0.9,Shark Hunter,2001,True,True
9017,masked_killer,0.62,Outpost,2008,False,True
738370,uncertain,0.203,Hosts,2020,False,False
574284,none,0.637,Harpoon,2019,False,False
412762,uncertain,0.409,Happy Hunting,2017,False,False
15158,uncertain,0.296,Phantasm II,1988,False,False
445710,doll,0.577,Children of the Corn: Runaway,2018,False,True
928015,vampire,0.924,Dracula: The Original Living Vampire,2022,False,True
24789,uncertain,0.417,Subspecies,1991,False,False
91549,uncertain,0.377,The Moth Diaries,2011,False,False
294976,witch,0.539,Ouija,2007,False,True
11791,werewolf,0.858,The Hound of the Baskervilles,1959,False,True
449498,uncertain,0.352,Trench 11,2017,False,False
61789,ghost,0.562,The Hunt,2006,False,True
785759,zombie,0.55,Two Witches,2022,False,True
30315,uncertain,0.214,Kingdom of the Spiders,1977,False,False
25319,uncertain,0.286,The Masque of the Red Death,1964,False,False
144204,uncertain,0.432,Thanatomorphose,2012,False,False
16200,giant_monster,0.637,Storm Cell,2008,False,True
35945,uncertain,0.318,Howling V: The Rebirth,1989,False,False
133369,masked_killer,0.655,The Conspiracy,2012,False,True
24038,demon,0.758,976-EVIL,1988,False,True
605133,uncertain,0.269,Slaxx,2020,False,False
38126,alien,0.692,Return of the Fly,1959,False,True
463800,masked_killer,0.509,Firebase,2017,False,True
119255,zombie,0.622,"Gangsters, Guns and Zombies",2012,False,True
140965,uncertain,0.306,The Wailer 3,2012,False,False
17153,uncertain,0.373,Botched,2007,False,False
74471,skeleton,0.744,The Dead,2010,False,True
293572,skeleton,0.621,The Houses October Built,2014,False,True
10725,werewolf,0.851,Wolfen,1981,False,True
434080,uncertain,0.353,Double Date,2017,False,False
404961,doll,0.68,Ghosthunters,2016,False,True
429725,uncertain,0.336,Camera Obscura,2017,False,False
767499,uncertain,0.249,The Manor,2021,False,False
76681,uncertain,0.334,Wacko,1982,False,False
424649,uncertain,0.335,Model for Murder: The Centerfold Killer,2016,False,False
423246,uncertain,0.368,Drifter,2016,False,False
407389,uncertain,0.353,The Remains,2016,False,False
18096,uncertain,0.403,The Gray Man,2007,False,False
530157,uncertain,0.331,Pledge,2019,False,False
3043,insect,0.605,Flesh for Frankenstein,1973,True,True
1448,uncertain,0.345,The Wisdom of Crocodiles,1998,False,False
26680,uncertain,0.401,Shock Waves,1977,False,False
27791,uncertain,0.308,Strangeland,1998,False,False
193726,uncertain,0.372,ABCs of Death 2,2014,False,False
46788,uncertain,0.348,Trash Humpers,2009,False,False
497269,uncertain,0.466,Bad Apples,2018,False,False
720407,zombie,0.815,Untitled Horror Movie,2021,False,True
254126,zombie,0.505,Blood Shed,2014,False,True
26301,masked_killer,0.597,The Hunt for the BTK Killer,2005,False,True
35626,uncertain,0.283,Return to Sleepaway Camp,2008,False,False
64854,uncertain,0.321,Seconds Apart,2011,False,False
24649,witch,0.733,Wishcraft,2002,False,True
42476,uncertain,0.368,Ben,1972,False,False
614722,uncertain,0.289,Hell House LLC III: Lake of Fire,2019,False,False
660175,uncertain,0.337,Edgar Allen Poe's Ligeia,2022,False,False
402515,werewolf,0.854,American Beast,2014,False,True
539064,zombie,0.847,Zombie World 2,2017,False,True
31150,masked_killer,0.863,Intruder,1989,False,True
14977,masked_killer,0.603,Red Sands,2009,False,True
13849,uncertain,0.209,The Cottage,2008,False,False
42250,giant_monster,0.575,Python 2,2002,False,True
15495,uncertain,0.402,The Hamiltons,2006,False,False
662844,bird,0.675,Angels Fallen,2020,True,True
15422,doll,0.72,Dark Ride,2006,False,True
16159,vampire,0.65,Sundown: The Vampire in Retreat,1989,False,True
43585,uncertain,0.457,Headless Horseman,2007,False,False
21515,uncertain,0.403,Student Bodies,1981,False,False
285840,uncertain,0.353,The Editor,2014,False,False
40469,masked_killer,0.921,Final Exam,1981,False,True
680829,uncertain,0.23,Master,2022,False,False
29343,alien,0.576,Humanoids from the Deep,1980,False,True
50838,zombie,0.555,Wrecked,2010,False,True
339342,uncertain,0.207,Anarchy Parlor,2015,False,False
47955,wolf_dog,0.706,White Dog,1982,True,True
137528,uncertain,0.434,You Can't Kill Stephen King,2012,False,False
248781,zombie,0.67,ABCs of Death 2.5,2016,False,True
40804,giant_monster,0.828,Gorgo,1961,False,True
467,uncertain,0.448,The Hole,2001,False,False
15667,uncertain,0.379,The Last Winter,2006,False,False
37696,uncertain,0.258,Fear X,2003,False,False
39891,uncertain,0.448,The Devil Rides Out,1968,False,False
323370,ghost,0.735,The Diabolical,2015,False,True
20215,ghost,0.518,Boo,2005,False,True
49126,ghost,0.829,Audrey Rose,1977,False,True
11910,skeleton,0.589,Hogfather,2007,False,True
739643,uncertain,0.482,Escape the Field,2022,False,False
27370,ghost,0.626,Paranormal Entity,2009,False,True
632309,uncertain,0.365,The Assent,2020,False,False
14125,uncertain,0.254,Captivity,2007,False,False
47957,uncertain,0.41,Madman,1981,False,False
70386,demon,0.698,The Devil's Rock,2011,False,True
39043,vampire,0.557,Countess Dracula,1971,False,True
591634,uncertain,0.429,False Positive,2021,False,False
29074,uncertain,0.2,Tales of Terror,1962,False,False
13561,masked_killer,0.88,Murder Party,2007,False,True
335409,shark,0.953,Sharkansas Women's Prison Massacre,2015,True,True
48311,uncertain,0.424,Parasite,1982,False,False
48309,uncertain,0.429,Prison,1988,False,False
1005772,uncertain,0.434,Jikirag,2022,False,False
77067,zombie,0.873,DeadHeads,2011,False,True
458673,uncertain,0.383,Hunter's Moon,2020,False,False
24452,doll,0.731,The Little Shop of Horrors,1960,False,True
27814,uncertain,0.333,Brain Damage,1988,False,False
53868,uncertain,0.346,The Vault of Horror,1973,False,False
35813,uncertain,0.394,The Bat,1959,False,False
27588,uncertain,0.247,Forget Me Not,2009,False,False
21627,uncertain,0.256,Crimewave,1985,False,False
1248,masked_killer,0.658,Hannibal Rising,2007,False,True
1029465,uncertain,0.311,Huluween Dragstravaganza,2022,False,False
40064,witch,0.666,To the Devil a Daughter,1976,False,True
48014,skeleton,0.738,From Beyond the Grave,1974,False,True
165567,masked_killer,0.67,Static,2012,False,True
22476,uncertain,0.366,Infestation,2009,False,False
191619,uncertain,0.246,Beneath,2013,False,False
26774,uncertain,0.362,The Blood on Satan's Claw,1971,False,False
10177,alien,0.871,Evil Aliens,2006,False,True
44588,uncertain,0.435,Hellphone,2007,False,False
37035,zombie,0.8,Swarmed,2005,False,True
480405,uncertain,0.46,Neverknock,2017,False,False
586586,uncertain,0.294,Bliss,2019,False,False
29143,uncertain,0.337,Eyes of Laura Mars,1978,False,False
40353,uncertain,0.27,"I, Madman",1989,False,False
19116,uncertain,0.453,Asylum,2008,False,False
70772,uncertain,0.349,Don't Look Under the Bed,1999,False,False
22451,skeleton,0.758,The Bone Snatcher,2003,False,True
451964,doll,0.971,Evil Nanny,2016,False,True
26958,uncertain,0.211,Puppet Master 5: The Final Chapter,1994,False,False
10432,uncertain,0.317,Hack!,2007,False,False
45964,uncertain,0.377,When a Stranger Calls,1979,False,False
41775,uncertain,0.335,There's Nothing Out There,1991,False,False
26679,uncertain,0.226,Spookies,1986,False,False
40800,giant_monster,0.636,Alligator 2: The Mutation,1991,False,True
40761,alien,0.64,Revenge of the Creature,1955,False,True
347751,masked_killer,0.504,13 Cameras,2015,False,True
283749,masked_killer,0.988,Ninja Apocalypse,2014,False,True
31579,masked_killer,0.529,God Told Me To,1976,False,True
419548,uncertain,0.353,Krampus: The Devil Returns,2016,False,False
549214,werewolf,0.503,Strange Nature,2018,False,True
142591,uncertain,0.437,Love Bite,2012,False,False
796256,uncertain,0.231,Offseason,2022,False,False
89691,uncertain,0.307,ATM,2012,False,False
33555,uncertain,0.384,Sherlock Holmes,2010,False,False
28169,uncertain,0.455,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,False,False
31428,uncertain,0.228,Someone's Watching Me!,1978,False,False
29030,uncertain,0.248,The Tomb of Ligeia,1964,False,False
421601,zombie,0.947,Bornless Ones,2016,False,True
46175,vampire,0.68,Daughters of Darkness,1971,False,True
403642,uncertain,0.375,The Neighbor,2016,False,False
543412,uncertain,0.279,Do Not Reply,2019,False,False
174678,skeleton,0.593,Mr. Jones,2013,False,True
744742,masked_killer,0.746,The Last Rite,2021,False,True
641668,uncertain,0.404,Seance,2021,False,False
885121,uncertain,0.273,Room 203,2022,False,False
16233,uncertain,0.342,Tromeo & Juliet,1996,False,False
20424,alien,0.659,Invaders from Mars,1953,False,True
401313,none,0.646,Extracurricular,2020,False,False
10929,uncertain,0.194,Willard,2003,False,False
52263,ghost,0.687,Amityville: Dollhouse,1996,False,True
14878,uncertain,0.427,The Objective,2008,False,False
319188,uncertain,0.343,Frankenstein vs. The Mummy,2015,False,False
25035,zombie,0.794,The Zombie Diaries,2006,False,True
37534,uncertain,0.282,The New Daughter,2009,False,False
95547,uncertain,0.374,Triassic Attack,2010,False,False
84520,ghost,0.615,The Bunny Game,2011,False,True
25073,uncertain,0.243,Deadline,2009,False,False
126323,uncertain,0.411,Mine Games,2012,False,False
999677,uncertain,0.345,Final Summer,2022,False,False
21623,uncertain,0.465,Beneath,2007,False,False
135579,uncertain,0.278,Dead Before Dawn,2012,False,False
29449,uncertain,0.284,Images,1972,False,False
16973,uncertain,0.32,Love Object,2003,False,False
1027950,uncertain,0.362,Hotel Dunsmuir,2022,False,False
399747,uncertain,0.282,"Mother, May I Sleep with Danger?",2016,False,False
34479,vampire,0.582,Scars of Dracula,1970,False,True
10943,uncertain,0.377,The Gathering,2001,False,False
16315,uncertain,0.29,Campfire Tales,1997,False,False
18773,uncertain,0.471,Doppelganger,1993,False,False
760919,witch,0.637,The Power,2021,False,True
30202,doll,0.597,Children of the Damned,1964,False,True
30997,uncertain,0.462,Ghosthouse,1988,False,False
478528,alien,0.807,Beyond The Sky,2018,False,True
438982,zombie,0.513,Game of Death,2017,False,True
40220,uncertain,0.342,The Boogey Man,1980,False,False
17245,uncertain,0.418,Mulberry Street,2006,False,False
33475,none,0.54,Abbott and Costello Meet the Invisible Man,1951,False,False
29235,uncertain,0.197,The Premature Burial,1962,False,False
41959,uncertain,0.387,Jack's Back,1988,False,False
135368,uncertain,0.258,The Barrens,2012,False,False
298096,none,0.755,The Cleanse,2018,False,False
39899,none,0.524,Turkey Shoot,1982,False,False
363889,uncertain,0.229,The Funhouse Massacre,2015,False,False
82628,giant_monster,0.717,Xtinction: Predator X,2010,False,True
167960,uncertain,0.499,Sanitarium,2013,False,False
296503,uncertain,0.425,Dude Bro Party Massacre III,2015,False,False
27475,masked_killer,0.594,The Slumber Party Massacre,1982,False,True
279972,uncertain,0.327,Digging Up the Marrow,2015,False,False
26962,doll,0.83,Puppet Master vs Demonic Toys,2004,False,True
463364,none,0.5,The Isle,2019,False,False
71679,uncertain,0.251,Resident Evil: Retribution,2012,False,False
128311,uncertain,0.285,Under the Bed,2012,False,False
10251,witch,0.502,5ive Girls,2006,False,True
34312,uncertain,0.417,Sleepaway Camp III: Teenage Wasteland,1989,False,False
27764,masked_killer,0.842,Slumber Party Massacre II,1987,False,True
35429,uncertain,0.413,The Hive,2008,False,False
15056,uncertain,0.462,The Curse of King Tut's Tomb,2006,False,False
55538,uncertain,0.346,Bloody Birthday,1981,False,False
3127,uncertain,0.309,The Revenge of Frankenstein,1958,False,False
136585,uncertain,0.319,Return to Nuke 'Em High Volume 1,2013,False,False
39844,uncertain,0.202,Deranged,1974,False,False
855228,zombie,0.634,The Girl Who Got Away,2021,False,True
831,alien,0.522,This Island Earth,1955,False,True
3104,uncertain,0.25,Frankenstein Created Woman,1967,False,False
274899,demon,0.927,Inner Demons,2014,False,True
942890,uncertain,0.333,House of Darkness,2022,False,False
290789,uncertain,0.401,Breaking at the Edge,2013,False,False
271665,zombie,0.671,Deep in the Darkness,2014,False,True
354220,clown,0.527,The Girl in the Photographs,2015,False,True
15711,ghost,0.638,The Lost,2006,False,True
22135,ghost,0.573,Not Forgotten,2009,False,True
854188,uncertain,0.261,The Kindred,2021,False,False
17005,uncertain,0.336,Bitten,2008,False,False
24421,uncertain,0.19,Stag Night,2008,False,False
28498,masked_killer,0.667,Theatre of Blood,1973,False,True
16182,uncertain,0.452,The Woman in Black,1989,False,False
21799,none,0.508,Cutting Class,1989,False,False
28522,zombie,0.593,Day of the Dead 2: Contagium,2005,False,True
122369,zombie,0.57,13 Eerie,2013,False,True
40039,ghost,0.808,Spiders,2000,False,True
12171,masked_killer,0.559,The Deaths of Ian Stone,2007,False,True
684684,ghost,0.692,Shortcut,2020,False,True
42218,spider,0.639,Empire of the Ants,1977,True,True
643791,skeleton,0.685,An English Haunting,2020,False,True
39867,uncertain,0.434,Don't Go in the House,1979,False,False
459667,clown,0.861,Circus Kane,2017,False,True
20321,uncertain,0.226,Doctor Sleep,2002,False,False
580632,uncertain,0.333,Snatchers,2019,False,False
67302,insect,0.703,Ants,1977,True,True
25967,uncertain,0.296,Isolation,2005,False,False
15527,uncertain,0.214,Otis,2008,False,False
310137,uncertain,0.275,Bound to Vengeance,2015,False,False
849369,uncertain,0.319,Superhost,2021,False,False
36421,uncertain,0.188,Howling VI: The Freaks,1991,False,False
28389,uncertain,0.279,Death Spa,1990,False,False
326446,uncertain,0.338,Savageland,2015,False,False
78093,uncertain,0.35,Alyce Kills,2011,False,False
24499,vampire,0.514,Scar,2007,False,True
326441,uncertain,0.416,Pernicious,2015,False,False
74461,uncertain,0.484,Knights of Badassdom,2013,False,False
268725,zombie,0.654,Nightlight,2015,False,True
28264,uncertain,0.252,Blood Rage,1987,False,False
48197,masked_killer,0.871,The Town That Dreaded Sundown,1976,False,True
127548,uncertain,0.242,Hold Your Breath,2012,False,False
45009,shark,0.9,Shark in Venice,2008,True,True
47894,skeleton,0.93,Terror in the Aisles,1984,False,True
32612,uncertain,0.299,The Traveler,2010,False,False
28153,uncertain,0.313,It's Alive,1974,False,False
41434,uncertain,0.255,Don't Look Up,2009,False,False
119478,demon,0.959,Devil Seed,2012,False,True
27390,uncertain,0.364,Sorority Babes in the Slimeball Bowl-O-Rama,1988,False,False
403368,uncertain,0.302,Havenhurst,2016,False,False
1018518,uncertain,0.374,Kalian Pantas Mati,2022,False,False
24702,zombie,0.808,Shallow Ground,2005,False,True
9680,uncertain,0.48,Uncle Sam,1996,False,False
709621,uncertain,0.274,Tribal: Get Out Alive,2020,False,False
41827,uncertain,0.342,Red White & Blue,2010,False,False
1022103,zombie,0.588,Conjuring: The Beyond,2022,False,True
49958,uncertain,0.429,Primal,2010,False,False
362180,zombie,0.505,Don't Grow Up,2015,False,True
2199,werewolf,0.939,My Mom's a Werewolf,1989,False,True
19483,none,0.697,It Came from Outer Space,1953,False,False
516784,none,0.545,The Toybox,2018,False,False
605802,uncertain,0.316,8,2020,False,False
29559,zombie,0.589,Murder-Set-Pieces,2004,False,True
14212,uncertain,0.27,Pulse 2: Afterlife,2008,False,False
16077,uncertain,0.305,My Little Eye,2002,False,False
79896,uncertain,0.393,The Revenant,2009,False,False
17168,uncertain,0.425,The Temp,1993,False,False
20465,uncertain,0.27,Stage Fright,1987,False,False
13511,werewolf,0.539,Rawhead Rex,1986,False,True
707408,ghost,0.688,Rent-A-Pal,2020,False,True
14549,uncertain,0.263,Night Train,2009,False,False
44510,uncertain,0.267,The Grandmother,1970,False,False
12653,uncertain,0.468,Romasanta: The Werewolf Hunt,2004,False,False
36096,uncertain,0.193,Lucifer Rising,1974,False,False
262840,werewolf,0.97,WolfCop,2014,False,True
26661,uncertain,0.304,Abbott and Costello Meet the Mummy,1955,False,False
43117,uncertain,0.349,I Married a Monster from Outer Space,1958,False,False
23691,uncertain,0.347,The Initiation of Sarah,2006,False,False
17100,skeleton,0.775,Trucks,2000,False,True
466129,uncertain,0.299,The Hatred,2017,False,False
21838,uncertain,0.362,Dead & Breakfast,2004,False,False
79550,none,0.515,Rogue River,2012,False,False
347392,none,0.759,Slice,2018,False,False
22293,uncertain,0.402,Manos: The Hands of Fate,1966,False,False
228676,masked_killer,0.939,Mischief Night,2013,False,True
514743,uncertain,0.273,Cordelia,2019,False,False
637312,uncertain,0.324,Dinner with Leatherface,2022,False,False
854932,werewolf,0.688,Senritsu Kaiki File Kowasugi! The Most Terrifying Movie in History,2014,False,True
44796,uncertain,0.353,Arena,1989,False,False
42709,uncertain,0.362,"Silent Night, Deadly Night III: Better Watch Out!",1989,False,False
146243,ghost,0.523,Haunt,2013,False,True
176570,ghost,0.533,Shadow People,2013,False,True
14862,uncertain,0.353,Killer Movie,2008,False,False
12237,skeleton,0.902,Faces of Death,1978,False,True
40219,uncertain,0.444,The Beast Within,1982,False,False
27815,uncertain,0.442,Basket Case 2,1990,False,False
100089,uncertain,0.377,Nazis at the Center of the Earth,2012,False,False
17110,ghost,0.731,One Point O,2004,False,True
291866,zombie,0.921,The Hive,2015,False,True
48787,uncertain,0.296,Mute Witness,1995,False,False
599777,uncertain,0.27,They Come Knocking,2019,False,False
18966,uncertain,0.206,Love at First Bite,1979,False,False
20357,uncertain,0.327,Trauma,2004,False,False
287318,uncertain,0.488,3 Scream Queens,2014,False,False
418930,uncertain,0.415,The Secrets of Emily Blair,2016,False,False
51442,zombie,0.623,American Gothic,1987,False,True
291151,uncertain,0.304,The Stranger,2014,False,False
498716,uncertain,0.196,Creed,2010,False,False
521113,uncertain,0.216,Black Site,2018,False,False
57749,uncertain,0.441,The Clinic,2010,False,False
543915,skeleton,0.807,The Boat,2019,False,True
29691,uncertain,0.277,The Last Sect,2006,False,False
78294,ghost,0.587,Panic Button,2011,False,True
28509,giant_monster,0.858,Komodo vs. Cobra,2005,False,True
334028,uncertain,0.34,Some Kind of Hate,2015,False,False
24634,ghost,0.909,Ghost Story,1981,False,True
434389,uncertain,0.366,The Ice Cream Truck,2017,False,False
39875,demon,0.519,Popcorn,1991,False,True
86962,uncertain,0.405,The Phantom of the Opera,1989,False,False
75903,uncertain,0.335,The Uncanny,1977,False,False
1961,masked_killer,0.592,My Name Is Bruce,2007,False,True
25133,uncertain,0.479,Transylvania 6-5000,1985,False,False
320413,uncertain,0.289,The Greasy Strangler,2016,False,False
27230,uncertain,0.411,Christmas Evil,1980,False,False
610743,demon,0.907,Along Came the Devil 2,2019,False,True
37929,uncertain,0.341,Fortress,1985,False,False
1028944,uncertain,0.19,Curse of Crom: The Legend of Halloween,2022,False,False
18443,uncertain,0.397,Decoys 2: Alien Seduction,2007,False,False
49676,uncertain,0.406,Too Late to Say Goodbye,2009,False,False
22450,shark,0.917,Red Water,2003,True,True
61238,witch,0.946,Witches of Breastwick 2,2005,False,True
64568,uncertain,0.327,Taste of Fear,1961,False,False
84449,uncertain,0.374,Remains,2011,False,False
710717,uncertain,0.481,Good Boy,2020,False,False
408490,alien,0.567,It Came from the Desert,2017,False,True
41374,uncertain,0.396,The First Power,1990,False,False
555249,uncertain,0.473,Killer High,2018,False,False
542787,none,0.507,Frenzy,2018,False,False
361043,uncertain,0.423,All Hallows' Eve 2,2015,False,False
462036,alien,0.53,The Monster Project,2017,False,True
207475,uncertain,0.433,The Ouija Experiment,2011,False,False
409056,demon,0.971,Along Came the Devil,2018,False,True
31655,uncertain,0.288,The Terror,1963,False,False
599724,uncertain,0.268,All That We Destroy,2019,False,False
87874,werewolf,0.974,Werewolf,1997,False,True
54075,masked_killer,0.75,Choose,2011,False,True
464111,uncertain,0.412,Zygote,2017,False,False
50382,uncertain,0.431,Monster in the Closet,1986,False,False
436973,zombie,0.683,Dead Night,2018,False,True
343284,uncertain,0.37,Night of the Living Deb,2015,False,False
400329,doll,0.962,First Born,2016,False,True
25088,uncertain,0.352,The Willies,1990,False,False
45746,uncertain,0.294,After...,2006,False,False
444193,demon,0.725,The Evil Within,2017,False,True
438734,uncertain,0.331,Devil in the Dark,2017,False,False
829410,uncertain,0.357,Sick,2022,False,False
383535,witch,0.742,They're Watching,2016,False,True
35826,uncertain,0.318,Wicked Stepmother,1989,False,False
441647,uncertain,0.332,The Sound,2017,False,False
567220,uncertain,0.44,"New Year, New You",2018,False,False
344593,uncertain,0.37,Cherry Tree,2015,False,False
521531,uncertain,0.299,Followed,2020,False,False
71853,demon,0.684,Def by Temptation,1990,False,True
27150,uncertain,0.342,Silent Rage,1982,False,False
56705,uncertain,0.281,Crawlspace,1986,False,False
228496,uncertain,0.323,Sx_Tape,2013,False,False
800597,uncertain,0.343,Registros Fatais 3: Apocalypse,2012,False,False
44909,uncertain,0.381,Ghoulies III: Ghoulies Go to College,1991,False,False
55784,werewolf,0.836,Grizzly,1976,False,True
117978,uncertain,0.293,In Their Skin,2012,False,False
38761,uncertain,0.277,Night of the Lepus,1972,False,False
64622,uncertain,0.357,Hidden 3D,2011,False,False
26042,uncertain,0.226,Warlock III: The End of Innocence,1999,False,False
274626,uncertain,0.22,Animal,2014,False,False
9533,uncertain,0.382,Red Dragon,2002,False,False
27296,uncertain,0.402,The Gingerdead Man,2005,False,False
36224,uncertain,0.257,Subconscious Cruelty,2001,False,False
38701,giant_monster,0.513,The Devil's Rain,1975,False,True
26480,uncertain,0.229,The Legend of the 7 Golden Vampires,1974,False,False
