id,label,score,title,year,is_animal,is_creature
205903,skeleton,0.659,Raving Maniacs,2005,False,True
339588,uncertain,0.451,Vampire Chicks with Chainsaws,2006,False,False
279493,uncertain,0.304,Catch of the Day,2014,False,False
59093,demon,0.892,Resident Demon,2004,False,True
955217,uncertain,0.363,Still Life,2007,False,False
704774,vampire,0.804,Subferatu,2020,False,True
86939,skeleton,0.523,The Brain Machine,1977,False,True
30456,uncertain,0.427,Vampire Catholic School Girls from Hell,2001,False,False
923672,uncertain,0.337,Sinners and Saints,2004,False,False
41239,uncertain,0.168,Serum,2006,False,False
85173,doll,0.534,Deadly Obsession,1989,False,True
952042,uncertain,0.307,Anal Paprika,1999,False,False
441741,uncertain,0.329,The Small Woman in Grey,2017,False,False
576358,werewolf,0.854,The Stoneman,2002,False,True
348175,uncertain,0.341,Dinner for Two,2000,False,False
500381,uncertain,0.408,Reunion,2015,False,False
219878,uncertain,0.291,The Haunting of Sarah Hardy,1989,False,False
1027002,ghost,0.519,Cemetery Stories,2022,False,True
488242,masked_killer,0.546,Killer Christmas,2017,False,True
86191,uncertain,0.315,The Four Skulls of Jonathan Drake,1959,False,False
478924,ghost,0.792,Photo Murders,1996,False,True
750732,uncertain,0.211,The Haunting of Grady Farm,2020,False,False
99092,uncertain,0.219,Jack Be Nimble,1993,False,False
23293,uncertain,0.307,Phantom from Space,1953,False,False
783335,uncertain,0.449,"Something, Somewhere",2022,False,False
100329,uncertain,0.271,La promesa,2004,False,False
984640,uncertain,0.361,King of Terrors,2022,False,False
105101,werewolf,0.664,Night Fright,1967,False,True
718161,wolf_dog,0.552,Wolfwood,2020,True,True
255197,zombie,0.985,Reel Zombies,2008,False,True
316010,uncertain,0.396,The Other Side,2014,False,False
213711,uncertain,0.363,New Terminal Hotel,2010,False,False
43249,uncertain,0.335,The Cyclops,1957,False,False
72305,uncertain,0.242,Snapped,2005,False,False
109102,uncertain,0.175,Picture Mommy Dead,1966,False,False
84443,zombie,0.666,Day X,2005,False,True
547780,uncertain,0.475,Skeletons in the Closet,2018,False,False
308866,uncertain,0.395,Realm Of Souls,2013,False,False
419979,masked_killer,0.548,Hide the Monster,2016,False,True
175138,ghost,0.652,Evidence of a Haunting,2010,False,True
156068,witch,0.988,Mark of the Witch,1970,False,True
1024562,ghost,0.904,All Of The Lights,2022,False,True
353407,uncertain,0.216,The Disappearance of Willie Bingham,2015,False,False
465480,uncertain,0.375,Media Studies,2017,False,False
487320,uncertain,0.324,Red Spring,2017,False,False
67679,uncertain,0.367,"Blood, Boobs and Beast",2009,False,False
79828,skeleton,0.576,Meat Market,2000,False,True
91431,skeleton,0.646,Fraternity Massacre at Hell Island,2007,False,True
653820,zombie,0.537,Rot,2019,False,True
32132,uncertain,0.376,Beyond Remedy,2009,False,False
630291,uncertain,0.241,VHS Nasty,2019,False,False
876801,uncertain,0.474,A Ghost Story for Christmas: The Mezzotint,2021,False,False
942161,doll,0.998,Baby Doll,2021,False,True
988265,ghost,0.527,Stop Dead,2022,False,True
30440,uncertain,0.459,Ancient Evil: Scream of the Mummy,1999,False,False
540375,uncertain,0.459,The Barn,2018,False,False
267282,uncertain,0.341,Zombie Planet,2004,False,False
104422,uncertain,0.281,Knocking on Death's Door,1999,False,False
28616,zombie,0.869,Dead Country,2008,False,True
690546,uncertain,0.297,Ximbi Xombix,2019,False,False
76409,uncertain,0.338,Incubus,2002,False,False
898714,witch,0.722,Occult,2022,False,True
90030,alien,0.746,The Monster of Piedras Blancas,1959,False,True
35302,uncertain,0.36,Dream Home,2006,False,False
270169,werewolf,0.638,I Was a Teenage Werebear,2011,False,True
771117,uncertain,0.248,The Locals,2012,False,False
254010,uncertain,0.306,Panzer Chocolate,2013,False,False
143777,uncertain,0.4,The Killings at Outpost Zeta,1980,False,False
554671,demon,0.587,"Dracula, Lord of the Damned",2011,False,True
848664,none,0.734,Woodland Grey,2021,False,False
534169,ghost,0.622,Penny Palabras,2018,False,True
35664,uncertain,0.204,The Alpha Incident,1978,False,False
513304,uncertain,0.479,Those Who Deserve To Die,2020,False,False
524213,uncertain,0.275,A Brilliant Monster,2018,False,False
259303,skeleton,0.532,The Poisoning,2013,False,True
81480,doll,0.58,The Manipulator,1971,False,True
359888,zombie,0.975,Not Another Zombie Movie....About the Living Dead,2014,False,True
913726,ghost,0.677,The Blair Witch Legacy,2018,False,True
107121,uncertain,0.244,Bizarre,1970,False,False
685964,uncertain,0.197,Cabal,2020,False,False
29771,uncertain,0.401,Goblin,1993,False,False
740267,uncertain,0.489,Naked Cannibal Campers,2020,False,False
862009,werewolf,0.969,The Wild Man,2021,False,True
30991,uncertain,0.232,The Curse of the Living Corpse,1964,False,False
611421,uncertain,0.427,White Girl,2019,False,False
284248,uncertain,0.223,Black Sugar,2013,False,False
452021,ghost,0.689,The Coffin Footage,2016,False,True
176223,uncertain,0.39,Goth,2003,False,False
146365,uncertain,0.427,Backslasher,2012,False,False
362304,uncertain,0.492,The Red Man,2016,False,False
46117,uncertain,0.426,Diary of a Serial Killer,2008,False,False
83433,uncertain,0.148,The Uh-oh Show,2009,False,False
883891,uncertain,0.221,The Making of Saw,2004,False,False
853764,doll,0.994,Baby Oopsie,2021,False,True
87456,uncertain,0.358,Hostile Takeover,1988,False,False
505922,uncertain,0.492,Bloody Slumber Party,2014,False,False
155554,uncertain,0.372,Devon's Ghost: Legend of the Bloody Boy,2005,False,False
128115,uncertain,0.431,The Birthday,2004,False,False
43084,uncertain,0.338,Deadly Species,2002,False,False
415661,uncertain,0.327,Exscind,2016,False,False
558448,demon,0.941,Deal With the Devil,2018,False,True
25870,uncertain,0.212,Machined Reborn,2009,False,False
898798,uncertain,0.458,Mandrake,2022,False,False
209611,uncertain,0.422,Night Fangs,2005,False,False
27471,masked_killer,0.57,"Carmilla, the Lesbian Vampire",2004,False,True
156307,witch,0.831,Sorority House Vampires,1998,False,True
27527,uncertain,0.266,Blood & Sex Nightmare,2008,False,False
431849,uncertain,0.367,Triclops,2016,False,False
191086,uncertain,0.28,Skinned Alive,2008,False,False
138858,werewolf,0.815,Dire Wolf,2009,False,True
850674,uncertain,0.439,Super Hot,2021,False,False
350616,uncertain,0.351,The Divine Tragedies,2015,False,False
353999,uncertain,0.326,Mind Over Murder,1979,False,False
749044,none,0.701,The World We Knew,2020,False,False
79576,uncertain,0.315,Crucible of Terror,1971,False,False
479796,uncertain,0.335,Demon with the Atomic Brain,2017,False,False
84360,uncertain,0.163,The Ghastly Ones,1968,False,False
285872,vampire,0.553,Bite School,2015,False,True
