id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
29998,The Amazing Mr. X,The Amazing Mr. X,en,"On the beach one night, Christine Faber, two years a widow, thinks she hears her late husband Paul calling out of the surf...then meets a tall dark man, Alexis, who seems to know all about such things. After more ghostly manifestations, Christine and younger sister Janet become enmeshed in the eerie artifices of Alexis; but he in turn finds himself manipulated into deeper deviltry than he had in mind...",,1948-07-29,/7CQ5G1Jpmu2ppeHxTx47DpJ5YEw.jpg,4.315,40,6.2,0,0,0,,False,/A7ZBrQCAIJCskA8oXm7i5jV1Yoj.jpg,,,
30183,Zombies on Broadway,Zombies on Broadway,en,Two bumbling press agents must search for a zombie to fulfill a commitment to their ex-gangster boss's new nightclub or face the consequences.,,1945-05-01,/4l2bYIwRDfe9gfT7yVoowXP8koY.jpg,2.549,25,5.1,0,0,0,,False,/zPTBVAUWrCgIUQDV3BjoWJsdZyP.jpg,,,
30307,The Devil Commands,The Devil Commands,en,A story about a scientist who is obsessed with communicating with the dead.,,1941-08-15,/kVAKzdJV9suPxnhtwWQSmzE3gBW.jpg,1.942,32,6.1,0,0,0,,False,/h5iG5pXsVJrxGjM7SX2jD6bjshr.jpg,,,
30342,The Boogie Man Will Get You,The Boogie Man Will Get You,en,A young divorcee tries to convert a historic house into a hotel despite its oddball inhabitants and dead bodies in the cellar.,,1942-10-22,/iu3YiWGa9pYYBun3VukwyvYdSQr.jpg,4.203,27,6.3,0,0,0,,False,/u5Q9ZNwl5JpT65V5Ah0YMOcJvXg.jpg,,,
30346,The Body Snatcher,The Body Snatcher,en,"Edinburgh, 1831. Among those who undertake the illegal trade of grave robbery is Gray, ostensibly a cab driver. Formerly a medical student convicted of grave robbery, Gray holds a grudge against Dr. MacFarlane who had escaped detection and punishment.",,1945-05-25,/1dOCP2ahMVlA95SivxhEdVvcXZE.jpg,8.59,184,7.0,0,0,0,,False,/v3sRVoYfBNUAwAXQgEOa5CL3aeI.jpg,,,
30348,Isle of the Dead,Isle of the Dead,en,"On a Greek island during the 1912 war, several people are trapped by quarantine for the plague. If that isn't enough worry, one of the people—a superstitious old peasant—suspects a young woman of being a vampiric demon.",,1945-09-01,/eHnxz2K8fuUR5qwmkhdurBpZ5z0.jpg,5.968,110,6.0,0,0,0,,False,/ouVocGg8P2BrkqaQtr2T8dyh83B.jpg,,,
30640,The Man Who Changed His Mind,The Man Who Changed His Mind,en,"Dr. Laurence, a once-respectable scientist, begins to research the origin of the mind and the soul. The science community rejects him, and he risks losing everything for which he has worked. He begins to use his discoveries to save his research and further his own causes, thereby becoming... a Mad Scientist, almost unstoppable...",,1936-09-11,/dBED6CQG2K81L19occPCO7IEEP7.jpg,4.114,29,6.1,0,0,0,,False,/42CSd2dFMtB1jZQzOB9bLzO7S4y.jpg,,,
30793,House of Dracula,House of Dracula,en,"A scientist working on cures for rare afflictions, such as a bone softening agent made from molds to allow him to correct the spinal deformity of his nurse, finds the physical causes of lycanthropy in wolf-man Larry Talbot and of vampirism in Count Dracula, but himself becomes afflicted with homicidal madness while exchanging blood with Dracula.",,1945-12-07,/x2HZq0CjGJbU90Q8Bm7jDKBM7ZG.jpg,8.31,132,5.481,0,0,0,,False,/2yPeVCim2ugYiYVgSFxZBhDbdpb.jpg,,,
30992,夜半歌声,Song at Midnight,zh,"In this Chinese version of The Phantom of the Opera, the mysterious Song Danping terrorizes the newly rebuilt opera house and its young star.",,1937-02-01,/xKEoGdWHDldZGnVrqLTujTw60h9.jpg,2.062,26,5.9,0,0,0,,False,/u93FqFmVwCFT8tEHgSZBO7htdQv.jpg,,,
31498,The Mummy's Hand,The Mummy's Hand,en,"A couple of young, out-of-work archaeologists in Egypt discover evidence of the burial place of the ancient Egyptian princess Ananka. After receiving funding from an eccentric magician and his beautiful daughter, they set out into the desert only to be terrorized by a sinister high priest and the living mummy Kharis who are the guardians of Ananka’s tomb.",,1940-09-20,/jSSdvLkGXy4oICnSo5Cnz12B6Ae.jpg,7.76,90,5.7,0,0,0,,False,/epPy2TZgvU2LJWnOp45ePsHVM9g.jpg,,,
31592,The Old Dark House,The Old Dark House,en,"In a remote region of Wales, five travelers beset by a relentless storm find shelter in an old mansion.",,1932-10-20,/t4058MoAiVg8R1aqHNL3nAP48km.jpg,12.179,260,6.7,0,0,0,,False,/1weLHiJKmqSgbxoEBeX14jbRgMe.jpg,,,
31685,The Hunchback of Notre Dame,The Hunchback of Notre Dame,en,"Paris, France, 1482. Frollo, Chief Justice of benevolent King Louis XI, gets infatuated by the beauty of Esmeralda, a young Romani girl. The hunchback Quasimodo, Frollo's protege and bell-ringer of Notre Dame, lives in peace among the bells in the heights of the immense cathedral until he is involved by the twisted magistrate in his malicious plans to free himself from Esmeralda's alleged spell, which he believes to be the devil's work.",,1939-12-29,/m6fsyHeqSQs4tktk9q3awgo7IzF.jpg,16.633,187,7.238,0,0,0,,False,/mt1RJGw7LvAoIGflIqYG87u84Xq.jpg,,,
32023,Son of Dracula,Son of Dracula,en,"Carpathian Count Alucard is invited to the U.S. by a young heiress. Her boyfriend and local officials are suspicious of the newcomer, who is interested in the ""virile"" soil of the new world.",,1943-11-05,/pQTLdJ46WXPIix05EkcHAMDKUIw.jpg,8.432,128,5.8,0,0,0,,False,/ak5VIS2bBDaDOglqTz7gWyhTrMn.jpg,,,
32652,Mystery of the Wax Museum,Mystery of the Wax Museum,en,The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,,1933-02-18,/rs4FJ6F5gY0wDqNGzGqV5OU7VzS.jpg,8.131,133,6.485,0,0,0,,False,/g0SONr3N9uLNQs52KrruVr1WDks.jpg,,,
32858,The Return of the Vampire,The Return of the Vampire,en,"In 1918, an English family is terrorized by a vampire, until they learn how to deal with it. They think their troubles are over, but German bombs in WWII free the monster. He reclaims the soul of his wolfman ex-servant, and assuming the identity of a scientist who has just escaped from a concentration camp, he starts out on a plan to get revenge upon the family.",,1943-11-11,/qp8aCa4ajBcCozBNDATIWimZiFu.jpg,7.917,60,6.0,0,0,0,,False,/c10mI7HNt3Z6dRI0cMJPcpHOe70.jpg,,,
32862,Revenge of the Zombies,Revenge of the Zombies,en,"When Dr. Von Altermann's wife Lila dies mysteriously at his spooky mansion her relations suspect murder. They also suspect the doctor is turning her into a zombie, to join the army of living dead he hopes to devote to the Nazi cause. However, Lila, though dead, has developed a will of her own.",,1943-09-17,/tFx5BAqWTaZfCvWy8LQ5OOMdz1R.jpg,2.504,24,5.2,0,0,0,,False,/sQSqHDDRXuyqfOMdH7jd1xSls5W.jpg,,,
33477,"Bud Abbott and Lou Costello Meet the Killer, Boris Karloff","Bud Abbott and Lou Costello Meet the Killer, Boris Karloff",en,"Lost Caverns Hotel bellhop Freddie Phillips is suspected of murder. Swami Talpur tries to hypnotize Freddie into confessing, but Freddie is too stupid for the plot to work. Inspector Wellman uses Freddie to get the killer (and it isn't the Swami).",,1949-05-26,/3YGwwbstmrUY1xv0A115uEVLbZh.jpg,4.422,53,6.5,0,0,0,,False,/gfaDcnvJ1odvZ1r7IMWgyGUBpyo.jpg,,,
33546,The Time of Their Lives,The Time of Their Lives,en,"Two ghosts, who were mistakenly branded as traitors during the Revolutionary War, return to 20th century New England to retrieve a letter from George Washington which would prove their innocence.",,1946-08-13,/wFO5tIivUKS9PU9feLIm8G1oHaK.jpg,5.844,42,6.9,0,0,0,,False,/cWLr9NOni65MM7pfzRih2uRoDdD.jpg,,,
34943,The Face Behind the Mask,The Face Behind the Mask,en,"A sweet, enthusiastic, newly-arrived American immigrant from Hungary is forced to turn to a life of crime after his face is badly disfigured in a hotel fire.",,1941-01-16,/x9r2dwKDYIGiEhN2iUEQ8wDUFx5.jpg,3.705,42,6.4,0,0,0,,False,/xhpgyQTOzERzI6xZcRMmqFrEqGm.jpg,,,
35075,Blade af Satans Bog,Leaves from Satan's Book,da,"The power of Satan is highlighted in four historical tales: the betrayal and subsequent arrest of Jesus, the Spanish Inquisition, the French Revolution and the execution of Marie Antoinette, and the Finnish War of Independence in 1918.",,1920-11-15,/1NaD6RLpq2raUvsEV22MxBwPwnX.jpg,2.019,41,6.1,0,0,0,,False,/tKAufilplhEQC0Ixr8wXoiCZl5t.jpg,,,
35914,Cry of the Werewolf,Cry of the Werewolf,en,A young gypsy girl turns into a wolf to destroy her enemies.,,1944-08-17,/zFopwMTDScbAzQ2eiidnVR1lOD4.jpg,3.366,22,4.3,0,0,0,,False,/oVITWrMcdNTTHIgZ9vYeweKDNw4.jpg,,,
36456,The Mad Doctor of Market Street,The Mad Doctor of Market Street,en,A fugitive doctor tries to raise the dead for South Sea Islanders.,,1942-02-27,/1PIqI16ZZNKIqu93QlVzqIT8qJu.jpg,2.147,19,5.2,0,0,0,,False,/9lejyu5TidbxugqgnYTAKq1JfWR.jpg,,,
37426,The Ape,The Ape,en,"Dr. Bernard Adrian is a kindly scientist who seeks to cure a young woman's polio. He needs human spinal fluid to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing the townspeople. Can there be a connection?",,1940-09-30,/kXb0rlowlyXOriVMaEhpqBzmySk.jpg,3.171,34,4.9,0,0,0,,False,/iLhfRsn3u0GWZ1vr8rQOLNeGw3M.jpg,,,
37441,The Ape Man,The Ape Man,en,A scientist is turned into an ape man.,,1943-03-05,/qtUUVdd716mJwo4PG5gkKsiq6nV.jpg,2.216,40,4.225,0,0,0,,False,/5IbHbWXrTJBRptCBzE4fNRY7ja6.jpg,,,
38273,Calling Dr. Death,Calling Dr. Death,en,"Losing his memories of the last few days, neurologist Dr. Steele is told that his wife has been brutally murdered. Steele, aware of his conniving wife's infidelity, believes he may have been the killer and enlists the aid of his pretty nurse Stella to hypnotize him into recovering his lost memories.",,1943-12-17,/glvmG9QQ6KQAcHIBy7AkTwDRxqf.jpg,2.864,34,6.5,0,0,0,,False,/dzcelIGAt7YdwB306U7b8neYJxD.jpg,,,
38346,Bowery at Midnight,Bowery at Midnight,en,"A seemingly charitable soup kitchen operator (who moonlights as a criminology professor) uses his Bowery mission as a front for his criminal gang. Police attempt to close in on the gang as they commit a series of robberies, murders and bizarre experiments on corpses.",,1942-10-30,/lDWHvIotQkogG77wHVuMT8mF8P.jpg,3.187,30,5.1,0,0,0,,False,/6RrS4meYqj22Dl0HMMYhh3SIY6C.jpg,,,
38464,Black Magic,Black Magic,en,Chinese detective Charlie Chan solves a murder linked to the occult.,,1944-08-19,/w9VdqPSKMVLVQTaCrRVMVNX1CN3.jpg,1.751,15,6.833,0,0,0,,False,/kCexEBXqgGUZeIM4bvg7MCiMzid.jpg,,,
38468,Charlie Chan in The Jade Mask,Charlie Chan in The Jade Mask,en,"The latest assignment for respected detective Charlie Chan has come directly from the government and involves the disappearance of a scientist named Harper, who was working on an extremely important serum. When the scientist is killed, Chan must sort through all very likely suspects, including the man's sister and his butler.",,1945-01-26,/yC9a3Vcxp215OAiJHeMQ6LCCQb8.jpg,1.351,17,6.059,0,0,0,,False,/bXnfCm3qpYJwURwgClgEZwzKBiC.jpg,,,
39259,Drácula,Drácula,es,"At midnight on Walpurgis Night, an English clerk, Renfield, arrives at Count Dracula's castle in the Carpathian Mountains. After signing papers to take over a ruined abbey near London, Dracula drives Renfield mad and commands obedience. Renfield escorts the boxed count on a death ship to London. From there, the Count is introduced into the society of his neighbor, Dr. Seward, who runs an asylum. Dracula makes short work of family friend Lucia Weston, then begins his assault on Eva Seward, the doctor's daughter. A visiting expert in the occult, Van Helsing, recognizes Dracula for who he is, and there begins a battle for Eva's body and soul.",,1931-03-11,/vXpPf8MFLqp4f9KdUyjL7tSYDmd.jpg,10.99,122,6.7,0,0,0,,False,/i9nHh7tIMEsTQyuQZUc8XNRR69Q.jpg,,,
39311,Murders in the Zoo,Murders in the Zoo,en,"Dr. Gorman is a millionaire adventurer, traveling the world in search of dangerous game. His bored, beautiful, much younger wife entertains herself in the arms of other men. In turn, Gorman uses his animals to kill these men. When a New York City zoo suggests a fundraising gala, Gorman sees a prime opportunity to dispatch the dashing Roger and anyone else who might cross him.",,1933-03-31,/8GL0POYXHakLfgWSi0iwehLdhcY.jpg,3.157,43,5.8,0,0,0,,False,/akb5CDFDtGRBmpl0qNcEKzX9VaS.jpg,,,
39407,The Climax,The Climax,en,"Dr. Hohner, theatre physician at the Vienna Royal Theatre, murders his mistress, the star soprano when his jealousy drives him to the point of mad obsession. Ten years later, another young singer reminds Hohner of the late diva and his old mania kicks in. Hohner wants to prevent her from singing for anyone but him, even if it means silencing her forever.",,1944-10-20,/laGEHhF7CPKIbbnNP7kMXxFY3OH.jpg,3.635,31,5.4,0,0,0,,False,/bvu3a9XkNnCk9ecsex9I3oqGYwg.jpg,,,
39441,White Pongo,White Pongo,en,"Suspecting that a safari guide is a wanted killer, undercover policeman Geoffrey Bishop (Richard Fraser) joins a safari led by the suspect for a scientist that hopes to find and prove that a fabled white gorilla is a missing link.",,1945-11-02,/pXRYM479UuribYf3F2eqR9BrvOM.jpg,1.929,13,4.2,0,0,0,,False,/2w1S1dZ8huJy6TWh9Gr48DaHias.jpg,,,
40091,Sex Madness,Sex Madness,en,"A young beauty queen travels to New York to further her modelling career, but contracts syphilis after being tricked into a sexual encounter. She is torn between the prospect of a slow, intensive but proven therapy and a supposed miracle cure.",,1938-04-28,/519C46QndlC4AB3hxEbj3j00BEm.jpg,1.466,22,3.0,0,0,0,,False,/h2lwOXXUrIipB68tXqjA9v9wcej.jpg,,,
40788,Alice's Mysterious Mystery,Alice's Mysterious Mystery,en,"A mouse and his boss pose as dogcatchers and grab a schoolhouse full of dogs; they use several other ruses to round up dogs for, as we discover, a sausage factory. Alice and Julius are on the trail soon after the first caper, but it takes them a while to catch up with the bad guys. They do, and Julius tricks the big boss into getting clobbered by the sausage guy, then turns the dogs loose on him.",,1926-02-15,,0.604,12,5.0,0,0,0,,False,,,,
40951,The Living Ghost,The Living Ghost,en,"A detective investigating kidnapping case discovers the victim, who may be a zombie.",,1942-08-11,/mXgcmju6l2pkEi0cazBhCSRKSVC.jpg,4.282,18,4.3,0,0,0,,False,/syVuaPdiMv3Y8vmaUjBoGCSKCWM.jpg,,,
41019,Wolf Blood,Wolf Blood,xx,"Dick Bannister is the new field boss of the Ford Logging Company, a Canadian logging-crew during a time when conflicts with the powerful Consolidated Lumber Company, a bitter rival company, have turned bloody, like a private war. His boss, Miss Edith Ford, comes to inspect the lumberjack camp, bringing her doctor fiancé with her. Dick is attacked by his rivals and left for dead. His loss of blood is so great that he needs a transfusion, but no human will volunteer, so the surgeon uses a wolf as a source of the blood. Afterwards, Dick begins having dreams where he runs with a pack of phantom wolves, and the rival loggers get killed by wolves. Soon, these facts have spread through the camp. (via YouTube)",,1925-12-16,/jCGxdVIp2h51MxJpn70lRbxurLN.jpg,1.958,8,5.1,0,0,0,,False,/afj3PmoyrcPHRBuBD5tUtQNGIyF.jpg,,,
41020,The Beast with Five Fingers,The Beast with Five Fingers,en,Locals in an Italian village believe evil has taken over the estate of a recently deceased pianist where murder has taken place. The alleged killer: the pianist's severed hand.,,1947-02-08,/cvnC4dffUviprYbSaOFwOw9XriF.jpg,5.307,46,6.3,0,0,0,,False,/sPBH6bM80wSUsPL3SCO14FXx23U.jpg,,,
41021,The Devil Bat,The Devil Bat,en,"Dr. Paul Carruthers is frustrated because he thinks his employers, Mary Heath and Henry Morton, have cheated him out of the company's profits. He decides to get revenge by altering bats to grow twice their normal size and training them to attack when they smell a perfume of his own making. He mixes the perfume into a lotion, which he offers as a gift to Mary and Henry. When they turn up dead, a newspaper reporter decides to investigate.",,1940-12-13,/g1boVvNLVKYbP2H7MoGol9sQAIH.jpg,4.503,80,5.275,0,0,0,,False,/1GOo1eE5tLwEMqrysAetuISSE0B.jpg,,,
41022,The Face at the Window,The Face at the Window,en,"In 1880, the criminal called The Wolf is responsible for a murderous rampage in France. When the Brisson Bank is robbed in Paris and the employee Michelle is murdered, the wealthy Chevalier Lucio del Gardo is the only chance to save the bank. Chevalier proposes to the owner M. de Brisson to deposit a large amount of gold, but in return he would like to marry his daughter Cecile. However, Cecile is in love with the efficient clerk Lucien Cortier that belongs to the lower classes and refuses the engagement. In order to get rid off the rival, Chevalier uses evidences to incriminate Lucien, manipulating the incompetent Parisian chief of police.",,1939-04-07,/nONG9hrfsTlzlEPyEfUlQFaVeXx.jpg,1.594,18,5.5,0,0,0,,False,/oyZv0l4K5bnFwjWVbcjy32w3Vhx.jpg,,,
41023,Dead Men Walk,Dead Men Walk,en,"When a small town doctor buries  his twin brother, a practitioner of the black arts, he believes him dead; but subsequent events force him to realize that his brother has, in fact, returned from the dead as a vampire and is seeking revenge on the doctor, who had killed him in self-defense.",,1943-04-12,/1AqEIyA6BndGYcNkcUJwXxvEFjq.jpg,3.504,28,4.6,0,0,0,,False,/eLD2tP5JMZLdhTY0NSG0X5K86RH.jpg,,,
41024,Condemned to Live,Condemned to Live,en,"After a series of murders, a man finds out that his mother was bitten by a vampire bat during her pregnancy, and he believes that he may be the vampire committing the murders.",,1935-09-15,/2StercLz8j8YG7frZS1fNkB8xyV.jpg,2.597,13,5.2,0,0,0,,False,/f6ZMpH4cyt0twPPIeFZ6nksbcFV.jpg,,,
41027,House of Mystery,House of Mystery,en,Out of the Mystic Temples of Old India crept this terrible Monster to wreak vengeance of the Hindu Gods. One by one its victims fell with not a trace of the bloody assassin.,,1934-03-30,/17NQYgQOOfszLHN94veGW98ZiHj.jpg,1.486,10,4.7,0,0,0,,False,/obsJ0hix3eVf5xukxDId33zdfHv.jpg,,,
41033,Fog Island,Fog Island,en,"Leo, a former convict, is living in seclusion on an island with his step-daughter, the daughter of his late wife. Leo was framed by a group of former business associates, and he also suspects that one of them killed his wife. He has invited the group to his island, tempting them by hinting about a hidden fortune, and he has installed a number of traps and secret passages in his home. He is aided in his efforts by a former cell-mate who holds a grudge against the same persons. When everyone arrives, the atmosphere of mutual suspicion and the thick fog that covers the island promise a tense and hazardous weekend for everyone.",,1945-02-15,/gMvognU7wny0XO4jEQNg7cY6P0s.jpg,2.662,18,5.4,0,0,0,,False,/jKPJkHS4JsbQxKJ4NfJ4EBcxXwq.jpg,,,
41118,Scrooge,Scrooge,en,"Ebenezer Scrooge, the ultimate Victorian miser, hasn't a good word for Christmas, though his impoverished clerk Cratchit and nephew Fred are full of holiday spirit. In the night, Scrooge is visited by spirits of the past, present, and future.",,1935-11-26,/vqRuJyux0KEr4vojK9ytXIrEU46.jpg,7.255,43,5.942,0,0,0,,False,/sF29zOqXnWUZ0I9mE5CXJpdt8oO.jpg,,,
41307,El Signo de la Muerte,The Sign of Death,es,"Two journalists, Carlos and Lola, investigate the murder of a young woman whose body appeared with her heart torn out, in what seems to be a human sacrifice. The investigation leads the reporters to a museum, whose director is the famous Doctor Gallardo.",,1939-12-23,/hGoGz6rQINeLZvyhjNNB9qSHOC0.jpg,2.922,21,5.9,0,0,0,,False,/66k95B2ucliQKV7o11Zl5jOW6ON.jpg,,,
42186,Bluebeard,Bluebeard,en,Young female models are being strangled. Will law enforcement be able to stop the crime wave before more women become victims?,,1944-10-26,/kB5sSfwYfGONxvnY97m61O0jqQT.jpg,4.507,45,5.6,0,0,0,,False,/5orcLA7wa4dVXvVgfYc3QHNB8Xi.jpg,,,
43148,The Vampire Bat,The Vampire Bat,en,A German village is stricken by a series of murders that appear to be the work of vampires.,,1933-01-21,/bGN3Ik3CatDC9wvfV55LLBrBGh8.jpg,5.98,68,5.4,0,0,0,,False,/ddtQrSe4AsMS2wq60ZbWfarmn9K.jpg,,,
43149,The Son of Kong,The Son of Kong,en,Beleaguered adventurer Carl Denham returns to the island where he found King Kong.,,1933-12-22,/eJ2Qe3tesoKUtWNJRDpHKz1xCJc.jpg,11.706,125,5.4,0,0,0,,False,/r8Ao60h2qk7R95QoTcV4ClyUfB0.jpg,,,
43613,The Soul of a Monster,The Soul of a Monster,en,A man recovers on his death bed after his wife makes a mysterious pact with a strange woman. But is he really alive?,,1944-08-17,/q7mN96JSXUbE4kopBNC7y2QTnqY.jpg,1.007,8,4.8,0,0,0,,False,/jk2krSsCFRGcZKN3bany6r4KEqO.jpg,,,
43650,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,en,"Washington Irving's tale of Ichabod Crane and the headless horseman is brought to life, narrated by Bing Crosby.",,1949-10-08,/6bt8qmhxVsgbxFLQCoAcekdCFiw.jpg,8.324,276,7.469,0,0,0,,False,/tZtawSPJIMCjXOJrUHOlOjJQf5e.jpg,,,
43796,Spooks Run Wild,Spooks Run Wild,en,A group of delinquents on their way to summer camp get stuck in a haunted house.,,1941-10-24,/mDvuxjiZYo4FaEC0NW5fr5e3Du8.jpg,2.313,22,4.8,0,0,0,,False,/67aG8MDHaQYHiWWJ3aq9mjZaiSI.jpg,,,
44296,Fireworks,Fireworks,en,"A dissatisfied dreamer awakes, goes out in the night seeking a 'light' and is drawn through the needle's eye. A dream of a dream, he returns to bed less empty than before.",,1947-12-31,/1ifeszb6nlfPgJYL1Jjjeoxc41C.jpg,3.086,70,5.8,0,0,0,,False,/5gM6mfgM0szwrUYpRcNQUukUOPx.jpg,,,
45322,She-Wolf of London,She-Wolf of London,en,A young heiress finds evidence suggesting that at night she acts under the influence of a family curse and has begun committing ghastly murders in a nearby park.,,1946-05-17,/3H1JNJS8eIJPd502sPgbEfyhtDG.jpg,5.229,68,5.581,0,0,0,,False,/s6jtFOPMTDDWltzzVM3Ur03NxR4.jpg,,,
45607,The Phantom Creeps,The Phantom Creeps,en,A mad scientist attempts to rule the world by creating various elaborate inventions.,,1939-01-07,/5y60ctsCM31EEP5CkwKp2llQZyR.jpg,2.065,22,4.2,0,0,0,,False,/v61ENTHLKaWt7012QaO9DJ4LOcf.jpg,,,
45803,Svengali,Svengali,en,A music maestro uses hypnotism on a young model he meets in Paris to make her both his muse and wife.,,1931-05-20,/jLE87vAc9bqytSZAfU76MmnQdMh.jpg,4.219,47,6.1,0,0,0,,False,/u7UdRx0M5enU4J0OJ5c4yn11EuW.jpg,,,
46939,The Door with Seven Locks,The Door with Seven Locks,en,A wealthy lord dies and is entombed with a valuable deposit of jewels. Seven keys are required to unlock the tomb and get hold of the treasure. A mad doctor uses an iron maiden to systematically eliminate the heirs to the fortune.,,1940-10-12,/bMR0ahTkPEmTAktEQPtOAPEMyNV.jpg,2.992,17,6.0,0,0,0,,False,/mmcrZZ5pfnoWk5FOcyRTPeHGDxz.jpg,,,
47425,Witch's Cradle,Witch's Cradle,en,"The surrealist film shows repetitive imagery involving a string fashioned in a bizarre, almost spiderweb-like pattern over the hands of several individuals, most notably an unnamed young woman and an elderly gentleman. The film also shows a shadowy darkness and people filmed at odd angles, an exposed human heart, and other occult symbols and ritualistic imagery which evokes an unsettling and dream-like aura. Considered an unfinished film.",,1944-01-01,/hZasS6O431ei4tOeTzhBFXnnsYU.jpg,2.52,36,6.6,0,0,0,,False,/sGf2w0AtxFE3j3yqCyMM6bUrzmC.jpg,,,
48443,The Hearts of Age,The Hearts of Age,en,"A colonial scene in the U.S. An old lady sits astride a bell while a man in blackface, wig, and livery pulls the bell rope. From an upper door emerges an old man, dressed as a dandy, who tips his hat to the woman as he walks down stairs grinning. Others leave the same door and walk down the same stairs: a shabby man, a cop, and, several times, the same dandy. The man in blackface hangs himself; the dandy continues to smile. A bell tolls, a grave beckons. In the dark, the dandy plays the piano. Is he Death? The Hearts of Age is the first film made by Orson Welles. The film is an eight-minute short, which he co-directed with William Vance in 1934. The film stars Welles' first wife, Virginia Nicholson, as well as Welles himself. He made the film while attending the Todd School for Boys, in Woodstock, Illinois, at the age of 19.",,1934-01-01,/iAEQXHR6ewsfypxe19aoyPQVFb0.jpg,1.629,35,5.4,0,0,0,,False,/jawzt9iNwZ4cSTHQNsP6qjcytGm.jpg,,,
48800,The Unknown,The Unknown,en,"""The Unknown"" was the final entry in Columbia’s I Love A Mystery series. A woman hires two detectives to keep her alive long enough to claim her inheritance.",,1946-07-04,/gxcHU9q4GFhDLmUmxrAeYBcer72.jpg,1.626,5,5.6,0,0,0,,False,/wAMYz7LyeBTodIOnpsGPzcKbxlR.jpg,,,
51359,The Haunted House,The Haunted House,en,"A bank teller who becomes involved with a hold-up, counterfeiters and a theatrical troupe posing as spooks in a haunted house.",,1921-02-21,/yKAgNQhI55Ennhd3SmU1UxvXiQ3.jpg,4.554,124,6.5,0,0,0,,False,/FbZTezFnsAEsf0GU7acbBh5UKz.jpg,,,
52940,Uncle Silas,Uncle Silas,en,"Following her father's death, a teenage heiress moves in with her guardian uncle who is broke and schemes to murder his niece for her vast inheritance.",,1947-10-08,/ayg9xacapp7ZFsxXTQ45bHb4EKQ.jpg,1.423,16,5.8,0,0,0,,False,/qtoUougs2POqzCJScLBSTho9UEH.jpg,,,
53178,The Cat's Out,The Cat's Out,en,"A cat, being sent out for the night, begins to make trouble for some birds. He later has a nightmare that the birds grow and begin to extract their revenge.",,1931-07-28,/pOD0zNSerdP0X8Y2gIrly7xB4AB.jpg,1.266,17,6.147,0,0,0,,False,/zDiqums2ddiNLGNhkXVLzMrT5pM.jpg,,,
54288,La Main du Diable,Carnival of Sinners,fr,"A struggling artist buys a talisman that gives him love, fame and wealth. The talisman is a severed left hand, and it works perfectly, in fact, magically. But of course there is nothing free in this world, and after one year the devil comes and asks for his due.",,1943-03-21,/3jNy5WmeQDllI6cKqB39secMDE7.jpg,4.422,74,6.7,0,0,0,,False,/45wnh2KF40buheDAK7kzOMxUsSw.jpg,,,
57283,Häxan,Häxan,sv,"Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.",,1922-09-18,/3LtaPLlwlA5HX2FjqAb8lsaBI8P.jpg,14.134,378,7.612,0,0,0,,False,/j7FLd7dxpayOe8KIM7E8Wmh6h47.jpg,,,
58129,Körkarlen,The Phantom Carriage,sv,"An alcoholic, abusive ne'er-do-well is shown the error of his ways through a legend that dooms the last person to die on New Year's Eve before the clock strikes twelve to take the reins of Death's chariot and work tirelessly collecting fresh souls for the next year.",,1921-01-01,/vmhMEj2d8JnKS5jzqJf4kYypKWN.jpg,11.326,317,7.822,0,0,0,,False,/xgiGMef3A2aFAFktYyFu1juDvcI.jpg,,,
59158,The Death Kiss,The Death Kiss,en,"When a movie actor is shot and killed during production, the true feelings about the actor begin to surface. As the studio heads worry about negative publicity, one of the writers tags along as the killing is investigated and clues begin to surface.",,1932-12-05,/jr9NNKQqSDGDR1wiinfrUFhHvpG.jpg,4.543,32,5.3,0,0,0,,False,/aywosu5Dthu0yUGVod4Hm4d7Gfw.jpg,,,
64076,Weird Woman,Weird Woman,en,"After bringing his beautiful new wife Paula home to America from a remote island on which she was raised, Professor Norman Reed begins to feel the clash between his world of rational science and hers of bizarre dancing and freaky voodoo rituals. Norman's stuck-up friends also sense Paula's strangeness, and soon their meddling gossip and suspicious scheming push the poor woman to use her magic to defend herself and her husband – and maybe even to kill! Or is it just the power of suggestion...?",,1944-03-01,/t27Kgqo1n8rc6Io0rEZAQdyIij1.jpg,2.047,33,6.03,0,0,0,,False,/tzUbbZXwLLaY3J0Rqn73WC3IKzB.jpg,,,
