id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
178851,The Man in Half Moon Street,The Man in Half Moon Street,en,A British doctor and painter must kill for the glands he needs to stop the aging process.,,1945-01-19,/nsyyOArBODd2lF9lBuWZyZIawgk.jpg,0.792,4,5.4,0,0,0,,False,/uTo4wpofIpSFbhrtTcwtlnkh4by.jpg,,,
179254,The 9th Guest,The 9th Guest,en,"Eight people are invited by an unsigned telegram to a penthouse apartment,  where they find themselves locked in and greeted by their unknown host's voice via the radio, who explains that before the night is over each one will be die unless they manage to outwit the ninth guest, Death.",,1934-01-31,/iFDOa1HfheTTg2azPX9NZrIeJaK.jpg,2.014,17,5.7,0,0,0,,False,/fQO8VM1ZoEUQXkJDhtarbTJ7dDV.jpg,,,
179391,Ghost Catchers,Ghost Catchers,en,"Two zanies get mixed up with a Southern colonel, his beautiful daughters, a nightclub and a haunted mansion.",,1944-06-16,/uiU4KLUWpeOLfCE6wwMKKUjJRoT.jpg,0.822,5,5.4,0,0,0,,False,/uqj5Z9tVB8Mq5HQQwEOQpuYaXUc.jpg,,,
184885,The Bells,The Bells,en,"A kindly but desperate Alsatian innkeeper named Mathias murders and robs a rich Jewish merchant staying at his inn, but the ghost of his victim will not let him rest.  Meanwhile, a mysterious Mesmerist has come to town, claiming he has made many criminals confess their crimes...",,1926-07-29,/tcvGcYyS9jEGNifLR3XqSiJ0WTd.jpg,2.532,15,6.2,0,0,0,,False,/5ETWm5GL7fRoYmkTQdgMvMctsMd.jpg,,,
184940,El Fantasma del Convento,The Phantom of the Monastery,es,"Alfonso, Eduardo and Cristina get lost when visiting a forest. A strange monk finds them and takes them to an ancient convent. There, the three amigos suffer personality changes, specially Cristina who tries to seduce Alfonso in a strange coincidence to a story told by an old monk. After some efforts to escape, Alfonso is trapped inside a jail and more strange and macabre situations happen.",,1934-06-26,/gi5MqHPQEkekaqNZ5PqMFZ70cdf.jpg,1.691,21,6.1,0,0,0,,False,/2peiLehxIXlk36KAtWfl2v53Soc.jpg,,,
186458,Dante's Inferno,Dante's Inferno,en,"The tactics of a vicious slumlord and greedy businessman finally drive a distraught man to commit suicide. The businessman is tried for murder and executed, and is afterward taken by demons to the Hell where he will spend the rest of eternity. .",,1924-09-07,/g0luz6lJgj9O6SAnwmJRYQwafyx.jpg,0.772,5,4.3,0,0,0,,False,/8zRXTpbG5ZZ34yxmvCEVbBuERwC.jpg,,,
187993,Hallowe'en,Hallowe'en,en,Toby the Pup organises a Halloween celebration. Some witches and elves join the party.,,1931-05-01,/bkFN7EJm1R2qgUSfbIliljXwAgL.jpg,0.862,3,6.0,0,0,0,,False,,,,
189547,Midnight Faces,Midnight Faces,en,"A young man inherits a mansion in a Florida swamp from an uncle he never knew he had. When he, his assistant and the estate's executor arrive at the house, the audience catches sight of someone crawling in the window, though the house is supposed to be unoccupied. As the house staff begins to arrive they sense a strange presence in the house, and when a young woman no one knows runs into the house to escape a knife-wielding psycho, the occupants realize they may be in danger from both outside and inside the house.",,1926-03-24,/cvDgs4Ns7aKqNm1vgTraAVgr8Pw.jpg,0.291,1,4.5,0,0,0,,False,/AR4R9QvcHEzpi1jPGa7KbFl2fz.jpg,,,
189932,Spook Spoofing,Spook Spoofing,en,"As a joke, several members of the gang convince Farina, who is ""brave but superstitious"", that he's caused the demise of a young acquaintance and must therefore lay the body (actually still very alive) to rest in the old burying ground, under the watchful eye of ""the graveyard witch"". The joke backfires spectacularly on the pranksters.",,1928-01-14,/geH5uhYLNiSVJJhQnE8ig7Cjko5.jpg,1.091,3,7.2,0,0,0,,False,,,,
190089,The Unholy Night,The Unholy Night,en,"When a rash of murders depletes their number, a billionaire's employees are brought together at an Englishman's estate.",,1929-09-13,/kSzr805amdbyFE9FWjIH1S4gfuj.jpg,0.7,9,5.333,0,0,0,,False,,,,
192737,De spooktrein,The Ghost Train,nl,"A group of travelers find themselves stranded for the night at a deserted train station, which according to the old stationmaster, has been haunted for the last 20 years.",,1939-05-10,/xPk4SBWrfPF57gYjvASliiHX2TO.jpg,1.202,2,6.5,0,0,0,,False,,,,
199034,The Intruder,The Intruder,en,"A murder is committed aboard a cruise ship just before it sinks in a storm. The survivors, including the killer, land on a mysterious jungle island.",,1933-03-13,/tjnnC8TXH9GFr8cuRabc9QlKGmI.jpg,2.888,6,4.2,0,0,0,,False,/nI63ga2LHlzdqt0bmBUavIobRlb.jpg,,,
201989,Bottles,Bottles,en,A dark and stormy night in a drugstore. The druggist mixes a potion and falls asleep. The skull-and-crossbones on the bottle comes to life and drips the potion on the druggist.,,1936-01-11,/ruEYl6K2S0LeTDRa4aDaGhrM0ih.jpg,1.434,1,8.0,0,0,0,,False,,,,
202584,Fantômas,Fantômas,fr,"The invincible bandit faces his daughter, courageous and honest, who wants to end his criminal activities. With a young journalist, her fiancé, she discovers his hideout.",,1947-09-18,/4otTQb85R8ARAJeyEYgfD99ZCHJ.jpg,1.415,6,5.0,0,0,0,,False,/blq8fj2okjA5pLBF8HguERcKNQ8.jpg,,,
202784,Frenzy,Frenzy,en,"A spooky seance is held to discover the whereabouts, and the killer, of a sculptor's wife.",,1946-02-11,/5C5pkjZZ4Iwsz90C7FXcY1oPV8l.jpg,1.51,3,4.2,0,0,0,,False,/s6ba970W5wGdAKofZbsho3fhEM8.jpg,,,
204727,Příchozí z temnot,Arrival from the Darkness,cs,"Shot in the early 1920s, this classic film about the elixir of life and the secret of the Black Tower has finally been restored to its original version.",,1921-10-14,,0.427,6,6.7,0,0,0,,False,/kAnvyylYlnx0MU7R4vQk2Fb3I1w.jpg,,,
205254,Jeepers Creepers,Jeepers Creepers,en,"Police officer Porky is called to investigate strange noises at a house that might be haunted. Before he arrives, we tour the house and hear some evil-sounding cackles, which, it turns out, are coming from a radio one that a ghost was listening to. The ghost then sings the title song while getting ready for a night of haunting, just as Porky arrives. The ghost invites him in with a woman's voice, then disappears. Porky comes in and gets spooked by some flapping curtains. When he comes back in, the ghost puts a couple frogs into a pair of shoes and sets them loose; they collect a hatrack and a curtain, forming a sort of black ghost that ultimately scares Porky upstairs right into the arms of the ghost.",,1939-09-23,/i7kWlYHTbsRb7wM2BnhVrxIoMgc.jpg,1.296,10,6.8,0,0,0,,False,/3vMYQjWMRABOCmPsSGJe1M85VAO.jpg,,,
212973,Gildersleeve's Ghost,Gildersleeve's Ghost,en,"Gildersleeve, running for office, is aided by two ghosts and hindered by a mad scientist and an invisible woman.",,1944-06-01,/iWJcsCp2ijNS5INSvfVejyVJ8ow.jpg,1.291,5,5.0,0,0,0,,False,/e1Z0qDU1PW1N4Ir1fYk63Yr3Txo.jpg,,,
214552,A Face in the Fog,A Face in the Fog,en,A mysterious killer known as The Fiend uses an unusual bullet as his trademark for his murders.,,1936-02-01,/vCFFPeCjuUJK0Uth6bfJ3hm4v3I.jpg,0.228,3,5.3,0,0,0,,False,/o2tVzv3B5c5cP29ygnQ0gvWEmeS.jpg,,,
219252,新釈四谷怪談　前篇,Yotsuya Ghost Story Part 1,ja,"Iemon Tamiya is an impoverished masterless samurai who craves a better life, which he cannot have because of his marriage to Oiwa, who is completely devoted to her husband.",,1949-07-05,/iMpattLVXmhfRABjbpsC5uZKLlA.jpg,5.58,11,6.7,0,0,0,,False,/ebjvO1irZvZqCJ16wHV1A6Wf5Lf.jpg,,,
219253,新釈四谷怪談　後篇,Yotsuya Ghost Story Part 2,ja,"Part 2 starts where the first film ended, with Iemon disposing of the bodies of his wife and Kohei, marrying upward, and being blackmailed by the evil Naosuke.",,1949-07-16,/pq6Nwzz9WNGJT14YwPAZ1ZSkt2a.jpg,3.479,11,6.7,0,0,0,,False,,,,
221637,Fragment of Seeking,Fragment of Seeking,en,"A young man desperately seeks out the fleeting image of a female companion, and though he never quite catches her, he discovers much more through the surreal explorations of his own sexuality.  Preserved by the Academy Film Archive in 2012.",,1947-10-24,/dAjoquhPXxYYLSBjlfmT2sbeoyc.jpg,1.781,17,5.6,0,0,0,,False,/1qcNzBnhUJt3YASKbNEUkd6e1kj.jpg,,,
225549,The Cat Creeps,The Cat Creeps,en,A black cat is suspected of being possessed by the spirit of a elderly murdered woman.,,1946-05-17,/tKQEg0E362Ir056dYeDkTFiTVij.jpg,2.516,11,4.8,0,0,0,,False,/popdKVljmHIErfzaCRF1gfCzFtX.jpg,,,
226850,Ko-Ko's Haunted House,Ko-Ko's Haunted House,en,"A friend of KoKo's animator draws a haunted house, and KoKo and his dog Fitz go inside. There, they encounter frightening hallways where every door leads to a new spook.",,1928-04-28,/5DRbDeDdDrRckkGPytoKP8hpOli.jpg,0.318,1,8.0,0,0,0,,False,,,,
228880,Crazy Knights,Crazy Knights,en,Also known as Ghost Crazy. Three goofballs run up against ghosts and a giant gorilla in a haunted house.,,1944-12-08,/4AzgLjd7S4xCKp8upHe0yUMHsIt.jpg,0.392,5,4.7,0,0,0,,False,/aD48Gup4eevy7yb4QubJpDx6j47.jpg,,,
236149,Midnight Frolics,Midnight Frolics,en,"A mouse and a cuckoo bird, skeptical about the existence of ghosts, are startled by a midnight visit from a sextet of spirits, all men who once wooed a Florador show-girl. The specters do a song-and-dance routine from the gay-90's era of show-business. They all fade away at dawn, leaving the mouse and the cuckoo bird less-convinced skeptics than they were before the witching hour.",,1938-11-02,,0.379,0,0.0,0,0,0,,False,,,,
236605,Jasper and the Haunted House,Jasper and the Haunted House,en,"Jasper and the Haunted House is another George Pal Puppetoon about a black boy and his troubles. This time, the scarecrow switches a sign that leads Jasper to a haunted house instead of a deacon's place where he brings a pie.",,1942-10-22,/hlx6C3PXyzHKpJZoIlE93GhxgOb.jpg,0.289,0,0.0,0,0,0,,False,/tCUKDmQ7ivSNVHn32rL4GLV4Zyg.jpg,,,
242358,The Mystery of Marie Roget,The Mystery of Marie Roget,en,A detective investigates the mysterious death of a young actress.,,1942-04-23,/nkJsvwNzX8Oo0ErvykVmrfIvt1A.jpg,1.561,9,5.5,0,0,0,,False,/unJ9Yp895tx9xRx5np84b4ZJB2L.jpg,,,
244158,The Oval Portrait,The Oval Portrait,en,An artist is so consumed with painting a portrait of the women he loves that he doesn't notice she is dying until it's too late. Shot as a silent film.,,1934-01-01,/iAcAdln01ClNdZzznESZdXqnAvZ.jpg,0.424,0,0.0,0,0,0,,False,,,,
246585,Herencia macabra,A Macabre Legacy,es,A plastic surgeon goes mad when he discovers that his wife have an affair. He fakes her death and disfigure her and locks her in the cellar.,,1939-11-29,/xHuuku6wXQFF61pVu3vwv8YyY9L.jpg,0.626,4,5.0,0,0,0,,False,,,,
246889,El superloco,The Super Madman,es,"Mad scientist, a neanderthal and a drunk makes a crazy combination.",,1937-03-13,/i1HSM2y8iVmsQrdIpiM4ORYxhID.jpg,0.143,4,4.5,0,0,0,,False,,,,
248007,Los muertos hablan,The Dead Speak,es,Professor Jiménez believes the human retina retains the image of the last thing a person sees before death. Only his student Eduardo stands by him in the face of widespread mockery. Together they will try and prove the professors theory but fate has a unpleasant way of helping them do this.,,1935-10-16,/dzlbei1YUA90ke4XQ5XuP6XyHoc.jpg,0.776,4,5.2,0,0,0,,False,,,,
248039,El baúl macabro,The Macabre Trunk,es,A crazed scientist tries to keep his terminally ill wife alive by transfusing into her the blood of young women he murders.,,1936-09-04,/6IiVuCQ9jEcqfqGp36GI7shKtFc.jpg,0.841,9,5.4,0,0,0,,False,,,,
248061,El misterio del rostro pálido,Mystery of the Ghastly Face,es,"Dr. Forti carries out strange experiments, assisted by his son Pablo. They embark on an expedition to the jungle. Eight years later Forti  returns without his son but strange things start to happen in the old house where they live.",,1935-03-11,/6pywGoxE50BICziDRyXV1sZ0peY.jpg,1.858,7,5.1,0,0,0,,False,,,,
248063,Ouanga,Ouanga,en,"In Haiti, a black female plantation owner enacts a voodoo curse, and revives zombies for revenge on a white male neighbor, who has chosen a white woman over her for marriage.",,1935-12-03,/zpd5DTXmJY5UIsaVBHB8eJPjYhj.jpg,0.351,3,5.0,0,0,0,,False,,,,
248099,La Llorona,The Crying Woman,es,"Llorona is a figure unique to Mexican folklore -- the wailing spirit of a woman who lost or killed her child and now returns to seek revenge and haunt the living. With its framing story and flashback structure, this film sets forth a couple of variations of the story.",,1933-03-31,/sUIKHeSIngMYvbAHKSaWa99vl0u.jpg,1.96,18,5.3,0,0,0,,False,/aWnizklfxDtXQlmGQc5AtV7uJuN.jpg,,,
249478,Mystery Ranch,Mystery Ranch,en,"Megalomaniacal rancher is a law unto himself, until a Ranger is called-upon to bring him to justice.",,1932-06-07,/3K1FHBomKur9M9rH2D874e6LCyl.jpg,0.416,3,6.0,0,0,0,,False,/oq36ZD6vVypODO62iaRIaUXxFQ2.jpg,,,
251168,Der steinerne Reiter,The Stone Rider,de,"In a distant Teutonic village, people dance and drink merrily celebrating a wedding feast. However, an elderly man tells the villagers that the valley where they live wasn't always happy but sorrowful. This was due to the tyranny of the master of the mountains  who ruled the valley despotically.",,1923-03-31,/bFKH5N6QQYhrQIP9sKvyap0u0Rg.jpg,0.59,7,6.0,0,0,0,,False,/42rE0FcCCc76xOWBaRSiOTgMajk.jpg,,,
252792,Manga: Shojoji no tanuki-bayashi Dan Dan'emon,Danemon Ban: The Monster Exterminator,ja,"The boozy mercenary of the title, based on the actual historical figure of Naoyuki Ban (1567-1615), attempts to rid a haunted castle of spooks.",,1935-01-27,,0.407,2,4.5,0,0,0,,False,,,,
252797,古寺のおばけ騒動,Taro's Monster Hunt,ja,A Bosko-cloned samurai battles traditional monsters and demons.,,1936-01-27,,0.392,3,5.0,0,0,0,,False,,,,
253148,The Curse of the Wraydons,The Curse of the Wraydons,en,"Tod Slaughter goes about the countryside strangling everybody. His evil scheme is to destroy the family who wronged him. He has a secret lab complete with a torture chamber, featured in the films climax. Probably the most maniacal portrayal Tod ever gave.",,1946-12-16,/hexBpUU9Q0KUhXRbuuQSK3m855v.jpg,0.474,4,5.2,0,0,0,,False,/1t6rcfbmOSkSyqQGW9E0hOLy6jB.jpg,,,
253520,House of Darkness,House of Darkness,en,"In this psychological thriller, an avaricious man covets his stepbrother's home. The greedy fellow knows that his stepbrother has a heart condition and so sets off a fatal attack by smashing a beloved violin. However, his actions do not come without a terrible price.",,1948-06-01,/9AAH0uH0P0ElosvuAZMtlbu5xm5.jpg,0.587,3,5.0,0,0,0,,False,,,,
257275,The Night Comes Too Soon,The Night Comes Too Soon,en,"When ghosts inhabit an Englishwoman's home, Dyall, a ghost hunter of sorts, takes on the poltergeists. Developments reveal a trio of spirits that includes a sailor, the seaman's late wife, and her lover, whom the sailor had shot.",,1946-11-30,/rweShW7qbgcYzrCFgLMTlWoBjFp.jpg,2.219,7,4.9,0,0,0,,False,,,,
257391,महल,Mahal,hi,"A young lawyer is involved with a ghostly woman in his new house, where the builder and his fiancée died shortly after it was built.",,1949-10-19,/dasVnQij6Lvbpu7qoogprheITva.jpg,1.972,8,5.5,0,0,0,,False,/hfyJy227TefnRyTfh6obwbj4qFt.jpg,,,
259197,Castle Sinister,Castle Sinister,en,"During the War, a British agent travels to the remote Glennye Castle in the wilds of Scotland to investigate a mysterious murder by a masked phantom. Who or what is the phantom? And how are the Germans involved?",,1948-02-19,/sVs9lLiIJSpzOYz2elGbM9VX7hz.jpg,0.847,8,3.1,0,0,0,,False,,,,
259729,Candles at Nine,Candles at Nine,en,"A rich but miserly old man taunts his relatives about who will get his money when he dies, and is soon mysteriously murdered. It turns out that he has left his estate to a beautiful young actress whom the other relatives didn't know was related to him. Several attempts on her life are thwarted by a detective, who sets out to discover who's behind the scheme to kill her.",,1944-01-01,/kskSlWEgJkYdFYCX0gY0lZ1jWz5.jpg,0.883,1,5.0,0,0,0,,False,,,,
262799,Kísértetek vonata,A Train of Ghosts,hu,"Remake of the English movie Ghost Train (1931, Walter Forde). Seven people are stranded for a stormy night at a remote, unmanned railroad station past which, every midnight, steams the ""ghost"" of a train which wrecked there 20 years ago.",,1933-04-15,/yxnhbItrn3ZvEoMuqNqXnKKta2B.jpg,0.698,2,6.0,0,0,0,,False,,,,
262972,Ingagi,Ingagi,en,An expedition enters an area of the Congo jungle to investigate reports of a gorilla-worshipping tribe.,,1930-03-15,/2BibhwcrMqkZeYeRmTYoPPU3cef.jpg,0.916,8,4.1,0,0,0,,False,/l2BK7uhUM8upvDRKqdDCM1bxcxP.jpg,,,
263554,The Creeper,The Creeper,en,"Dr. Morgan and Dr. Cavigny star as a brace of scientists who return from the West Indies with a potent, phosphorescent serum that allegedly changes human beings into cats.",,1948-09-01,/hcUla9Mf5b1Hh90bvwI5BcSshAi.jpg,1.568,10,4.5,0,0,0,,False,/s6lzjuc3rPUk4mkTqWhq1odwDi1.jpg,,,
264798,Una luz en la ventana,Una luz en la ventana,es,A woman and her two companions get lost in a storm and end up in a creepy house where a mad doctor is conducting experiments in the basement.,,1942-05-12,/bUzcmWtakCzqKqMZyMjHDDfxVWn.jpg,0.606,1,7.0,0,0,0,,False,/dUsLZ8nQQ0eGt4A1K8TqLIMyuNC.jpg,,,
264996,Trenul fantomă,Ghost Train,ro,"This earliest surviving Romanian horror-thriller is distinctly un-Romanian in several ways: an adaptation of Arnold Ridley’s play of the same name (best known through its 1941 film version starring Arthur Askey), TRENUL FANTOMĂ was shot in Hungary as an alternate-language version of KÍSÉRTETEK VONATA (1933), with both films using footage taken from the 1931 British movie adaptation.",,1933-01-01,/zlJhdhQ62vEyEdFgPoIY8StPo82.jpg,0.151,3,5.0,0,0,0,,False,,,,
276491,La Fiancée des ténèbres,The Bride of Darkness,fr,"Sylvie, a young woman who believes to be cursed, lives in the town of Carcassonne with her guardian, Mr. Toulzac. He is a retired teacher who wishes to discover the secret of the Cathars, a Christian sect of the Middle Ages that glorified death over life. Sylvie meets Roland, a composer who instills new hope into her troubled mind. Mr. Toulzac then asks her then to renounce the world and go down a secret tomb he has just found.",,1945-03-22,/rwchl1euXMT1D9UlxdvnzEkUe3n.jpg,0.525,5,5.4,0,0,0,,False,,,,
276698,La Dame de pique,The Queen of Spades,fr,"Russia, 1835. Lieutenant Hermann, a compulsive gambler, is fascinated by an infallible martingale held by Countess Tomski, nicknamed The Queen of Spades. The day Hermann wants to wring the secret from her, the countess dies of fear. Following this tragic scene, Hermann sinks into dementia. Luckily, Lisa, his frail lover, brings him back to life and happiness.",,1937-07-01,/8DmCi11876OfJiUfIf6wIvWz2ZV.jpg,0.851,0,0.0,0,0,0,,False,,,,
279405,Медвежья свадьба,The Bear's Wedding,ru,"Konstantin Eggert both directed and starred as Count Shemet, cursed by his insane mother’s traumatic experience with a bear to have seizures during which he himself becomes a “bear” on the kill.",,1925-01-02,/xDYji3wUCXg8beiYOTG9Pw7WfJR.jpg,0.323,6,4.8,0,0,0,,False,,,,
279859,Sortilèges,The Bellman,fr,"The bell ringer at a way station in the French Alps, murders a passing horse trader with a thrown rock and relieves him of his bankroll, in order to bribe the daughter of his only friend, a head injury victim considered the village simpleton, into marrying him, despite her love for a lowly woodsman who is, in turn, being cajoled into marriage by the daughter of the wealthy innkeeper.",,1945-12-04,/8dFTVJUVp8JKoXcxJC4l1Q3j5bV.jpg,1.274,8,6.9,0,0,0,,False,/ayPTC7P0ysDDtM1Hz9CtKO1Is5Y.jpg,,,
282336,Belphégor,Belphégor,fr,"Belphégor deals with a series of mysterious appearances by a masked-and-robed figure in the Louvre; a security guard is murdered, and a later police trap is foiled when the phantom—“Belphégor” (the name of a legendary demon)—uses knock-out gas.  Journalist Jacques Bellegarde of “Le Petit Parisien” (the real-life newspaper which published the original story in serial installments), investigates, and eventually discovers famous detective Chantecoq and his vivacious daughter Colette are also on the case.",,1927-01-01,/evfJSs2hMQV1luVQQLYdsfeqz9n.jpg,1.393,3,8.3,0,0,0,,False,/epUCPHJrKy0iAw7A8iHlxGW5zMQ.jpg,,,
284308,House of Mystery,House of Mystery,en,"Two hunters discover a dead young woman in a cabin in the woods.One of them being the sheriff, he proceeds to press the wealthy owner for an explanation. At first it looks like his son has killed his unfaithful wife, but the wife's lover and the family butler are acting suspiciously enough to be followed.",,1931-12-16,/nbIurkLZ446zP408PM6auTabSo0.jpg,0.554,1,8.0,0,0,0,,False,/AlTbFZOvBVrMNkDighjE2U2YPqE.jpg,,,
290588,La Dama de la Muerte,The Lady of Death,es,"A young man loses all his money by gambling and decides to commit suicide, but is interrupted by a mysterious man who invites him to join a suicide club, where, through letters, it is drawn who is going to die.",,1946-06-04,/vUZ4f6x6G6o8OVN98eQO9hTzL6V.jpg,0.709,8,5.9,0,0,0,,False,,,,
290847,The Phantom Speaks,The Phantom Speaks,en,"The spirit of an executed murderer enters the body of a physician, and forces him to do its bidding--namely, murder.",,1945-04-13,/3UYMv6zKrp7zeVOj1519bgecu2f.jpg,4.286,8,5.375,0,0,0,,False,/4UiL57XpzcXbIxRTkppXvVby1hN.jpg,,,
291762,Prelude,Prelude,en,A man listening to Rachmoninoff's 'Prelude' dreams he is the victim of premature burial.,,1927-07-01,/u81c9BClf6K2MZvkLRVwtjUJoFa.jpg,0.752,7,6.7,0,0,0,,False,/jYrKmlFpwGMcpV1ERHfC43w2ixo.jpg,,,
294705,Midnight Menace,Midnight Menace,en,"A strange voodoo man kills women and moves their bodies wherever he wants. But this time, he just wants to torment Lollypop Jones with a body that keeps showing up no matter where he goes.",,1946-01-01,/kJ5VrVxiO0isvq1v4yQA0KeZaQ6.jpg,0.666,1,5.0,0,0,0,,False,/hgSJiXvf14cPyP3tMFhvHIFMoZC.jpg,,,
299413,狂恋の女師匠,The Passion of a Woman Teacher,ja,This film is about the curse of a jealous woman destroying the lovers on the run.,,1926-07-14,/z3DYW4jq6EB6gdBSa1yg2N4PU2K.jpg,1.246,0,0.0,0,0,0,,False,,,,
299423,怪猫　謎の三味線,The Ghost Cat and the Mysterious Shamisen,ja,"A quintessential example of the period ""ghost cat"" (bakeneko or kaibyo) movie, this was one of at least six such titles released by the studio Shinko Kinema between 1937-40 featuring Japan's first scream queen, Sumiko Suzuki. Here she plays Mitsue, the possessive onna-kabuki actress betrothed to apprentice shamisen player Seijiro. When one day Okiyo, a beautiful young girl of samurai class, is led to Seijiro's house by his lost cat Kuro, she becomes besotted with him. Dark jealous passions are invoked in Mitsue, which are intensified when Seijiro gifts Okiyo his precious shamisen. The cat is the first to suffer at the end of Mitsue's hairpin, but returns from the grave to assist Okiyo's younger sister Onui avenge her sister's murder.",,1938-11-02,/2UQ5zl1Ld8TiAisIfhHT0HdQkUW.jpg,2.262,3,7.0,0,0,0,,False,/Bzklj8D2wPvWrpWL3pmK0QVN2B.jpg,,,
299427,怪談 鍋島の猫,Ghost Cat of Nabeshima,ja,"Tanuma Kandayuu is a high class samurai of the house of Nabeshima. He finds a lavish board of Go (a Chinese Board game) at Kinbei's store. He recommend Kinbei to offer it to his lord. Kinbei hesitates at first, since he knows the board has a mysterious legend surrounding it; it's believed that for every game played on the board, one death is required.",,1949-08-23,/TgDE1CnTIk3cEDtxoipmbEYMOY.jpg,1.487,4,6.5,0,0,0,,False,/jzuShMIOXK8SedofLygq3QTfGrN.jpg,,,
300143,虹男,The Rainbow Man,ja,"When a young woman is named as the prime suspect in a murder, her girlfriend and her girlfriend's boyfriend set out to prove her innocence. Their investigation leads them to an isolated, creepy house in the middle of nowhere, where sinister goings-on abound.",,1949-07-18,/1UnAR0p8jFxq419RGAD4ojpYeVy.jpg,4.054,4,6.7,0,0,0,,False,,,,
302184,Çığlık,Scream,tr,"Scream, called the first Turkish horror/thriller film, deals with the story of a doctor who takes refuge in a mansion on a stormy night and meets a young girl who has been driven crazy by her uncle because of an inheritance issue there. Unfortunately, there is no extant copy of the film.",,1949-04-23,/4L2X2TX6X81f288cEB2YZfZUhoe.jpg,0.597,1,10.0,0,0,0,,False,/cfmtaA9SI8fZnR44c7bvzfZPTp8.jpg,,,
315006,Hay muertos que no hacen ruido,The Noiseless Dead,es,Tin-tan gets involved in what seem to be a murder at the local house of wax.,,1946-09-19,/qST34xuJcKOAWIrTJfMcLwCEOsu.jpg,0.316,6,7.0,0,0,0,,False,,,,
316345,The Snowman,The Snowman,en,"A young Eskimo and his animal friends build a snow man, only for it to come to life and terrorize the local wildlife.",,1932-07-04,/nWezP7ihM8qbTNGNizkwhGNcODU.jpg,0.777,5,6.0,0,0,0,,False,/r8QFKuXgpu3Xg2LLoEH8bCzQgL2.jpg,,,
317250,"Ramper, der Tiermensch",The Strange Case of Captain Ramper,de,"Paul Wegener gives one of his most active performances here as Captain Ramper, a heroic aviator who makes a pioneering flight across the Arctic accompanied only by Ippling, his faithful mechanic (Kurt Gerron). Near the North Pole, their plane develops engine failure and crashes in the desolate wastes. Ippling dies straight off but Ramper finds a supply base containing food which has been left behind by a previous expedition. After fifteen years in the Arctic wastes, Ramper has considerably mutated.",,1928-01-11,,0.366,2,4.0,0,0,0,,False,,,,
318931,Ang Manananggal,The Witches,xx,The creatures are out for a feast.,,1927-01-02,/dRMuNY7UNz60CiAzSjw4LRAyjJo.jpg,0.303,0,0.0,0,0,0,,False,/3p35yHu4DTH0F0bWLIwBGOE93rQ.jpg,,,
319178,日の丸旗之助～化物屋敷の巻～,Hatanosuke and the Haunted House,ja,Short film where the hero Hatanosuke battles ghosts and monsters in a haunted house.,,1935-01-18,/ytQlx97f6JrnqENP2S649tV0gQU.jpg,0.001,0,0.0,0,0,0,,False,,,,
320380,The Phantom Foe,The Phantom Foe,en,"Janet Dale feels that there is a danger looming over her home but cannot put her finger on what it is. Days later her father disappears at her 18th birthday party; dematerializing into thin air before her eyes. She sets out to find him and grapples wit mobsters, psychics, murder, and family secrets.",,1920-10-11,/ubv0KajHG7lALEtMe3FzIujWDIg.jpg,0.386,0,0.0,0,0,0,,False,,,,
321683,삼걸인,Three Beggars,ko,"There is a town with a well called 'Bachelor's Well' after a young man dug the well and jumped in to kill himself when his love for a girl from a rich family ended miserably. The story is about a ferryboat rower, a bum with a limp, and many other men all fighting to get the love of one girl. Three beggars who die with grudges against this town appear every night as ghosts to haunt and curse their foes.",,1928-05-06,/dXfSJTQwHekDKT0jUQBsWscD2g9.jpg,0.566,0,0.0,0,0,0,,False,,,,
321685,목단등기,Mok-Dan Ghost Story,ko,It is a horror story about a virgin ghost with huge angst who sleeps with a man to enter Nirvana.,,1947-06-08,/jk7rxB5y3ZUSjvFhzgXiQ1SSzuU.jpg,0.015,0,0.0,0,0,0,,False,,,,
322858,The Third Sex,The Third Sex,en,"An exploitation film about homosexuality. The film is believed to be lost. Elinor Gordon, who was frightened sexually by a man while an infant, confides in her psychoanalyst that she is contemplating yielding to the advances of her overly attentive and affectionate female roommate, Bobby Allen. The psychoanalyst advises the woman to dispossess her roommate, who works in the same law office as she, and to marry a football player. After the young woman rebuffs her roommate, she accompanies her lawyer employer, Dave Warren, to the country home of the firm's senior partner, John Grant. While Elinor falls in love with Dave, the senior partner's socialite daughter, Judy, yearns for Paul, an artist, who, unknown to her, is a homosexual.",,1934-11-08,/snzSFKPWUMFONxYbhivnDkEXnIO.jpg,0.458,1,1.0,0,0,0,,False,/19EasMw9exQE7bqUxVbbBWJwKeK.jpg,,,
329877,江戸に現れたキングコング,The King Kong That Appeared in Edo,ja,"A lost film considered one of Japan's first Tokusatsu films. The effects were done by Fuminori Ohashi, who claims to have been a modeling consultant for Godzilla 1954 (this claim is disputed by modeler Eizo Kaimai and art staff member Shinji Hiruma). The film's synopsis published in the March 1938 issue of Kinema Junpo indicates that the ""Kong"" featured in this film was not actually a giant monster.",,1938-03-18,/4uiYbbg1npgb3VFt5VWaLM7892v.jpg,1.288,2,5.5,0,0,0,,False,,,,
