id,year,symmetry,neg_space,complexity,mass_y,mass_x,text_area,text_y,text_regions,text_x,text_top,text_w,text_h,align_score,thirds_dist,n_blocks,balance,harmony,diagonal_score,pyramid_shift
1002150,2022,0.93,0.19,0.1,0.55,0.48,0.0772,0.6024,176.0,0.1771,0.8351,0.5805,0.1319,0.08,0.24,7.0,0.11,0.94,0.31,0.07
1001221,2017,0.95,0.14,0.16,0.52,0.49,0.1218,0.5198,232.0,0.0,0.7393,1.0,0.1789,0.03,0.24,19.0,0.05,0.91,0.0,0.01
1001755,2022,0.96,0.55,0.06,0.39,0.47,0.1071,0.3772,128.0,0.2632,0.016,0.4521,0.192,0.1,0.07,5.0,0.14,-1.0,0.14,0.05
1001449,2021,0.93,0.4,0.02,0.48,0.49,0.0246,0.4135,19.0,-1.0,-1.0,-1.0,-1.0,0.13,0.13,4.0,0.03,0.89,0.14,0.15
1003078,2017,0.93,0.62,0.06,0.45,0.48,0.1082,0.4901,133.0,0.1939,0.0492,0.5742,0.218,0.04,0.22,10.0,0.16,0.94,0.14,0.13
1000296,2016,0.88,0.11,0.17,0.5,0.54,0.1393,0.542,162.0,0.0548,0.3998,0.9,0.1719,0.03,0.24,15.0,0.07,0.94,0.4,-0.01
1003251,2018,0.67,0.19,0.17,0.55,0.49,0.1897,0.6552,132.0,0.1558,0.6215,0.6816,0.1265,0.06,0.24,8.0,0.04,0.94,0.16,-0.0
1003632,2022,0.87,0.18,0.12,0.48,0.45,0.1635,0.4203,194.0,0.1382,0.9196,0.7216,0.0614,0.04,0.24,12.0,0.07,0.94,0.22,-0.03
1003890,1994,0.88,0.24,0.13,0.28,0.5,0.1622,0.28,329.0,0.5972,0.1013,0.4028,0.2903,0.13,0.2,4.0,0.27,0.94,0.03,0.02
1003716,2022,0.75,0.17,0.09,0.41,0.48,0.1266,0.4574,155.0,0.0484,0.0577,0.4287,0.1818,0.04,0.24,14.0,0.11,0.87,0.27,-0.25
1003273,2021,0.93,0.11,0.1,0.55,0.51,0.1191,0.5193,287.0,0.0336,0.7188,0.9178,0.1102,0.04,0.24,12.0,0.02,0.94,0.01,-0.09
1004662,2009,0.9,0.46,0.02,0.45,0.5,0.0226,0.5198,32.0,-1.0,-1.0,-1.0,-1.0,0.16,0.23,4.0,0.08,0.91,0.1,0.02
1003797,2020,0.86,0.13,0.17,0.59,0.45,0.1282,0.5491,131.0,0.0819,0.0,0.8456,0.2835,0.02,0.24,17.0,0.11,0.91,0.32,0.07
1005301,2014,0.97,0.75,0.07,0.56,0.5,0.0566,0.4708,92.0,0.0931,0.7232,0.7814,0.2342,0.07,0.16,8.0,0.01,-1.0,0.13,-0.11
1004862,2017,0.79,0.07,0.21,0.51,0.49,0.2251,0.4961,341.0,0.2355,0.0,0.6615,0.3175,0.04,0.24,10.0,0.04,0.91,0.21,-0.02
1002071,2013,0.84,0.1,0.25,0.53,0.45,0.2699,0.4646,475.0,0.0025,0.8519,0.9975,0.1303,0.05,0.23,12.0,0.09,0.87,0.42,-0.01
1004563,2022,0.76,0.04,0.26,0.49,0.48,0.454,0.4998,763.0,0.4683,0.0817,0.5317,0.2141,0.14,0.24,3.0,0.03,0.91,0.43,-0.09
1005367,2016,0.79,0.26,0.24,0.5,0.51,0.4582,0.4593,596.0,0.0,0.7321,1.0,0.2219,0.0,0.22,2.0,0.03,0.91,0.18,0.13
1005337,2021,0.87,0.15,0.13,0.46,0.52,0.0684,0.5181,150.0,0.0445,0.1905,0.9179,0.2046,0.07,0.24,6.0,0.12,0.91,0.26,0.02
1005122,2020,0.92,0.07,0.17,0.5,0.5,0.271,0.4244,377.0,0.1231,0.0647,0.6916,0.2336,0.07,0.24,8.0,0.01,0.91,0.25,-0.12
1005550,2021,0.92,0.42,0.03,0.48,0.49,0.0336,0.4776,88.0,0.065,0.4001,0.8798,0.1694,0.12,0.19,3.0,0.04,0.91,0.0,0.2
1005566,2022,0.94,0.48,0.06,0.45,0.49,0.1074,0.478,217.0,0.1402,0.4209,0.7548,0.0611,0.08,0.24,6.0,0.04,-1.0,0.02,0.06
1004785,2021,0.79,0.44,0.08,0.43,0.44,0.0504,0.5263,82.0,-1.0,-1.0,-1.0,-1.0,0.03,0.21,9.0,0.15,0.94,0.0,-0.06
1003955,2021,0.77,0.05,0.28,0.49,0.51,0.5814,0.4981,781.0,0.0479,0.0013,0.8329,0.2878,0.0,0.24,2.0,0.02,0.87,0.31,0.02
1005500,2022,0.86,0.48,0.12,0.49,0.59,0.2772,0.5025,280.0,0.0,0.1854,0.6821,0.1627,0.04,0.24,8.0,0.12,-1.0,0.27,-0.06
1006025,2021,0.9,0.12,0.11,0.37,0.5,0.1018,0.2583,80.0,0.0923,0.2237,0.8066,0.175,0.05,0.24,10.0,0.13,0.87,0.6,0.13
1005376,2021,0.91,0.42,0.08,0.41,0.54,0.06,0.4624,51.0,0.0042,0.7405,0.9949,0.2595,0.06,0.22,8.0,0.14,0.91,0.29,0.06
1006937,2021,0.95,0.75,0.05,0.44,0.45,0.1603,0.5537,156.0,0.1543,0.2134,0.7026,0.2407,0.04,0.22,10.0,0.1,0.91,0.21,0.05
1005977,2022,0.96,0.8,0.06,0.55,0.5,0.1273,0.5268,140.0,0.2339,0.8565,0.5293,0.0676,0.06,0.24,6.0,0.04,-1.0,0.47,0.02
1006757,1989,0.81,0.09,0.2,0.43,0.59,0.3127,0.4779,241.0,0.0044,0.0,0.9956,0.2003,0.04,0.24,11.0,0.11,0.91,0.22,0.0
1005545,2022,0.79,0.29,0.22,0.56,0.51,0.5478,0.5136,760.0,0.0991,0.0303,0.7705,0.2408,0.01,0.23,2.0,0.11,0.91,0.37,0.07
1007242,2012,0.97,0.82,0.04,0.49,0.5,0.0783,0.4983,167.0,0.0432,0.4038,0.9089,0.1318,0.08,0.22,4.0,0.02,0.94,0.0,-0.1
1007002,1974,0.95,0.66,0.06,0.51,0.49,0.0941,0.4426,145.0,0.1839,0.4288,0.6304,0.1576,0.12,0.23,3.0,0.03,0.91,0.27,-0.07
1005852,2022,0.93,0.35,0.14,0.5,0.51,0.0496,0.4866,87.0,0.0595,0.2539,0.8849,0.2663,0.13,0.19,4.0,0.05,0.94,0.24,0.07
1005770,2020,0.84,0.36,0.12,0.46,0.47,0.1532,0.4102,121.0,0.0,0.7741,1.0,0.1235,0.04,0.17,14.0,0.06,0.87,0.11,0.0
1006932,2022,0.84,0.17,0.24,0.49,0.49,0.3948,0.4992,468.0,0.1089,0.6244,0.4257,0.2433,0.05,0.23,6.0,0.02,0.94,0.26,-0.02
1007272,2016,0.9,0.5,0.13,0.54,0.5,0.2355,0.4922,385.0,0.0366,0.6242,0.9004,0.318,0.14,0.22,4.0,0.01,0.87,0.44,0.05
1006940,2022,0.8,0.36,0.15,0.57,0.5,0.1951,0.5347,267.0,0.0893,0.7972,0.8125,0.1545,0.07,0.23,7.0,0.11,0.94,0.49,-0.14
1008323,2014,0.91,0.25,0.12,0.52,0.5,0.1716,0.5387,124.0,0.2423,0.6547,0.7018,0.152,0.03,0.24,11.0,0.04,0.94,0.23,-0.13
1008440,2022,0.84,0.27,0.2,0.48,0.49,0.32,0.4484,484.0,0.0796,0.8331,0.8166,0.1542,0.09,0.23,4.0,0.05,0.94,0.24,-0.12
1008412,2022,0.91,0.19,0.19,0.55,0.53,0.2006,0.5217,149.0,0.1345,0.5528,0.7848,0.2676,0.03,0.24,16.0,0.07,0.87,0.47,-0.02
1008419,2021,0.76,0.46,0.11,0.42,0.49,0.1336,0.4387,146.0,0.0152,0.0251,0.8291,0.1991,0.04,0.24,11.0,0.04,0.94,0.13,0.02
1005102,2022,0.95,0.52,0.02,0.45,0.44,0.0103,0.3693,9.0,0.0484,0.4037,0.5488,0.1136,0.21,0.18,3.0,0.1,0.94,0.28,-0.0
1008547,2022,0.82,0.01,0.32,0.47,0.5,0.4181,0.4981,515.0,0.1141,0.3364,0.7955,0.2471,0.04,0.24,10.0,0.04,-1.0,0.07,-0.04
1008980,1981,0.87,0.34,0.17,0.43,0.52,0.3261,0.4938,330.0,-1.0,-1.0,-1.0,-1.0,0.12,0.24,4.0,0.04,0.87,0.26,-0.15
1007019,1979,0.86,0.28,0.15,0.38,0.52,0.3208,0.4846,307.0,-1.0,-1.0,-1.0,-1.0,0.03,0.24,9.0,0.16,0.91,0.2,-0.24
1008732,2017,0.92,0.12,0.18,0.48,0.49,0.1818,0.5194,233.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,10.0,0.06,0.91,0.16,-0.06
1008543,2018,0.98,0.82,0.04,0.61,0.52,0.029,0.5382,57.0,0.2642,0.1228,0.4707,0.108,0.09,0.17,7.0,0.04,-1.0,0.0,0.21
1008515,2021,0.95,0.59,0.08,0.4,0.49,0.1091,0.2914,176.0,0.0435,0.5414,0.9004,0.1132,0.06,0.22,7.0,0.1,0.91,0.07,-0.61
1008870,2022,0.99,0.82,0.02,0.41,0.5,0.0627,0.3953,29.0,-1.0,-1.0,-1.0,-1.0,0.1,0.2,3.0,0.04,-1.0,0.0,-0.02
1009872,2022,0.96,0.5,0.08,0.37,0.49,0.1032,0.3593,47.0,0.103,0.742,0.7902,0.0818,0.11,0.18,3.0,0.12,0.91,0.26,-0.06
1009917,2022,0.95,0.61,0.04,0.36,0.48,0.0934,0.3014,203.0,0.0,0.1638,1.0,0.2256,0.08,0.23,3.0,0.16,-1.0,0.0,-0.04
1009049,2022,0.94,0.53,0.08,0.67,0.51,0.0927,0.6834,142.0,0.1512,0.6644,0.707,0.2115,0.13,0.22,4.0,0.2,0.91,0.13,0.34
1010708,2007,0.91,0.25,0.05,0.62,0.54,0.0479,0.8444,46.0,0.4313,0.7114,0.5687,0.252,0.11,0.23,5.0,0.22,0.94,0.25,0.12
1011017,2022,0.92,0.24,0.18,0.35,0.49,0.1919,0.4404,292.0,0.017,0.0959,0.9623,0.2728,0.04,0.22,10.0,0.17,0.87,0.41,-0.02
1010589,2007,0.99,0.84,0.03,0.48,0.49,0.0778,0.4858,49.0,0.286,0.4753,0.4123,0.0884,0.09,0.2,5.0,0.02,0.94,0.0,-0.03
1010698,2021,0.85,0.42,0.12,0.43,0.5,0.3425,0.4348,394.0,0.0,0.0466,1.0,0.1386,0.07,0.24,9.0,0.15,0.91,0.03,-0.03
1009154,2015,0.84,0.04,0.23,0.47,0.5,0.3028,0.4544,529.0,-1.0,-1.0,-1.0,-1.0,0.05,0.24,6.0,0.04,0.94,0.37,-0.02
1011215,2020,0.89,0.57,0.08,0.47,0.5,0.0818,0.4519,97.0,0.2476,0.1547,0.5713,0.2336,0.07,0.24,7.0,0.03,-1.0,0.07,-0.07
1011207,2022,0.86,0.08,0.22,0.54,0.49,0.3432,0.4944,522.0,0.0,0.6414,0.9971,0.2743,0.05,0.24,11.0,0.06,0.87,0.25,-0.03
1011395,2004,0.78,0.15,0.2,0.53,0.51,0.3547,0.4854,541.0,-1.0,-1.0,-1.0,-1.0,0.05,0.23,10.0,0.03,0.91,0.4,-0.11
1011616,2020,0.89,0.39,0.07,0.51,0.43,0.1124,0.4359,106.0,0.0618,0.1094,0.7104,0.196,0.04,0.24,14.0,0.07,0.91,0.22,0.14
1012560,2011,0.86,0.19,0.17,0.6,0.47,0.2574,0.6521,529.0,0.0587,0.5176,0.8643,0.3447,0.06,0.24,8.0,0.12,0.94,0.36,-0.08
1012859,1984,0.79,0.18,0.14,0.44,0.48,0.3301,0.4505,611.0,0.0542,0.807,0.8798,0.1926,0.08,0.24,5.0,0.01,0.91,0.22,-0.1
1012803,1970,0.83,0.38,0.1,0.37,0.5,0.0705,0.6097,41.0,0.0,0.0044,1.0,0.2708,0.05,0.17,10.0,0.18,0.91,0.04,-0.02
1013694,2011,0.89,0.6,0.05,0.44,0.53,0.0548,0.5359,75.0,0.0,0.1312,1.0,0.0787,0.13,0.13,5.0,0.06,-1.0,0.03,-0.07
1013203,2021,0.76,0.2,0.13,0.58,0.49,0.3434,0.4558,298.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,9.0,0.11,0.94,0.31,-0.11
1012824,1985,0.79,0.19,0.18,0.37,0.46,0.3541,0.4838,511.0,0.1302,0.8655,0.7864,0.1072,0.04,0.24,11.0,0.19,0.91,0.38,-0.08
1014195,2021,0.97,0.64,0.06,0.52,0.51,0.0904,0.5245,76.0,0.0,0.0725,0.7448,0.2942,0.08,0.19,6.0,0.01,0.94,0.12,-0.22
1013137,2021,0.7,0.38,0.09,0.53,0.51,0.1252,0.4832,95.0,0.2974,0.3951,0.4043,0.2104,0.05,0.24,9.0,0.06,0.94,0.1,0.24
1013944,2022,0.95,0.37,0.12,0.39,0.51,0.1376,0.3592,172.0,0.0,0.0,1.0,0.2145,0.09,0.24,7.0,0.18,0.91,0.04,-0.07
1014049,2016,0.74,0.12,0.2,0.45,0.49,0.2629,0.464,462.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,10.0,0.11,0.91,0.3,-0.02
1014245,2021,0.94,0.45,0.07,0.6,0.47,0.0409,0.6887,59.0,0.0,0.712,0.9995,0.0605,0.06,0.17,10.0,0.14,0.94,0.0,-0.03
